district,M_15_19_yr_Marrd_reg_marrge_n,M_15_19_yr_Married_de_facto_n,M_15_19_yr_Not_married_n,M_15_19_yr_Total_n,M_20_24_yr_Marrd_reg_marrge_n,M_20_24_yr_Married_de_facto_n,M_20_24_yr_Not_married_n,M_20_24_yr_Total_n,M_25_34_yr_Marrd_reg_marrge_n,M_25_34_yr_Married_de_facto_n,M_25_34_yr_Not_married_n,M_25_34_yr_Total_n,M_35_44_yr_Marrd_reg_marrge_n,M_35_44_yr_Married_de_facto_n,M_35_44_yr_Not_married_n,M_35_44_yr_Total_n,M_45_54_yr_Marrd_reg_marrge_n,M_45_54_yr_Married_de_facto_n,M_45_54_yr_Not_married_n,M_45_54_yr_Total_n,M_55_64_yr_Marrd_reg_marrge_n,M_55_64_yr_Married_de_facto_n,M_55_64_yr_Not_married_n,M_55_64_yr_Total_n,M_65_74_yr_Marrd_reg_marrge_n,M_65_74_yr_Married_de_facto_n,M_65_74_yr_Not_married_n,M_65_74_yr_Total_n,M_75_84_yr_Marrd_reg_marrge_n,M_75_84_yr_Married_de_facto_n,M_75_84_yr_Not_married_n,M_75_84_yr_Total_n,M_85ov_Marrd_reg_marrge_n,M_85ov_Married_de_facto_n,M_85ov_Not_married_n,M_85ov_Total_n,M_Tot_Marrd_reg_marrge_n,M_Tot_Married_de_facto_n,M_Tot_Not_married_n,M_Tot_Total_n,F_15_19_yr_Marrd_reg_marrge_n,F_15_19_yr_Married_de_facto_n,F_15_19_yr_Not_married_n,F_15_19_yr_Total_n,F_20_24_yr_Marrd_reg_marrge_n,F_20_24_yr_Married_de_facto_n,F_20_24_yr_Not_married_n,F_20_24_yr_Total_n,F_25_34_yr_Marrd_reg_marrge_n,F_25_34_yr_Married_de_facto_n,F_25_34_yr_Not_married_n,F_25_34_yr_Total_n,F_35_44_yr_Marrd_reg_marrge_n,F_35_44_yr_Married_de_facto_n,F_35_44_yr_Not_married_n,F_35_44_yr_Total_n,F_45_54_yr_Marrd_reg_marrge_n,F_45_54_yr_Married_de_facto_n,F_45_54_yr_Not_married_n,F_45_54_yr_Total_n,F_55_64_yr_Marrd_reg_marrge_n,F_55_64_yr_Married_de_facto_n,F_55_64_yr_Not_married_n,F_55_64_yr_Total_n,F_65_74_yr_Marrd_reg_marrge_n,F_65_74_yr_Married_de_facto_n,F_65_74_yr_Not_married_n,F_65_74_yr_Total_n,F_75_84_yr_Marrd_reg_marrge_n,F_75_84_yr_Married_de_facto_n,F_75_84_yr_Not_married_n,F_75_84_yr_Total_n,F_85ov_Marrd_reg_marrge_n,F_85ov_Married_de_facto_n,F_85ov_Not_married_n,F_85ov_Total_n,F_Tot_Marrd_reg_marrge_n,F_Tot_Married_de_facto_n,F_Tot_Not_married_n,F_Tot_Total_n,P_15_19_yr_Marrd_reg_marrge_n,P_15_19_yr_Married_de_facto_n,P_15_19_yr_Not_married_n,P_15_19_yr_Total_n,P_20_24_yr_Marrd_reg_marrge_n,P_20_24_yr_Married_de_facto_n,P_20_24_yr_Not_married_n,P_20_24_yr_Total_n,P_25_34_yr_Marrd_reg_marrge_n,P_25_34_yr_Married_de_facto_n,P_25_34_yr_Not_married_n,P_25_34_yr_Total_n,P_35_44_yr_Marrd_reg_marrge_n,P_35_44_yr_Married_de_facto_n,P_35_44_yr_Not_married_n,P_35_44_yr_Total_n,P_45_54_yr_Marrd_reg_marrge_n,P_45_54_yr_Married_de_facto_n,P_45_54_yr_Not_married_n,P_45_54_yr_Total_n,P_55_64_yr_Marrd_reg_marrge_n,P_55_64_yr_Married_de_facto_n,P_55_64_yr_Not_married_n,P_55_64_yr_Total_n,P_65_74_yr_Marrd_reg_marrge_n,P_65_74_yr_Married_de_facto_n,P_65_74_yr_Not_married_n,P_65_74_yr_Total_n,P_75_84_yr_Marrd_reg_marrge_n,P_75_84_yr_Married_de_facto_n,P_75_84_yr_Not_married_n,P_75_84_yr_Total_n,P_85ov_Marrd_reg_marrge_n,P_85ov_Married_de_facto_n,P_85ov_Not_married_n,P_85ov_Total_n,P_Tot_Marrd_reg_marrge_n,P_Tot_Married_de_facto_n,P_Tot_Not_married_n,P_Tot_Total_n,P_Tot_Total_total
Croydon,0.0,3.0,1959.0,1962.0,4.0,146.0,1751.0,2037.0,1501.0,1292.0,1881.0,4714.0,3193.0,676.0,1053.0,4998.0,2588.0,409.0,1185.0,4254.0,2522.0,299.0,1077.0,3857.0,2085.0,95.0,654.0,2928.0,1205.0,15.0,339.0,1684.0,249.0,4.0,161.0,486.0,13460.0,3211.0,10207.0,26897.0,0.0,14.0,1807.0,1833.0,14.0,243.0,1551.0,1913.0,2008.0,1410.0,1753.0,5156.0,3316.0,602.0,1367.0,5286.0,2598.0,459.0,1529.0,4710.0,2496.0,233.0,1679.0,4387.0,1982.0,74.0,1613.0,3678.0,959.0,6.0,1254.0,2196.0,125.0,0.0,647.0,818.0,13554.0,3323.0,13155.0,29996.0,0.0,40.0,3760.0,3767.0,31.0,476.0,3363.0,3898.0,3482.0,2711.0,3644.0,9800.0,6491.0,1343.0,2450.0,10314.0,5268.0,992.0,2774.0,8890.0,4949.0,599.0,2675.0,8284.0,4016.0,269.0,2262.0,6596.0,2264.0,64.0,1628.0,3955.0,416.0,4.0,838.0,1307.0,27048.0,6558.0,23361.0,56866.0,56866.0
Dandenong,0.0,0.0,2382.0,2378.0,44.0,96.0,2728.0,2976.0,2485.0,702.0,4803.0,7996.0,3540.0,359.0,2344.0,6290.0,2630.0,190.0,1902.0,4811.0,2401.0,111.0,1475.0,4041.0,2096.0,37.0,1028.0,3186.0,1299.0,6.0,551.0,1879.0,242.0,0.0,141.0,452.0,14881.0,1869.0,17379.0,34121.0,0.0,4.0,2162.0,2157.0,293.0,118.0,2222.0,2764.0,3418.0,686.0,2693.0,6903.0,3602.0,363.0,1685.0,5719.0,2389.0,215.0,1756.0,4396.0,2294.0,91.0,1749.0,4210.0,1851.0,17.0,1635.0,3549.0,863.0,0.0,1264.0,2149.0,103.0,0.0,678.0,851.0,14942.0,1855.0,15881.0,32750.0,0.0,12.0,4508.0,4556.0,425.0,289.0,4977.0,5773.0,5932.0,1434.0,7462.0,14836.0,7149.0,801.0,4094.0,11995.0,5040.0,464.0,3646.0,9127.0,4737.0,345.0,3281.0,8358.0,3983.0,96.0,2671.0,6754.0,2152.0,20.0,1818.0,4067.0,418.0,6.0,859.0,1399.0,29872.0,3722.0,33238.0,66815.0,66815.0
Eildon,0.0,0.0,1806.0,1809.0,3.0,60.0,1190.0,1401.0,702.0,905.0,1167.0,2812.0,1689.0,614.0,720.0,3212.0,2194.0,669.0,1147.0,4034.0,2704.0,569.0,1258.0,4584.0,2639.0,248.0,996.0,3924.0,1299.0,31.0,527.0,1990.0,194.0,0.0,130.0,383.0,11582.0,3338.0,9111.0,24069.0,0.0,0.0,1513.0,1521.0,13.0,169.0,937.0,1227.0,938.0,1047.0,928.0,2939.0,1957.0,676.0,794.0,3398.0,2341.0,705.0,1156.0,4259.0,2898.0,483.0,1358.0,4778.0,2430.0,181.0,1277.0,3902.0,921.0,16.0,832.0,1838.0,57.0,0.0,383.0,531.0,11687.0,3378.0,9413.0,24505.0,0.0,18.0,3257.0,3276.0,25.0,353.0,2165.0,2605.0,1692.0,1938.0,2206.0,5776.0,3704.0,1346.0,1596.0,6538.0,4496.0,1422.0,2272.0,8251.0,5610.0,1040.0,2678.0,9354.0,5060.0,480.0,2307.0,7922.0,2244.0,116.0,1457.0,3807.0,309.0,4.0,547.0,942.0,23242.0,6817.0,18511.0,48574.0,48574.0
Eltham,0.0,0.0,2159.0,2156.0,0.0,34.0,1745.0,1819.0,789.0,639.0,1418.0,2876.0,2688.0,539.0,587.0,3900.0,3345.0,501.0,651.0,4462.0,3175.0,295.0,622.0,4124.0,2601.0,99.0,376.0,3217.0,1209.0,14.0,221.0,1519.0,139.0,0.0,64.0,259.0,14049.0,2372.0,8125.0,24538.0,0.0,0.0,2028.0,2035.0,3.0,68.0,1557.0,1657.0,1031.0,721.0,1117.0,2962.0,3110.0,551.0,738.0,4425.0,3391.0,445.0,1034.0,4946.0,3187.0,249.0,1101.0,4606.0,2424.0,104.0,1058.0,3566.0,872.0,7.0,700.0,1695.0,43.0,0.0,268.0,428.0,14161.0,2383.0,9724.0,26240.0,0.0,5.0,4208.0,4207.0,17.0,121.0,3252.0,3449.0,1792.0,1376.0,2550.0,5829.0,5774.0,1108.0,1361.0,8282.0,6766.0,985.0,1718.0,9530.0,6407.0,585.0,1743.0,8825.0,4922.0,269.0,1528.0,6815.0,2055.0,45.0,1002.0,3215.0,262.0,12.0,420.0,751.0,28230.0,4717.0,17889.0,50781.0,50781.0
Essendon,0.0,0.0,1777.0,1787.0,17.0,135.0,1946.0,2152.0,1048.0,1552.0,2892.0,5581.0,2635.0,817.0,1250.0,4745.0,2787.0,441.0,1053.0,4328.0,2300.0,251.0,979.0,3569.0,1669.0,88.0,720.0,2491.0,748.0,17.0,317.0,1145.0,227.0,0.0,97.0,365.0,11548.0,3558.0,11286.0,26326.0,0.0,3.0,1636.0,1644.0,45.0,252.0,1980.0,2319.0,1408.0,1584.0,2918.0,5941.0,2862.0,726.0,1520.0,5063.0,2803.0,348.0,1549.0,4716.0,2215.0,206.0,1403.0,3874.0,1485.0,69.0,1119.0,2785.0,593.0,0.0,798.0,1475.0,64.0,0.0,551.0,687.0,11554.0,3358.0,13544.0,28480.0,0.0,7.0,3368.0,3380.0,77.0,454.0,4036.0,4547.0,2519.0,3205.0,5813.0,11478.0,5533.0,1531.0,2772.0,9849.0,5575.0,827.0,2606.0,9080.0,4492.0,561.0,2379.0,7455.0,3154.0,202.0,1881.0,5287.0,1359.0,25.0,1140.0,2568.0,342.0,0.0,690.0,1066.0,23054.0,6912.0,24800.0,54782.0,54782.0
Eureka,0.0,0.0,2052.0,2070.0,9.0,212.0,1590.0,1916.0,1199.0,1314.0,1832.0,4362.0,2532.0,808.0,1008.0,4422.0,2698.0,639.0,1001.0,4368.0,2575.0,374.0,1065.0,4049.0,2387.0,117.0,869.0,3450.0,1014.0,14.0,474.0,1566.0,180.0,0.0,94.0,319.0,12672.0,3685.0,10145.0,26465.0,0.0,16.0,1849.0,1871.0,10.0,319.0,1370.0,1801.0,1576.0,1381.0,1526.0,4536.0,2842.0,743.0,1207.0,4828.0,2686.0,597.0,1319.0,4627.0,2629.0,395.0,1399.0,4460.0,2249.0,84.0,1326.0,3663.0,802.0,3.0,942.0,1766.0,61.0,0.0,422.0,569.0,12808.0,3724.0,11584.0,28099.0,0.0,31.0,3933.0,3954.0,46.0,610.0,2977.0,3608.0,2797.0,2663.0,3379.0,8868.0,5370.0,1599.0,2200.0,9223.0,5350.0,1222.0,2405.0,9023.0,5175.0,774.0,2497.0,8508.0,4574.0,251.0,2225.0,7102.0,1891.0,33.0,1394.0,3356.0,326.0,5.0,576.0,897.0,25448.0,7490.0,21680.0,54631.0,54631.0
Euroa,0.0,0.0,1667.0,1667.0,3.0,135.0,1244.0,1483.0,734.0,866.0,1274.0,2906.0,1481.0,567.0,761.0,2870.0,2018.0,595.0,1106.0,3686.0,2533.0,419.0,1473.0,4511.0,2739.0,262.0,1344.0,4380.0,1453.0,63.0,664.0,2296.0,257.0,3.0,186.0,533.0,11323.0,3100.0,9974.0,24424.0,0.0,12.0,1431.0,1480.0,12.0,271.0,833.0,1198.0,1048.0,925.0,1131.0,3054.0,1653.0,590.0,863.0,3226.0,2232.0,549.0,1208.0,4016.0,2753.0,480.0,1559.0,4709.0,2491.0,230.0,1575.0,4256.0,1160.0,29.0,1138.0,2313.0,99.0,0.0,545.0,733.0,11390.0,3213.0,10263.0,24953.0,0.0,32.0,3006.0,3057.0,29.0,431.0,2189.0,2741.0,1745.0,1731.0,2450.0,5948.0,3141.0,1184.0,1728.0,6076.0,4146.0,1199.0,2292.0,7724.0,5269.0,888.0,3010.0,9236.0,5180.0,499.0,2872.0,8554.0,2660.0,104.0,1865.0,4681.0,414.0,7.0,851.0,1342.0,22767.0,6313.0,20200.0,49334.0,49334.0
Evelyn,0.0,0.0,2074.0,2085.0,14.0,89.0,1790.0,1942.0,1441.0,1192.0,1642.0,4276.0,2859.0,643.0,827.0,4368.0,2776.0,520.0,839.0,4129.0,2673.0,287.0,824.0,3822.0,2165.0,84.0,546.0,2878.0,1211.0,29.0,346.0,1615.0,180.0,0.0,95.0,333.0,13365.0,3118.0,9028.0,25534.0,0.0,0.0,1989.0,1995.0,13.0,191.0,1537.0,1879.0,1863.0,1262.0,1200.0,4357.0,2973.0,613.0,846.0,4524.0,2877.0,508.0,1167.0,4569.0,2643.0,252.0,1120.0,4025.0,2066.0,71.0,1074.0,3213.0,882.0,7.0,861.0,1780.0,53.0,0.0,369.0,451.0,13454.0,3135.0,10253.0,26780.0,0.0,17.0,4007.0,4023.0,26.0,362.0,3321.0,3820.0,3267.0,2452.0,2879.0,8642.0,5841.0,1240.0,1745.0,8872.0,5646.0,1022.0,2014.0,8664.0,5292.0,631.0,1900.0,7885.0,4221.0,241.0,1651.0,6152.0,2067.0,83.0,1253.0,3389.0,333.0,0.0,511.0,865.0,26797.0,6263.0,19331.0,52371.0,52371.0
Footscray,0.0,0.0,1279.0,1289.0,10.0,146.0,1962.0,2158.0,1449.0,2152.0,3990.0,7572.0,3096.0,1301.0,1763.0,6192.0,2284.0,680.0,1318.0,4343.0,1678.0,326.0,1095.0,3112.0,1023.0,100.0,627.0,1875.0,536.0,0.0,250.0,862.0,116.0,0.0,115.0,283.0,10229.0,4943.0,12588.0,27761.0,0.0,8.0,1234.0,1244.0,34.0,231.0,1716.0,2105.0,1926.0,2316.0,3339.0,7536.0,3133.0,1193.0,1792.0,6179.0,2187.0,556.0,1658.0,4440.0,1498.0,204.0,1515.0,3294.0,871.0,37.0,1068.0,2013.0,371.0,0.0,655.0,1094.0,31.0,0.0,402.0,454.0,10284.0,4761.0,13324.0,28401.0,0.0,19.0,2534.0,2564.0,71.0,507.0,3697.0,4256.0,3332.0,4427.0,7319.0,15115.0,6235.0,2545.0,3518.0,12369.0,4431.0,1270.0,3025.0,8833.0,3188.0,670.0,2558.0,6380.0,1978.0,192.0,1732.0,3885.0,985.0,21.0,967.0,1974.0,183.0,9.0,576.0,833.0,20482.0,9735.0,25941.0,56200.0,56200.0
Frankston,0.0,0.0,1725.0,1751.0,0.0,129.0,1425.0,1686.0,867.0,1330.0,1959.0,4199.0,1858.0,816.0,1249.0,4023.0,1998.0,599.0,1399.0,4042.0,1836.0,291.0,1464.0,3607.0,1760.0,102.0,992.0,2914.0,1117.0,32.0,503.0,1730.0,211.0,0.0,228.0,512.0,9796.0,3483.0,11176.0,24480.0,0.0,0.0,1525.0,1559.0,6.0,281.0,1267.0,1573.0,1216.0,1439.0,1655.0,4351.0,2122.0,767.0,1469.0,4371.0,1971.0,490.0,1799.0,4321.0,1825.0,290.0,1762.0,3953.0,1606.0,74.0,1617.0,3325.0,901.0,21.0,1181.0,2117.0,111.0,0.0,663.0,860.0,9889.0,3533.0,12920.0,26427.0,0.0,19.0,3287.0,3299.0,25.0,429.0,2672.0,3223.0,2148.0,2709.0,3635.0,8516.0,3982.0,1631.0,2732.0,8422.0,3939.0,1073.0,3248.0,8288.0,3658.0,590.0,3211.0,7590.0,3359.0,242.0,2646.0,6231.0,1990.0,65.0,1717.0,3820.0,413.0,3.0,970.0,1418.0,19659.0,7089.0,24208.0,50924.0,50924.0
Geelong,0.0,0.0,1778.0,1791.0,8.0,184.0,1828.0,2126.0,1228.0,1368.0,2290.0,4926.0,2342.0,619.0,1106.0,4127.0,2316.0,495.0,1164.0,4072.0,2145.0,303.0,1246.0,3762.0,2043.0,104.0,852.0,3017.0,1165.0,0.0,379.0,1634.0,247.0,0.0,179.0,464.0,11533.0,3411.0,10914.0,25846.0,0.0,0.0,1613.0,1625.0,11.0,327.0,1601.0,2042.0,1552.0,1420.0,2082.0,5067.0,2570.0,608.0,1288.0,4495.0,2388.0,442.0,1567.0,4431.0,2210.0,259.0,1724.0,4242.0,1870.0,84.0,1618.0,3562.0,876.0,10.0,1127.0,2098.0,92.0,0.0,620.0,740.0,11699.0,3449.0,13297.0,28434.0,0.0,7.0,3346.0,3374.0,54.0,636.0,3433.0,4180.0,2819.0,2778.0,4396.0,9968.0,4917.0,1327.0,2404.0,8676.0,4726.0,1013.0,2754.0,8534.0,4325.0,651.0,2945.0,8003.0,3876.0,251.0,2504.0,6721.0,2059.0,64.0,1551.0,3724.0,395.0,0.0,838.0,1247.0,23245.0,6907.0,24191.0,54311.0,54311.0
Gippsland East,0.0,3.0,1470.0,1475.0,11.0,159.0,899.0,1147.0,677.0,809.0,1058.0,2553.0,1326.0,460.0,784.0,2580.0,1632.0,502.0,940.0,3045.0,2403.0,501.0,1252.0,4209.0,3029.0,347.0,1364.0,4849.0,1782.0,69.0,607.0,2554.0,297.0,3.0,178.0,571.0,11252.0,3048.0,8608.0,22980.0,0.0,0.0,1310.0,1333.0,16.0,300.0,694.0,1010.0,894.0,819.0,994.0,2793.0,1551.0,465.0,897.0,2930.0,1848.0,508.0,1078.0,3489.0,2745.0,484.0,1331.0,4510.0,2854.0,253.0,1424.0,4673.0,1283.0,44.0,1189.0,2576.0,122.0,3.0,571.0,711.0,11494.0,3181.0,9627.0,24200.0,0.0,23.0,2786.0,2818.0,42.0,505.0,1572.0,2176.0,1656.0,1614.0,2088.0,5354.0,2877.0,971.0,1629.0,5480.0,3448.0,1101.0,1996.0,6560.0,5172.0,1025.0,2628.0,8750.0,5918.0,644.0,2904.0,9437.0,3119.0,157.0,1782.0,5145.0,546.0,3.0,807.0,1368.0,22696.0,6224.0,18296.0,47183.0,47183.0
Gippsland South,0.0,4.0,1710.0,1710.0,0.0,147.0,1034.0,1260.0,726.0,781.0,1118.0,2674.0,1665.0,528.0,728.0,2991.0,1973.0,465.0,931.0,3502.0,2555.0,487.0,1233.0,4283.0,2775.0,257.0,1138.0,4298.0,1411.0,21.0,521.0,2009.0,234.0,0.0,179.0,494.0,11491.0,3010.0,8707.0,23182.0,0.0,21.0,1581.0,1605.0,11.0,242.0,771.0,1107.0,1041.0,872.0,988.0,2920.0,1832.0,535.0,759.0,3225.0,2223.0,560.0,1135.0,4013.0,2757.0,471.0,1379.0,4659.0,2627.0,216.0,1441.0,4288.0,1015.0,13.0,1063.0,2161.0,65.0,0.0,486.0,600.0,11602.0,3143.0,9804.0,24567.0,0.0,37.0,3212.0,3260.0,38.0,492.0,1709.0,2328.0,1748.0,1724.0,2136.0,5566.0,3497.0,1086.0,1618.0,6180.0,4273.0,1085.0,2076.0,7423.0,5353.0,1013.0,2715.0,9018.0,5405.0,496.0,2654.0,8616.0,2388.0,92.0,1615.0,4174.0,372.0,3.0,745.0,1161.0,23129.0,6172.0,18496.0,47777.0,47777.0
Glen Waverley,0.0,0.0,2632.0,2639.0,6.0,52.0,2719.0,2803.0,1109.0,444.0,2683.0,4308.0,3649.0,263.0,961.0,4837.0,3856.0,173.0,943.0,5077.0,3592.0,102.0,741.0,4457.0,2974.0,18.0,474.0,3649.0,2193.0,6.0,402.0,2714.0,560.0,0.0,206.0,871.0,17951.0,1394.0,12062.0,31357.0,0.0,0.0,2401.0,2407.0,10.0,67.0,2137.0,2310.0,1582.0,496.0,1830.0,3925.0,4183.0,279.0,1054.0,5553.0,3997.0,180.0,1451.0,5649.0,3467.0,70.0,1302.0,4798.0,2941.0,28.0,1362.0,4365.0,1731.0,0.0,1420.0,3187.0,174.0,0.0,821.0,1113.0,18088.0,1404.0,13843.0,33316.0,0.0,8.0,5064.0,5073.0,25.0,190.0,4950.0,5168.0,2686.0,1027.0,4461.0,8158.0,7840.0,566.0,2048.0,10341.0,7851.0,426.0,2390.0,10775.0,6891.0,227.0,2018.0,9271.0,5885.0,126.0,1903.0,7966.0,3943.0,25.0,1919.0,5866.0,862.0,0.0,1115.0,1989.0,36002.0,2816.0,25867.0,64712.0,64712.0
Greenvale,0.0,0.0,2846.0,2844.0,19.0,29.0,2690.0,2834.0,1617.0,451.0,3047.0,5127.0,3264.0,191.0,1080.0,4643.0,3427.0,191.0,891.0,4624.0,3416.0,162.0,786.0,4392.0,1851.0,16.0,378.0,2368.0,758.0,0.0,109.0,987.0,53.0,0.0,33.0,128.0,14586.0,1391.0,11961.0,27906.0,0.0,3.0,2690.0,2709.0,141.0,48.0,2524.0,2786.0,2536.0,439.0,2175.0,5234.0,3571.0,255.0,1201.0,5066.0,3614.0,197.0,1313.0,5232.0,2875.0,114.0,1210.0,4339.0,1500.0,19.0,904.0,2533.0,365.0,0.0,602.0,934.0,22.0,0.0,126.0,179.0,14688.0,1383.0,12900.0,28956.0,0.0,7.0,5396.0,5414.0,179.0,147.0,5240.0,5670.0,4198.0,939.0,5281.0,10370.0,6876.0,592.0,2325.0,9706.0,7078.0,456.0,2214.0,9770.0,6356.0,314.0,2022.0,8741.0,3372.0,71.0,1379.0,4850.0,1147.0,14.0,720.0,2010.0,114.0,0.0,216.0,384.0,29313.0,2769.0,24921.0,56905.0,56905.0
Hastings,0.0,13.0,1883.0,1918.0,0.0,165.0,1447.0,1669.0,937.0,1234.0,1467.0,3620.0,2064.0,731.0,797.0,3710.0,2286.0,548.0,907.0,3752.0,2357.0,397.0,955.0,3824.0,2127.0,167.0,745.0,3087.0,1161.0,34.0,352.0,1663.0,223.0,0.0,123.0,425.0,11383.0,3462.0,8833.0,23654.0,0.0,15.0,1692.0,1726.0,13.0,289.0,1140.0,1504.0,1317.0,1335.0,1297.0,3923.0,2351.0,686.0,1005.0,4058.0,2321.0,576.0,1279.0,4271.0,2511.0,357.0,1460.0,4317.0,1890.0,102.0,1350.0,3438.0,878.0,12.0,973.0,1908.0,111.0,0.0,375.0,533.0,11522.0,3590.0,10759.0,25798.0,0.0,45.0,3605.0,3672.0,29.0,496.0,2604.0,3182.0,2249.0,2532.0,2847.0,7571.0,4444.0,1455.0,1843.0,7787.0,4669.0,1124.0,2245.0,8059.0,4905.0,806.0,2399.0,8134.0,4077.0,338.0,2117.0,6545.0,2114.0,98.0,1334.0,3609.0,390.0,0.0,585.0,1003.0,22807.0,7038.0,19569.0,49447.0,49447.0
Hawthorn,0.0,0.0,2021.0,2033.0,0.0,197.0,2291.0,2477.0,864.0,1574.0,2662.0,5061.0,2385.0,554.0,1011.0,4040.0,2854.0,385.0,681.0,4084.0,2582.0,222.0,715.0,3501.0,2104.0,80.0,466.0,2717.0,1158.0,0.0,276.0,1550.0,264.0,0.0,136.0,496.0,12326.0,3184.0,10361.0,25915.0,0.0,3.0,2086.0,2090.0,4.0,287.0,2159.0,2532.0,1157.0,1573.0,2623.0,5378.0,2610.0,535.0,1284.0,4505.0,3138.0,287.0,1225.0,4735.0,2459.0,168.0,1199.0,3950.0,1909.0,72.0,1217.0,3255.0,916.0,8.0,1015.0,1963.0,71.0,10.0,561.0,694.0,12458.0,3107.0,13531.0,29028.0,0.0,3.0,4122.0,4135.0,26.0,512.0,4423.0,4967.0,2065.0,3164.0,5276.0,10414.0,5092.0,1106.0,2273.0,8516.0,6024.0,759.0,2005.0,8799.0,5053.0,421.0,1904.0,7442.0,3972.0,178.0,1703.0,5988.0,2055.0,22.0,1365.0,3559.0,432.0,8.0,768.0,1246.0,24789.0,6329.0,23834.0,54973.0,54973.0
Ivanhoe,0.0,0.0,1717.0,1728.0,0.0,66.0,1666.0,1751.0,943.0,1228.0,1995.0,4198.0,2693.0,694.0,889.0,4325.0,2615.0,396.0,904.0,3929.0,2238.0,253.0,989.0,3487.0,1742.0,93.0,671.0,2645.0,1112.0,3.0,374.0,1538.0,341.0,0.0,144.0,586.0,11717.0,2948.0,9547.0,24234.0,0.0,0.0,1651.0,1668.0,15.0,146.0,1638.0,1805.0,1331.0,1323.0,1762.0,4417.0,2870.0,659.0,1046.0,4624.0,2638.0,366.0,1276.0,4320.0,2207.0,208.0,1435.0,3886.0,1606.0,68.0,1239.0,2943.0,846.0,5.0,963.0,1887.0,128.0,0.0,617.0,811.0,11825.0,2953.0,11599.0,26346.0,0.0,7.0,3394.0,3389.0,22.0,262.0,3203.0,3561.0,2319.0,2545.0,3711.0,8613.0,5611.0,1339.0,1997.0,8977.0,5219.0,779.0,2236.0,8258.0,4435.0,591.0,2477.0,7422.0,3365.0,237.0,1940.0,5594.0,1943.0,34.0,1369.0,3348.0,520.0,0.0,831.0,1433.0,23514.0,5957.0,21164.0,50634.0,50634.0
Kalkallo,0.0,0.0,2556.0,2569.0,45.0,181.0,2647.0,2947.0,3752.0,1250.0,3222.0,8135.0,6701.0,616.0,1255.0,8656.0,3317.0,299.0,908.0,4554.0,2390.0,144.0,635.0,3317.0,1357.0,43.0,289.0,1839.0,383.0,3.0,109.0,583.0,40.0,0.0,28.0,93.0,18181.0,2798.0,11847.0,32787.0,0.0,5.0,2483.0,2506.0,223.0,290.0,2047.0,2665.0,5559.0,1331.0,2383.0,9256.0,6083.0,558.0,1386.0,8060.0,2847.0,275.0,1332.0,4560.0,1985.0,134.0,1189.0,3431.0,1068.0,5.0,852.0,1910.0,206.0,5.0,366.0,665.0,8.0,0.0,102.0,132.0,18250.0,2882.0,12184.0,33201.0,4.0,9.0,5051.0,5064.0,328.0,519.0,4731.0,5602.0,9287.0,2553.0,5533.0,17393.0,12818.0,1234.0,2692.0,16751.0,6206.0,657.0,2185.0,9116.0,4405.0,374.0,1889.0,6669.0,2499.0,87.0,1192.0,3843.0,715.0,14.0,542.0,1301.0,79.0,4.0,160.0,263.0,36406.0,5686.0,24029.0,66126.0,66126.0
Kew,0.0,0.0,2768.0,2771.0,7.0,57.0,2369.0,2495.0,679.0,744.0,2117.0,3632.0,2580.0,341.0,666.0,3632.0,3588.0,264.0,787.0,4660.0,3410.0,165.0,758.0,4363.0,2446.0,70.0,476.0,3132.0,1428.0,28.0,341.0,1816.0,417.0,0.0,200.0,728.0,14654.0,1963.0,10691.0,27279.0,0.0,0.0,2571.0,2584.0,3.0,83.0,2104.0,2272.0,1026.0,749.0,1808.0,3652.0,2997.0,365.0,1017.0,4435.0,3921.0,210.0,1435.0,5562.0,3219.0,103.0,1354.0,4755.0,2326.0,63.0,1191.0,3593.0,1110.0,4.0,1173.0,2344.0,170.0,0.0,919.0,1115.0,14824.0,1916.0,13556.0,30283.0,0.0,0.0,5393.0,5390.0,19.0,179.0,4502.0,4754.0,1719.0,1560.0,3937.0,7199.0,5621.0,777.0,1721.0,8097.0,7504.0,508.0,2196.0,10250.0,6621.0,361.0,2130.0,9149.0,4793.0,160.0,1765.0,6724.0,2492.0,51.0,1530.0,4142.0,633.0,4.0,1153.0,1854.0,29428.0,3900.0,24229.0,57544.0,57544.0
Kororoit,0.0,0.0,2579.0,2580.0,13.0,51.0,2386.0,2467.0,1980.0,810.0,3040.0,5782.0,4898.0,538.0,1396.0,6854.0,3455.0,348.0,1130.0,5041.0,2467.0,124.0,814.0,3534.0,1961.0,41.0,544.0,2600.0,766.0,3.0,227.0,1116.0,76.0,0.0,64.0,167.0,15747.0,2177.0,12414.0,30321.0,0.0,0.0,2462.0,2480.0,58.0,86.0,2002.0,2282.0,3056.0,862.0,2154.0,6128.0,4990.0,521.0,1467.0,7068.0,3240.0,361.0,1530.0,5174.0,2220.0,93.0,1310.0,3686.0,1672.0,20.0,1167.0,2928.0,439.0,0.0,626.0,1140.0,22.0,0.0,207.0,251.0,15842.0,2134.0,13088.0,31092.0,0.0,3.0,5011.0,5025.0,84.0,235.0,4399.0,4858.0,5089.0,1643.0,5167.0,11959.0,9784.0,1149.0,2913.0,13882.0,6703.0,747.0,2786.0,10253.0,4670.0,359.0,2166.0,7219.0,3688.0,127.0,1741.0,5604.0,1292.0,14.0,922.0,2302.0,125.0,8.0,302.0,470.0,31462.0,4423.0,25491.0,61451.0,61451.0
