district,M_0_299_DS_DS_Sept_house_n,M_0_299_DS_DS_Sept_house_pc,M_0_299_DS_DS_sd_row_tce_hs_t_n,M_0_299_DS_DS_sd_row_tce_hs_t_pc,M_0_299_DS_DS_Flat_apart_n,M_0_299_DS_DS_Flat_apart_pc,M_0_299_DS_DS_Other_dwg_n,M_0_299_DS_DS_Other_dwg_pc,M_0_299_DS_ns_n,M_0_299_DS_ns_pc,M_0_299_Tot_n,M_0_299_Tot_pc,M_300_449_DS_Separate_hse_n,M_300_449_DS_Separate_hse_pc,M_300_449_DS_sd_row_tc_hse_th_n,M_300_449_DS_sd_row_tc_hse_th_pc,M_300_449_DS_Flat_apart_n,M_300_449_DS_Flat_apart_pc,M_300_449_DS_Other_dwg_n,M_300_449_DS_Other_dwg_pc,M_300_449_DS_ns_n,M_300_449_DS_ns_pc,M_300_449_Tot_n,M_300_449_Tot_pc,M_450_599_DS_Separate_hse_n,M_450_599_DS_Separate_hse_pc,M_450_599_DS_sd_row_tce_hs_th_n,M_450_599_DS_sd_row_tce_hs_th_pc,M_450_599_DS_Flat_apart_n,M_450_599_DS_Flat_apart_pc,M_450_599_DS_Other_dwg_n,M_450_599_DS_Other_dwg_pc,M_450_599_DS_ns_n,M_450_599_DS_ns_pc,M_450_599_Tot_n,M_450_599_Tot_pc,M_600_799_DS_Separate_hse_n,M_600_799_DS_Separate_hse_pc,M_600_799_DS_sd_row_tc_hs_th_n,M_600_799_DS_sd_row_tc_hs_th_pc,M_600_799_DS_Flat_apart_n,M_600_799_DS_Flat_apart_pc,M_600_799_DS_Other_dwg_n,M_600_799_DS_Other_dwg_pc,M_600_799_DS_ns_n,M_600_799_DS_ns_pc,M_600_799_Tot_n,M_600_799_Tot_pc,M_800_999_DS_Separate_hse_n,M_800_999_DS_Separate_hse_pc,M_800_999_DS_sd_row_tc_hs_th_n,M_800_999_DS_sd_row_tc_hs_th_pc,M_800_999_DS_Flat_apart_n,M_800_999_DS_Flat_apart_pc,M_800_999_DS_Other_dwg_n,M_800_999_DS_Other_dwg_pc,M_800_999_DS_ns_n,M_800_999_DS_ns_pc,M_800_999_Tot_n,M_800_999_Tot_pc,M_1000_1399_DS_Separate_hse_n,M_1000_1399_DS_Separate_hse_pc,M_1000_1399_DS_sd_rw_tc_h_th_n,M_1000_1399_DS_sd_rw_tc_h_th_pc,M_1000_1399_DS_Flat_apart_n,M_1000_1399_DS_Flat_apart_pc,M_1000_1399_DS_Other_dwg_n,M_1000_1399_DS_Other_dwg_pc,M_1000_1399_DS_ns_n,M_1000_1399_DS_ns_pc,M_1000_1399_Tot_n,M_1000_1399_Tot_pc,M_1400_1799_DS_Separate_hse_n,M_1400_1799_DS_Separate_hse_pc,M_1400_1799_DS_sd_rw_tc_h_th_n,M_1400_1799_DS_sd_rw_tc_h_th_pc,M_1400_1799_DS_Flat_apart_n,M_1400_1799_DS_Flat_apart_pc,M_1400_1799_DS_Other_dwg_n,M_1400_1799_DS_Other_dwg_pc,M_1400_1799_DS_ns_n,M_1400_1799_DS_ns_pc,M_1400_1799_Tot_n,M_1400_1799_Tot_pc,M_1800_2399_DS_Separate_hse_n,M_1800_2399_DS_Separate_hse_pc,M_1800_2399_DS_sd_rw_tc_h_th_n,M_1800_2399_DS_sd_rw_tc_h_th_pc,M_1800_2399_DS_Flat_apart_n,M_1800_2399_DS_Flat_apart_pc,M_1800_2399_DS_Other_dwg_n,M_1800_2399_DS_Other_dwg_pc,M_1800_2399_DS_ns_n,M_1800_2399_DS_ns_pc,M_1800_2399_Tot_n,M_1800_2399_Tot_pc,M_2400_2999_DS_Separate_hse_n,M_2400_2999_DS_Separate_hse_pc,M_2400_2999_DS_sd_rw_tc_h_th_n,M_2400_2999_DS_sd_rw_tc_h_th_pc,M_2400_2999_DS_Flat_apart_n,M_2400_2999_DS_Flat_apart_pc,M_2400_2999_DS_Other_dwg_n,M_2400_2999_DS_Other_dwg_pc,M_2400_2999_DS_ns_n,M_2400_2999_DS_ns_pc,M_2400_2999_Tot_n,M_2400_2999_Tot_pc,M_3000_3999_DS_Separate_hse_n,M_3000_3999_DS_Separate_hse_pc,M_3000_3999_DS_sd_rw_tc_h_th_n,M_3000_3999_DS_sd_rw_tc_h_th_pc,M_3000_3999_DS_Flt_apart_n,M_3000_3999_DS_Flt_apart_pc,M_3000_3999_DS_Other_dwg_n,M_3000_3999_DS_Other_dwg_pc,M_3000_3999_DS_ns_n,M_3000_3999_DS_ns_pc,M_3000_3999_Tot_n,M_3000_3999_Tot_pc,M_4000_over_DS_Separate_hse_n,M_4000_over_DS_Separate_hse_pc,M_4000_ov_DS_sd_rw_tce_hs_th_n,M_4000_ov_DS_sd_rw_tce_hs_th_pc,M_4000_over_DS_Flat_apart_n,M_4000_over_DS_Flat_apart_pc,M_4000_over_DS_Other_dwg_n,M_4000_over_DS_Other_dwg_pc,M_4000_DS_over_ns_n,M_4000_DS_over_ns_pc,M_4000_over_Tot_n,M_4000_over_Tot_pc,Mort_Rpmnt_ns_DS_Separat_hs_n,Mort_Rpmnt_ns_DS_Separat_hs_pc,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th_n,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th_pc,Mrt_Rpmt_ns_DS_Flat_apart_n,Mrt_Rpmt_ns_DS_Flat_apart_pc,Mort_Rpmnt_ns_DS_Other_dwg_n,Mort_Rpmnt_ns_DS_Other_dwg_pc,Mort_Rpmnt_ns_DS_ns_n,Mort_Rpmnt_ns_DS_ns_pc,Mort_Rpmnt_ns_Total_n,Mort_Rpmnt_ns_Total_pc,Tot_DS_Separate_hse_n,Tot_DS_Separate_hse_pc,Tot_DS_sd_row_tce_hse_thse_n,Tot_DS_sd_row_tce_hse_thse_pc,Tot_DS_Flat_apartment_n,Tot_DS_Flat_apartment_pc,Tot_DS_Other_dwg_n,Tot_DS_Other_dwg_pc,Tot_DS_ns_n,Tot_DS_ns_pc,Tot_Tot_n,Tot_Tot_pc,Tot_Tot_total
Melton,391.0,0.0308,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0336,123.0,0.0097,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0103,107.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0095,268.0,0.0211,11.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0243,500.0,0.0394,22.0,0.0017,3.0,0.0002,0.0,0.0,0.0,0.0,517.0,0.0408,1975.0,0.1557,131.0,0.0103,13.0,0.001,0.0,0.0,0.0,0.0,2147.0,0.1693,3098.0,0.2443,71.0,0.0056,3.0,0.0002,0.0,0.0,0.0,0.0,3210.0,0.2531,3192.0,0.2517,22.0,0.0017,0.0,0.0,0.0,0.0,6.0,0.0005,3245.0,0.2559,706.0,0.0557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0559,490.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0395,281.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0228,677.0,0.0534,11.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,693.0,0.0546,12203.0,0.9623,427.0,0.0337,23.0,0.0018,0.0,0.0,6.0,0.0005,12681.0,1.0,12681.0
Mildura,359.0,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0503,216.0,0.0278,0.0,0.0,3.0,0.0004,0.0,0.0,0.0,0.0,237.0,0.0305,253.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0338,575.0,0.0741,3.0,0.0004,7.0,0.0009,0.0,0.0,0.0,0.0,632.0,0.0815,786.0,0.1013,6.0,0.0008,10.0,0.0013,0.0,0.0,0.0,0.0,837.0,0.1079,1920.0,0.2475,17.0,0.0022,11.0,0.0014,0.0,0.0,0.0,0.0,2003.0,0.2582,1177.0,0.1517,10.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.1548,800.0,0.1031,4.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.106,193.0,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0249,160.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0211,86.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0111,455.0,0.0586,6.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0635,7519.0,0.9692,153.0,0.0197,53.0,0.0068,0.0,0.0,0.0,0.0,7758.0,1.0,7758.0
Mill Park,381.0,0.038,12.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0408,107.0,0.0107,5.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0137,67.0,0.0067,0.0,0.0,4.0,0.0004,0.0,0.0,0.0,0.0,79.0,0.0079,210.0,0.0209,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0254,326.0,0.0325,30.0,0.003,10.0,0.001,0.0,0.0,0.0,0.0,414.0,0.0413,1139.0,0.1136,166.0,0.0166,31.0,0.0031,0.0,0.0,0.0,0.0,1316.0,0.1313,1540.0,0.1536,213.0,0.0212,17.0,0.0017,0.0,0.0,0.0,0.0,1780.0,0.1776,2281.0,0.2276,237.0,0.0236,14.0,0.0014,0.0,0.0,0.0,0.0,2521.0,0.2515,1021.0,0.1019,27.0,0.0027,3.0,0.0003,0.0,0.0,0.0,0.0,1069.0,0.1066,565.0,0.0564,19.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.061,329.0,0.0328,11.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0374,654.0,0.0652,68.0,0.0068,3.0,0.0003,0.0,0.0,0.0,0.0,740.0,0.0738,8871.0,0.885,1089.0,0.1086,92.0,0.0092,0.0,0.0,0.0,0.0,10024.0,1.0,10024.0
Monbulk,515.0,0.0431,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,524.0,0.0438,159.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0139,126.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0105,239.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0202,407.0,0.0341,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0346,1444.0,0.1208,29.0,0.0024,7.0,0.0006,0.0,0.0,0.0,0.0,1503.0,0.1258,1684.0,0.1409,32.0,0.0027,7.0,0.0006,0.0,0.0,0.0,0.0,1732.0,0.1449,2779.0,0.2325,26.0,0.0022,11.0,0.0009,4.0,0.0003,0.0,0.0,2809.0,0.235,1616.0,0.1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,0.1373,1170.0,0.0979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,0.0989,609.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0511,668.0,0.0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,0.057,11708.0,0.9796,158.0,0.0132,31.0,0.0026,9.0,0.0008,0.0,0.0,11952.0,1.0,11952.0
Mordialloc,343.0,0.0296,76.0,0.0066,13.0,0.0011,0.0,0.0,0.0,0.0,458.0,0.0396,69.0,0.006,7.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0106,20.0,0.0017,3.0,0.0003,4.0,0.0003,0.0,0.0,0.0,0.0,49.0,0.0042,122.0,0.0105,17.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0141,184.0,0.0159,37.0,0.0032,28.0,0.0024,0.0,0.0,0.0,0.0,373.0,0.0322,615.0,0.0532,146.0,0.0126,174.0,0.015,0.0,0.0,0.0,0.0,974.0,0.0842,769.0,0.0665,285.0,0.0246,207.0,0.0179,0.0,0.0,0.0,0.0,1297.0,0.1121,1565.0,0.1353,467.0,0.0404,345.0,0.0298,0.0,0.0,0.0,0.0,2392.0,0.2068,1172.0,0.1013,282.0,0.0244,142.0,0.0123,0.0,0.0,0.0,0.0,1680.0,0.1452,1482.0,0.1281,240.0,0.0207,78.0,0.0067,0.0,0.0,0.0,0.0,1886.0,0.163,992.0,0.0857,154.0,0.0133,31.0,0.0027,0.0,0.0,0.0,0.0,1211.0,0.1047,465.0,0.0402,86.0,0.0074,69.0,0.006,0.0,0.0,0.0,0.0,678.0,0.0586,8059.0,0.6966,2090.0,0.1807,1330.0,0.115,4.0,0.0003,0.0,0.0,11569.0,1.0,11569.0
Mornington,435.0,0.047,29.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0519,75.0,0.0081,9.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0106,59.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0079,129.0,0.0139,12.0,0.0013,3.0,0.0003,0.0,0.0,0.0,0.0,157.0,0.017,219.0,0.0237,13.0,0.0014,16.0,0.0017,0.0,0.0,0.0,0.0,256.0,0.0277,698.0,0.0754,37.0,0.004,28.0,0.003,0.0,0.0,0.0,0.0,754.0,0.0815,886.0,0.0958,64.0,0.0069,43.0,0.0046,0.0,0.0,0.0,0.0,1019.0,0.1101,1700.0,0.1837,73.0,0.0079,47.0,0.0051,0.0,0.0,0.0,0.0,1866.0,0.2017,1194.0,0.1291,38.0,0.0041,9.0,0.001,0.0,0.0,0.0,0.0,1253.0,0.1354,1301.0,0.1406,17.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,0.1446,1145.0,0.1238,11.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,0.1279,517.0,0.0559,7.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,559.0,0.0604,8557.0,0.9249,441.0,0.0477,210.0,0.0227,0.0,0.0,0.0,0.0,9252.0,1.0,9252.0
Morwell,379.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0429,258.0,0.0274,5.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0283,290.0,0.0308,0.0,0.0,4.0,0.0004,0.0,0.0,0.0,0.0,317.0,0.0336,808.0,0.0857,8.0,0.0008,8.0,0.0008,0.0,0.0,0.0,0.0,843.0,0.0894,1008.0,0.1069,4.0,0.0004,7.0,0.0007,0.0,0.0,0.0,0.0,1038.0,0.1101,2229.0,0.2364,19.0,0.002,4.0,0.0004,0.0,0.0,0.0,0.0,2307.0,0.2447,1538.0,0.1631,7.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,0.1646,1021.0,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.1096,322.0,0.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.035,174.0,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0185,118.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0125,566.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,0.063,9141.0,0.9696,132.0,0.014,78.0,0.0083,5.0,0.0005,0.0,0.0,9428.0,1.0,9428.0
Mulgrave,400.0,0.0507,22.0,0.0028,15.0,0.0019,0.0,0.0,0.0,0.0,482.0,0.0611,88.0,0.0112,3.0,0.0004,7.0,0.0009,0.0,0.0,0.0,0.0,102.0,0.0129,48.0,0.0061,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0079,120.0,0.0152,12.0,0.0015,6.0,0.0008,0.0,0.0,0.0,0.0,171.0,0.0217,186.0,0.0236,10.0,0.0013,24.0,0.003,0.0,0.0,0.0,0.0,257.0,0.0326,648.0,0.0822,94.0,0.0119,73.0,0.0093,0.0,0.0,0.0,0.0,903.0,0.1145,776.0,0.0984,141.0,0.0179,80.0,0.0101,0.0,0.0,0.0,0.0,1030.0,0.1306,1161.0,0.1473,283.0,0.0359,73.0,0.0093,0.0,0.0,0.0,0.0,1508.0,0.1913,745.0,0.0945,133.0,0.0169,6.0,0.0008,0.0,0.0,0.0,0.0,916.0,0.1162,815.0,0.1034,68.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,949.0,0.1204,453.0,0.0575,17.0,0.0022,4.0,0.0005,0.0,0.0,0.0,0.0,519.0,0.0658,452.0,0.0573,35.0,0.0044,13.0,0.0016,0.0,0.0,0.0,0.0,531.0,0.0674,6364.0,0.8072,1065.0,0.1351,425.0,0.0539,0.0,0.0,0.0,0.0,7884.0,1.0,7884.0
Murray Plains,374.0,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0503,213.0,0.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0281,184.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0242,573.0,0.0757,10.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0782,775.0,0.1024,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,807.0,0.1066,1775.0,0.2345,22.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,1819.0,0.2403,1277.0,0.1687,7.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,1288.0,0.1702,914.0,0.1208,6.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,922.0,0.1218,186.0,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0246,107.0,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0145,127.0,0.0168,5.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0172,445.0,0.0588,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0592,7418.0,0.9801,79.0,0.0104,10.0,0.0013,11.0,0.0015,4.0,0.0005,7569.0,1.0,7569.0
Narracan,327.0,0.033,0.0,0.0,5.0,0.0005,0.0,0.0,0.0,0.0,342.0,0.0345,111.0,0.0112,2.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.012,148.0,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0154,311.0,0.0314,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0316,497.0,0.0502,18.0,0.0018,8.0,0.0008,0.0,0.0,0.0,0.0,515.0,0.052,1561.0,0.1575,43.0,0.0043,21.0,0.0021,0.0,0.0,0.0,0.0,1653.0,0.1668,2150.0,0.217,3.0,0.0003,11.0,0.0011,0.0,0.0,0.0,0.0,2168.0,0.2188,2083.0,0.2102,12.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,2114.0,0.2133,735.0,0.0742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0744,546.0,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0553,328.0,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,0.0346,568.0,0.0573,6.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,577.0,0.0582,9678.0,0.9766,124.0,0.0125,63.0,0.0064,0.0,0.0,3.0,0.0003,9910.0,1.0,9910.0
Narre Warren North,529.0,0.0474,19.0,0.0017,10.0,0.0009,0.0,0.0,0.0,0.0,561.0,0.0503,117.0,0.0105,4.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0131,132.0,0.0118,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0134,255.0,0.0229,11.0,0.001,3.0,0.0003,0.0,0.0,0.0,0.0,293.0,0.0263,353.0,0.0316,3.0,0.0003,8.0,0.0007,0.0,0.0,0.0,0.0,380.0,0.0341,1211.0,0.1086,91.0,0.0082,17.0,0.0015,0.0,0.0,0.0,0.0,1411.0,0.1265,1665.0,0.1492,169.0,0.0151,19.0,0.0017,0.0,0.0,0.0,0.0,1857.0,0.1665,2575.0,0.2308,184.0,0.0165,16.0,0.0014,0.0,0.0,0.0,0.0,2874.0,0.2576,1059.0,0.0949,66.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,1149.0,0.103,717.0,0.0643,32.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0688,470.0,0.0421,5.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0433,812.0,0.0728,45.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,903.0,0.0809,10101.0,0.9054,973.0,0.0872,84.0,0.0075,0.0,0.0,0.0,0.0,11156.0,1.0,11156.0
Narre Warren South,488.0,0.0349,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0362,151.0,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0109,130.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0085,297.0,0.0212,8.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0222,410.0,0.0293,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0325,1722.0,0.1231,60.0,0.0043,9.0,0.0006,0.0,0.0,0.0,0.0,1784.0,0.1276,2464.0,0.1762,180.0,0.0129,16.0,0.0011,0.0,0.0,0.0,0.0,2693.0,0.1926,3799.0,0.2716,153.0,0.0109,3.0,0.0002,0.0,0.0,0.0,0.0,4027.0,0.288,1390.0,0.0994,23.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,1431.0,0.1023,695.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0516,466.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0343,899.0,0.0643,25.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,966.0,0.0691,13292.0,0.9504,682.0,0.0488,34.0,0.0024,0.0,0.0,0.0,0.0,13985.0,1.0,13985.0
Nepean,353.0,0.0505,19.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,371.0,0.0531,124.0,0.0178,5.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0183,78.0,0.0112,3.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0142,134.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0192,219.0,0.0314,7.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0342,723.0,0.1035,20.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,786.0,0.1125,956.0,0.1369,24.0,0.0034,4.0,0.0006,0.0,0.0,0.0,0.0,1045.0,0.1496,1419.0,0.2031,39.0,0.0056,4.0,0.0006,0.0,0.0,0.0,0.0,1478.0,0.2116,689.0,0.0986,8.0,0.0011,6.0,0.0009,0.0,0.0,0.0,0.0,733.0,0.1049,559.0,0.08,18.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0833,459.0,0.0657,14.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0687,426.0,0.061,10.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0651,6597.0,0.9445,293.0,0.0419,35.0,0.005,4.0,0.0006,0.0,0.0,6985.0,1.0,6985.0
Niddrie,336.0,0.0391,49.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0543,64.0,0.0074,8.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0133,41.0,0.0048,13.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0077,100.0,0.0116,20.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0172,147.0,0.0171,22.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0205,567.0,0.066,125.0,0.0145,23.0,0.0027,0.0,0.0,0.0,0.0,782.0,0.091,681.0,0.0792,224.0,0.0261,28.0,0.0033,0.0,0.0,0.0,0.0,983.0,0.1143,1198.0,0.1394,382.0,0.0444,41.0,0.0048,0.0,0.0,0.0,0.0,1623.0,0.1888,820.0,0.0954,253.0,0.0294,3.0,0.0003,0.0,0.0,0.0,0.0,1079.0,0.1255,928.0,0.1079,184.0,0.0214,10.0,0.0012,0.0,0.0,0.0,0.0,1196.0,0.1391,733.0,0.0853,129.0,0.015,3.0,0.0003,0.0,0.0,0.0,0.0,938.0,0.1091,448.0,0.0521,99.0,0.0115,6.0,0.0007,0.0,0.0,0.0,0.0,595.0,0.0692,6507.0,0.7569,1855.0,0.2158,175.0,0.0204,0.0,0.0,0.0,0.0,8597.0,1.0,8597.0
Northcote,305.0,0.0362,43.0,0.0051,32.0,0.0038,0.0,0.0,0.0,0.0,507.0,0.0601,46.0,0.0055,12.0,0.0014,7.0,0.0008,0.0,0.0,0.0,0.0,86.0,0.0102,10.0,0.0012,12.0,0.0014,7.0,0.0008,0.0,0.0,0.0,0.0,40.0,0.0047,20.0,0.0024,11.0,0.0013,13.0,0.0015,0.0,0.0,0.0,0.0,84.0,0.01,80.0,0.0095,29.0,0.0034,40.0,0.0047,0.0,0.0,0.0,0.0,200.0,0.0237,284.0,0.0337,106.0,0.0126,274.0,0.0325,0.0,0.0,0.0,0.0,810.0,0.0961,374.0,0.0444,136.0,0.0161,370.0,0.0439,0.0,0.0,0.0,0.0,927.0,0.11,692.0,0.0821,322.0,0.0382,385.0,0.0457,0.0,0.0,0.0,0.0,1489.0,0.1767,480.0,0.0569,282.0,0.0335,118.0,0.014,0.0,0.0,0.0,0.0,952.0,0.1129,795.0,0.0943,314.0,0.0373,73.0,0.0087,0.0,0.0,0.0,0.0,1271.0,0.1508,1110.0,0.1317,232.0,0.0275,29.0,0.0034,0.0,0.0,0.0,0.0,1453.0,0.1724,252.0,0.0299,56.0,0.0066,29.0,0.0034,0.0,0.0,0.0,0.0,460.0,0.0546,4759.0,0.5646,1981.0,0.235,1711.0,0.203,14.0,0.0017,0.0,0.0,8429.0,1.0,8429.0
Oakleigh,320.0,0.0327,46.0,0.0047,39.0,0.004,0.0,0.0,0.0,0.0,526.0,0.0537,23.0,0.0023,6.0,0.0006,3.0,0.0003,0.0,0.0,0.0,0.0,41.0,0.0042,33.0,0.0034,10.0,0.001,5.0,0.0005,0.0,0.0,0.0,0.0,83.0,0.0085,67.0,0.0068,18.0,0.0018,13.0,0.0013,0.0,0.0,0.0,0.0,150.0,0.0153,84.0,0.0086,27.0,0.0028,50.0,0.0051,0.0,0.0,0.0,0.0,217.0,0.0221,356.0,0.0363,148.0,0.0151,340.0,0.0347,0.0,0.0,0.0,0.0,938.0,0.0957,436.0,0.0445,169.0,0.0172,449.0,0.0458,0.0,0.0,0.0,0.0,1109.0,0.1132,805.0,0.0821,487.0,0.0497,500.0,0.051,6.0,0.0006,0.0,0.0,1855.0,0.1893,620.0,0.0633,364.0,0.0371,138.0,0.0141,0.0,0.0,0.0,0.0,1190.0,0.1214,929.0,0.0948,323.0,0.033,104.0,0.0106,0.0,0.0,0.0,0.0,1466.0,0.1496,830.0,0.0847,184.0,0.0188,16.0,0.0016,0.0,0.0,0.0,0.0,1176.0,0.12,340.0,0.0347,67.0,0.0068,63.0,0.0064,0.0,0.0,0.0,0.0,552.0,0.0563,5407.0,0.5517,2370.0,0.2418,1972.0,0.2012,0.0,0.0,0.0,0.0,9800.0,1.0,9800.0
