district,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total,P_Tot_Total_total
Mulgrave,0.0,24.0,0.0,30.0,1878.0,54.0,2023.0,7.0,16.0,0.0,40.0,2505.0,155.0,2786.0,875.0,47.0,0.0,1024.0,4946.0,518.0,6460.0,2459.0,15.0,3.0,2495.0,2508.0,242.0,5378.0,1482.0,24.0,0.0,1545.0,2863.0,167.0,4623.0,292.0,172.0,0.0,464.0,3361.0,155.0,4035.0,21.0,366.0,0.0,441.0,2839.0,131.0,3481.0,0.0,87.0,0.0,104.0,2168.0,159.0,2537.0,0.0,0.0,0.0,0.0,815.0,92.0,990.0,5258.0,1031.0,21.0,6364.0,23925.0,2044.0,32258.0,0.0,38.0,0.0,38.0,1648.0,55.0,1819.0,43.0,48.0,0.0,136.0,2056.0,76.0,2343.0,1452.0,88.0,0.0,1642.0,3540.0,364.0,5610.0,3019.0,69.0,6.0,3177.0,1777.0,226.0,5218.0,1406.0,63.0,0.0,1518.0,2962.0,158.0,4682.0,121.0,515.0,0.0,696.0,3268.0,134.0,4212.0,20.0,700.0,0.0,786.0,3097.0,120.0,4138.0,11.0,94.0,0.0,124.0,2363.0,181.0,2773.0,0.0,0.0,0.0,0.0,1400.0,218.0,1654.0,6257.0,2002.0,68.0,8372.0,22109.0,1956.0,32447.0,0.0,77.0,0.0,87.0,3503.0,121.0,3840.0,66.0,104.0,0.0,228.0,4569.0,293.0,5088.0,2371.0,172.0,11.0,2667.0,8481.0,950.0,12088.0,5472.0,98.0,21.0,5670.0,4310.0,564.0,10574.0,2874.0,103.0,13.0,3102.0,5834.0,416.0,9294.0,444.0,719.0,0.0,1272.0,6587.0,333.0,8209.0,84.0,1158.0,0.0,1274.0,5949.0,323.0,7600.0,21.0,223.0,0.0,295.0,4583.0,382.0,5335.0,0.0,0.0,0.0,3.0,2259.0,339.0,2684.0,11499.0,3088.0,126.0,14790.0,46025.0,3959.0,64739.0,64739.0
Murray Plains,0.0,23.0,0.0,31.0,1621.0,100.0,1898.0,21.0,16.0,0.0,84.0,1395.0,66.0,1638.0,961.0,24.0,0.0,1043.0,1903.0,228.0,3337.0,1719.0,6.0,6.0,1788.0,1166.0,200.0,3256.0,1019.0,51.0,0.0,1178.0,2329.0,286.0,3811.0,147.0,356.0,0.0,565.0,3730.0,287.0,4621.0,4.0,319.0,0.0,339.0,3542.0,241.0,4247.0,0.0,19.0,0.0,20.0,2059.0,194.0,2466.0,0.0,0.0,0.0,0.0,727.0,102.0,891.0,4116.0,1174.0,46.0,5362.0,18628.0,2169.0,26207.0,5.0,57.0,0.0,56.0,1365.0,139.0,1656.0,88.0,55.0,0.0,213.0,1150.0,56.0,1596.0,1519.0,90.0,43.0,1715.0,1518.0,169.0,3555.0,2102.0,63.0,54.0,2330.0,896.0,183.0,3536.0,961.0,270.0,18.0,1326.0,2432.0,196.0,3996.0,24.0,905.0,4.0,998.0,3371.0,265.0,4700.0,3.0,522.0,0.0,556.0,3251.0,246.0,4117.0,0.0,33.0,0.0,35.0,2270.0,258.0,2719.0,0.0,3.0,0.0,3.0,1074.0,205.0,1305.0,4964.0,2389.0,179.0,7521.0,17518.0,2201.0,27319.0,5.0,128.0,0.0,147.0,3030.0,329.0,3613.0,159.0,111.0,0.0,358.0,2599.0,186.0,3256.0,2497.0,154.0,84.0,2815.0,3480.0,450.0,6945.0,3837.0,102.0,93.0,4161.0,2032.0,495.0,6807.0,1968.0,372.0,21.0,2457.0,4795.0,547.0,7880.0,225.0,1291.0,7.0,1576.0,7023.0,607.0,9328.0,37.0,881.0,3.0,951.0,6794.0,591.0,8477.0,3.0,124.0,0.0,139.0,4424.0,522.0,5205.0,0.0,3.0,0.0,3.0,1783.0,348.0,2168.0,9035.0,3531.0,317.0,13003.0,36154.0,4358.0,53481.0,53481.0
Narracan,3.0,44.0,0.0,50.0,1767.0,78.0,1936.0,39.0,34.0,0.0,100.0,1502.0,70.0,1729.0,1288.0,23.0,3.0,1452.0,2211.0,195.0,3936.0,2207.0,28.0,40.0,2323.0,1181.0,232.0,3817.0,1218.0,87.0,4.0,1358.0,2357.0,215.0,3968.0,179.0,290.0,0.0,534.0,3486.0,197.0,4292.0,14.0,398.0,0.0,437.0,3213.0,178.0,4043.0,0.0,46.0,0.0,46.0,1922.0,109.0,2233.0,0.0,0.0,0.0,0.0,495.0,58.0,559.0,5094.0,1283.0,82.0,6465.0,18354.0,1752.0,26596.0,0.0,112.0,0.0,117.0,1656.0,134.0,1951.0,75.0,63.0,0.0,224.0,1363.0,33.0,1683.0,1933.0,114.0,85.0,2149.0,1927.0,267.0,4398.0,2531.0,60.0,65.0,2802.0,929.0,202.0,3949.0,1228.0,300.0,28.0,1611.0,2528.0,213.0,4360.0,66.0,983.0,0.0,1122.0,3382.0,222.0,4736.0,0.0,708.0,0.0,742.0,3168.0,202.0,4174.0,0.0,48.0,0.0,61.0,2017.0,124.0,2292.0,0.0,0.0,0.0,0.0,774.0,96.0,886.0,5867.0,2727.0,265.0,8937.0,17754.0,1792.0,28534.0,3.0,200.0,0.0,215.0,3356.0,239.0,3898.0,158.0,124.0,0.0,368.0,2889.0,143.0,3431.0,3183.0,231.0,89.0,3591.0,4175.0,519.0,8262.0,4705.0,128.0,182.0,5069.0,2216.0,517.0,7822.0,2439.0,434.0,58.0,2941.0,4874.0,474.0,8372.0,263.0,1375.0,0.0,1726.0,6840.0,461.0,9052.0,33.0,1144.0,0.0,1237.0,6482.0,445.0,8089.0,4.0,104.0,0.0,112.0,3937.0,329.0,4549.0,0.0,0.0,0.0,0.0,1308.0,169.0,1523.0,10951.0,4015.0,420.0,15422.0,36107.0,3561.0,55085.0,55085.0
Narre Warren North,0.0,31.0,0.0,31.0,2251.0,98.0,2523.0,28.0,14.0,0.0,65.0,2531.0,108.0,2860.0,1098.0,56.0,0.0,1199.0,4020.0,407.0,5692.0,2615.0,32.0,3.0,2726.0,2178.0,260.0,5166.0,1551.0,41.0,4.0,1655.0,2906.0,214.0,4837.0,240.0,232.0,0.0,640.0,4138.0,126.0,5013.0,25.0,316.0,0.0,381.0,2874.0,97.0,3449.0,0.0,22.0,0.0,36.0,1424.0,53.0,1631.0,0.0,0.0,0.0,0.0,435.0,31.0,491.0,5718.0,1219.0,29.0,6993.0,22818.0,1879.0,31701.0,0.0,95.0,0.0,107.0,2034.0,75.0,2352.0,66.0,72.0,0.0,202.0,2088.0,103.0,2508.0,1891.0,107.0,10.0,2227.0,3064.0,253.0,5554.0,3181.0,46.0,32.0,3396.0,1586.0,284.0,5268.0,1449.0,195.0,5.0,1804.0,3209.0,238.0,5249.0,86.0,910.0,3.0,1082.0,3998.0,177.0,5344.0,23.0,610.0,0.0,655.0,2787.0,80.0,3656.0,0.0,34.0,0.0,38.0,1552.0,91.0,1783.0,0.0,0.0,0.0,0.0,737.0,80.0,834.0,6888.0,2441.0,165.0,9498.0,21108.0,1828.0,32431.0,6.0,156.0,0.0,170.0,4294.0,237.0,4810.0,136.0,159.0,0.0,403.0,4701.0,271.0,5421.0,2975.0,220.0,43.0,3325.0,7077.0,719.0,11177.0,5786.0,94.0,87.0,6081.0,3733.0,586.0,10452.0,2998.0,310.0,18.0,3452.0,6094.0,452.0,9995.0,432.0,1165.0,7.0,1639.0,8194.0,411.0,10338.0,70.0,1011.0,0.0,1101.0,5637.0,296.0,7127.0,10.0,98.0,0.0,134.0,2967.0,192.0,3390.0,0.0,0.0,0.0,0.0,1229.0,137.0,1414.0,12613.0,3615.0,316.0,16565.0,43876.0,3746.0,64193.0,64193.0
Narre Warren South,4.0,61.0,0.0,84.0,3098.0,113.0,3390.0,36.0,44.0,0.0,107.0,3177.0,156.0,3553.0,1373.0,70.0,8.0,1574.0,4297.0,417.0,6289.0,3554.0,35.0,14.0,3726.0,2685.0,316.0,6776.0,1974.0,42.0,4.0,2115.0,3568.0,207.0,5980.0,336.0,218.0,0.0,624.0,3767.0,127.0,4696.0,17.0,209.0,0.0,288.0,2052.0,52.0,2530.0,0.0,6.0,0.0,16.0,948.0,32.0,1076.0,0.0,0.0,0.0,0.0,142.0,0.0,169.0,7527.0,1142.0,82.0,8813.0,23841.0,1819.0,34505.0,7.0,188.0,0.0,219.0,2850.0,122.0,3301.0,96.0,108.0,0.0,310.0,2641.0,154.0,3222.0,2631.0,169.0,25.0,2919.0,3153.0,375.0,6532.0,4397.0,74.0,46.0,4644.0,1882.0,266.0,6920.0,1797.0,273.0,14.0,2162.0,3832.0,192.0,6171.0,131.0,727.0,0.0,934.0,3536.0,137.0,4682.0,9.0,458.0,0.0,492.0,1947.0,74.0,2558.0,0.0,19.0,0.0,19.0,1017.0,24.0,1117.0,0.0,0.0,0.0,0.0,271.0,3.0,314.0,9267.0,2341.0,216.0,11940.0,21267.0,1654.0,34895.0,20.0,304.0,0.0,370.0,5928.0,303.0,6727.0,167.0,229.0,0.0,563.0,5858.0,309.0,6790.0,4089.0,280.0,55.0,4556.0,7448.0,854.0,12800.0,7966.0,139.0,117.0,8348.0,4624.0,658.0,13672.0,3802.0,378.0,54.0,4272.0,7391.0,478.0,12236.0,544.0,1041.0,0.0,1652.0,7343.0,324.0,9326.0,82.0,709.0,0.0,854.0,4016.0,161.0,5065.0,3.0,62.0,0.0,73.0,1964.0,84.0,2213.0,0.0,0.0,0.0,0.0,543.0,25.0,638.0,16801.0,3499.0,323.0,20710.0,45161.0,3563.0,69416.0,69416.0
Nepean,0.0,18.0,0.0,22.0,1223.0,100.0,1442.0,0.0,3.0,0.0,6.0,1013.0,57.0,1180.0,628.0,27.0,0.0,708.0,1592.0,191.0,2488.0,1480.0,21.0,4.0,1554.0,1033.0,187.0,2823.0,1217.0,68.0,8.0,1346.0,2113.0,297.0,3802.0,164.0,297.0,0.0,543.0,3477.0,289.0,4394.0,7.0,637.0,0.0,722.0,4118.0,330.0,5182.0,3.0,86.0,0.0,92.0,2869.0,261.0,3265.0,0.0,0.0,0.0,0.0,980.0,133.0,1148.0,3741.0,1378.0,41.0,5164.0,18561.0,2160.0,25768.0,3.0,50.0,0.0,57.0,1088.0,97.0,1330.0,17.0,33.0,0.0,88.0,946.0,55.0,1203.0,914.0,63.0,25.0,1074.0,1349.0,175.0,2643.0,1879.0,48.0,38.0,2051.0,811.0,181.0,3083.0,1227.0,154.0,5.0,1433.0,2278.0,250.0,4021.0,93.0,872.0,0.0,988.0,3646.0,281.0,4974.0,9.0,1000.0,0.0,1060.0,4013.0,354.0,5491.0,0.0,105.0,0.0,116.0,3026.0,319.0,3593.0,0.0,0.0,0.0,0.0,1165.0,191.0,1463.0,4327.0,2657.0,141.0,7137.0,18407.0,2256.0,27818.0,9.0,80.0,0.0,101.0,2347.0,250.0,2795.0,28.0,43.0,0.0,134.0,2014.0,180.0,2357.0,1604.0,117.0,30.0,1862.0,2910.0,367.0,5213.0,3315.0,87.0,53.0,3617.0,1823.0,460.0,5858.0,2485.0,260.0,24.0,2870.0,4332.0,625.0,7799.0,340.0,1184.0,10.0,1586.0,7137.0,653.0,9358.0,56.0,1701.0,4.0,1769.0,8168.0,784.0,10756.0,12.0,241.0,0.0,266.0,5870.0,614.0,6791.0,3.0,0.0,0.0,3.0,2165.0,327.0,2595.0,8015.0,4050.0,247.0,12370.0,36885.0,4440.0,53651.0,53651.0
Niddrie,0.0,14.0,0.0,14.0,1865.0,39.0,2001.0,0.0,0.0,0.0,9.0,1957.0,36.0,2049.0,663.0,27.0,0.0,773.0,2946.0,188.0,3981.0,2481.0,24.0,3.0,2566.0,1730.0,109.0,4425.0,1803.0,22.0,0.0,1874.0,2595.0,125.0,4649.0,226.0,162.0,0.0,478.0,3331.0,74.0,3947.0,16.0,511.0,0.0,558.0,2557.0,58.0,3174.0,3.0,87.0,0.0,108.0,2109.0,71.0,2370.0,0.0,0.0,0.0,0.0,812.0,33.0,887.0,5371.0,1142.0,18.0,6581.0,19873.0,1078.0,27570.0,0.0,36.0,0.0,42.0,1773.0,22.0,1912.0,4.0,37.0,0.0,50.0,1606.0,25.0,1794.0,1107.0,92.0,6.0,1250.0,2491.0,127.0,3921.0,3101.0,41.0,29.0,3280.0,1188.0,144.0,4707.0,1899.0,132.0,16.0,2037.0,2727.0,95.0,4975.0,76.0,678.0,0.0,890.0,3373.0,85.0,4360.0,16.0,869.0,0.0,932.0,2820.0,95.0,3870.0,3.0,111.0,0.0,127.0,2578.0,87.0,2900.0,0.0,0.0,0.0,0.0,1183.0,61.0,1293.0,6336.0,2315.0,119.0,8806.0,19811.0,1095.0,29759.0,0.0,73.0,0.0,84.0,3698.0,73.0,3955.0,13.0,39.0,0.0,70.0,3498.0,99.0,3788.0,1760.0,152.0,6.0,1988.0,5478.0,357.0,7909.0,5643.0,119.0,54.0,5899.0,2854.0,316.0,9164.0,3708.0,159.0,26.0,3931.0,5339.0,307.0,9636.0,374.0,888.0,3.0,1426.0,6692.0,201.0,8298.0,41.0,1310.0,9.0,1422.0,5350.0,209.0,7055.0,11.0,262.0,0.0,295.0,4627.0,239.0,5281.0,3.0,0.0,0.0,3.0,2046.0,122.0,2236.0,11699.0,3396.0,159.0,15376.0,39761.0,2232.0,57378.0,57378.0
Northcote,0.0,32.0,0.0,32.0,1400.0,11.0,1496.0,0.0,3.0,0.0,6.0,1629.0,61.0,1762.0,372.0,39.0,0.0,462.0,5389.0,212.0,6176.0,2365.0,21.0,7.0,2498.0,2751.0,179.0,5528.0,2062.0,6.0,11.0,2146.0,2457.0,119.0,4765.0,293.0,44.0,0.0,424.0,2836.0,78.0,3338.0,7.0,195.0,0.0,231.0,1731.0,48.0,2089.0,0.0,25.0,0.0,29.0,1091.0,43.0,1210.0,0.0,0.0,0.0,0.0,455.0,46.0,533.0,5208.0,669.0,23.0,6003.0,19794.0,1170.0,26967.0,0.0,39.0,0.0,39.0,1432.0,30.0,1576.0,3.0,23.0,0.0,25.0,1771.0,34.0,1880.0,661.0,178.0,3.0,936.0,6009.0,210.0,7129.0,2861.0,144.0,66.0,3102.0,2619.0,180.0,5910.0,2254.0,79.0,13.0,2440.0,2573.0,108.0,5098.0,173.0,285.0,0.0,524.0,3012.0,74.0,3679.0,0.0,453.0,0.0,466.0,1916.0,44.0,2492.0,4.0,60.0,0.0,80.0,1351.0,69.0,1576.0,0.0,0.0,0.0,0.0,755.0,89.0,896.0,5995.0,1560.0,140.0,7763.0,21389.0,1172.0,30347.0,4.0,101.0,0.0,109.0,2870.0,67.0,3073.0,3.0,35.0,0.0,37.0,3408.0,127.0,3667.0,1098.0,279.0,0.0,1420.0,11362.0,481.0,13381.0,5188.0,221.0,91.0,5551.0,5389.0,428.0,11417.0,4274.0,120.0,35.0,4488.0,4989.0,260.0,9918.0,570.0,366.0,0.0,1000.0,5832.0,226.0,7117.0,21.0,712.0,0.0,756.0,3606.0,161.0,4554.0,7.0,143.0,0.0,168.0,2468.0,159.0,2870.0,0.0,0.0,0.0,3.0,1250.0,137.0,1431.0,11271.0,2267.0,209.0,13798.0,41177.0,2336.0,57325.0,57325.0
Oakleigh,0.0,26.0,0.0,26.0,2054.0,34.0,2161.0,0.0,3.0,0.0,3.0,4718.0,295.0,5083.0,859.0,64.0,3.0,983.0,8361.0,718.0,10182.0,3098.0,16.0,3.0,3182.0,3070.0,277.0,6470.0,1944.0,3.0,3.0,2008.0,2816.0,123.0,5027.0,267.0,70.0,0.0,471.0,3364.0,71.0,4046.0,21.0,225.0,0.0,292.0,2284.0,64.0,2752.0,0.0,46.0,0.0,57.0,1533.0,70.0,1746.0,0.0,0.0,0.0,0.0,791.0,58.0,881.0,6434.0,874.0,8.0,7318.0,29083.0,2222.0,38686.0,0.0,22.0,0.0,22.0,2010.0,49.0,2195.0,9.0,60.0,0.0,90.0,4224.0,245.0,4645.0,1451.0,124.0,5.0,1679.0,6830.0,451.0,9091.0,3461.0,35.0,15.0,3604.0,2340.0,198.0,6252.0,1983.0,64.0,18.0,2115.0,2912.0,94.0,5269.0,157.0,431.0,0.0,715.0,3424.0,81.0,4343.0,24.0,539.0,0.0,602.0,2455.0,62.0,3225.0,0.0,76.0,0.0,85.0,2142.0,109.0,2459.0,0.0,0.0,0.0,0.0,1190.0,158.0,1396.0,7318.0,1768.0,75.0,9246.0,27704.0,1933.0,38767.0,3.0,67.0,0.0,76.0,4130.0,112.0,4399.0,22.0,91.0,0.0,131.0,8960.0,611.0,9827.0,2434.0,260.0,16.0,2733.0,15230.0,1210.0,19257.0,6566.0,76.0,48.0,6789.0,5391.0,523.0,12819.0,3996.0,99.0,34.0,4167.0,5783.0,331.0,10304.0,528.0,533.0,0.0,1213.0,6835.0,253.0,8394.0,63.0,830.0,0.0,957.0,4750.0,226.0,6058.0,9.0,223.0,0.0,253.0,3692.0,228.0,4236.0,0.0,0.0,0.0,0.0,1961.0,242.0,2280.0,13745.0,2705.0,122.0,16563.0,56744.0,4181.0,77505.0,77505.0
Ovens Valley,3.0,26.0,0.0,29.0,1545.0,101.0,1808.0,32.0,8.0,0.0,59.0,1131.0,47.0,1343.0,782.0,35.0,0.0,908.0,1915.0,225.0,3113.0,1770.0,31.0,13.0,1831.0,1220.0,179.0,3235.0,1260.0,52.0,6.0,1372.0,2203.0,154.0,3787.0,151.0,243.0,0.0,498.0,3624.0,198.0,4413.0,3.0,338.0,0.0,353.0,3727.0,271.0,4429.0,0.0,26.0,0.0,32.0,2277.0,184.0,2629.0,0.0,0.0,0.0,0.0,671.0,96.0,771.0,4159.0,1140.0,26.0,5385.0,18423.0,1899.0,25688.0,4.0,70.0,0.0,83.0,1361.0,96.0,1634.0,76.0,49.0,0.0,177.0,1009.0,61.0,1327.0,1256.0,67.0,29.0,1431.0,1558.0,147.0,3219.0,2138.0,43.0,69.0,2373.0,907.0,137.0,3471.0,1182.0,173.0,7.0,1482.0,2417.0,196.0,4116.0,39.0,837.0,0.0,930.0,3488.0,213.0,4656.0,0.0,642.0,0.0,681.0,3494.0,213.0,4542.0,0.0,73.0,0.0,67.0,2411.0,231.0,2852.0,0.0,0.0,0.0,0.0,1032.0,125.0,1190.0,4833.0,2295.0,180.0,7421.0,17841.0,1937.0,27060.0,7.0,116.0,0.0,134.0,2962.0,271.0,3476.0,168.0,72.0,0.0,295.0,2065.0,184.0,2640.0,2034.0,138.0,40.0,2333.0,3464.0,399.0,6283.0,3890.0,127.0,103.0,4200.0,2103.0,423.0,6714.0,2394.0,347.0,39.0,2875.0,4666.0,430.0,7964.0,279.0,1179.0,0.0,1517.0,7124.0,492.0,9061.0,30.0,1026.0,0.0,1132.0,7189.0,570.0,9014.0,0.0,142.0,0.0,147.0,4676.0,455.0,5424.0,0.0,3.0,0.0,3.0,1731.0,247.0,2052.0,8938.0,3361.0,287.0,12722.0,36232.0,3802.0,52746.0,52746.0
Pakenham,0.0,71.0,0.0,78.0,1969.0,104.0,2269.0,52.0,52.0,0.0,134.0,2045.0,61.0,2319.0,1944.0,70.0,17.0,2079.0,4038.0,353.0,6596.0,3505.0,25.0,17.0,3623.0,2167.0,229.0,6105.0,1376.0,79.0,6.0,1509.0,2376.0,165.0,4102.0,158.0,177.0,0.0,414.0,2319.0,63.0,2822.0,18.0,206.0,0.0,279.0,1733.0,54.0,2156.0,0.0,14.0,0.0,19.0,1083.0,64.0,1232.0,0.0,0.0,0.0,0.0,226.0,19.0,282.0,7225.0,1022.0,99.0,8403.0,18053.0,1497.0,27911.0,0.0,106.0,0.0,120.0,1783.0,67.0,2100.0,149.0,102.0,3.0,311.0,1919.0,73.0,2418.0,3069.0,191.0,56.0,3447.0,3382.0,335.0,7254.0,3950.0,60.0,112.0,4249.0,1703.0,188.0,6198.0,1282.0,267.0,16.0,1556.0,2473.0,151.0,4283.0,57.0,626.0,0.0,755.0,2300.0,94.0,3232.0,8.0,425.0,0.0,473.0,2012.0,81.0,2681.0,0.0,15.0,0.0,15.0,1203.0,108.0,1443.0,0.0,0.0,0.0,0.0,403.0,65.0,477.0,8631.0,2247.0,287.0,11263.0,17216.0,1619.0,30099.0,0.0,247.0,0.0,275.0,3771.0,209.0,4345.0,249.0,176.0,3.0,484.0,3884.0,201.0,4652.0,5057.0,332.0,111.0,5609.0,7480.0,782.0,13874.0,7457.0,128.0,182.0,7868.0,3848.0,552.0,12289.0,2630.0,382.0,52.0,3105.0,4840.0,349.0,8449.0,286.0,818.0,8.0,1156.0,4590.0,172.0,6013.0,29.0,763.0,0.0,830.0,3688.0,169.0,4781.0,5.0,53.0,0.0,69.0,2348.0,197.0,2724.0,0.0,0.0,0.0,0.0,699.0,126.0,834.0,15889.0,3228.0,465.0,19701.0,35241.0,3103.0,57990.0,57990.0
