district,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_0_4_pc,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_5_9_pc,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_10_12_pc,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_13_14_pc,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_15_17_pc,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_18_20_pc,CF_C_BPBO_DC_21_24,CF_C_BPBO_DC_21_24_pc,CF_C_BPBO_Tot,CF_C_BPBO_Tot_pc,CF_C_FBO_DC_0_4,CF_C_FBO_DC_0_4_pc,CF_C_FBO_DC_5_9,CF_C_FBO_DC_5_9_pc,CF_C_FBO_DC_10_12,CF_C_FBO_DC_10_12_pc,CF_C_FBO_DC_13_14,CF_C_FBO_DC_13_14_pc,CF_C_FBO_DC_15_17,CF_C_FBO_DC_15_17_pc,CF_C_FBO_DC_18_20,CF_C_FBO_DC_18_20_pc,CF_C_FBO_DC_21_24,CF_C_FBO_DC_21_24_pc,CF_C_FBO_Tot,CF_C_FBO_Tot_pc,CF_C_MBO_DC_0_4,CF_C_MBO_DC_0_4_pc,CF_C_MBO_DC_5_9,CF_C_MBO_DC_5_9_pc,CF_C_MBO_DC_10_12,CF_C_MBO_DC_10_12_pc,CF_C_MBO_DC_13_14,CF_C_MBO_DC_13_14_pc,CF_C_MBO_DC_15_17,CF_C_MBO_DC_15_17_pc,CF_C_MBO_DC_18_20,CF_C_MBO_DC_18_20_pc,CF_C_MBO_DC_21_24,CF_C_MBO_DC_21_24_pc,CF_C_MBO_Tot,CF_C_MBO_Tot_pc,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_0_4_pc,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_5_9_pc,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_10_12_pc,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_13_14_pc,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_15_17_pc,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_18_20_pc,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_DC_21_24_pc,CF_C_BPBAu_Tot,CF_C_BPBAu_Tot_pc,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_0_4_pc,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_5_9_pc,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_10_12_pc,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_13_14_pc,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_15_17_pc,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_18_20_pc,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_DC_21_24_pc,CF_C_BP_NS_Tot,CF_C_BP_NS_Tot_pc,CF_C_Tot_DC_0_4,CF_C_Tot_DC_0_4_pc,CF_C_Tot_DC_5_9,CF_C_Tot_DC_5_9_pc,CF_C_Tot_DC_10_12,CF_C_Tot_DC_10_12_pc,CF_C_Tot_DC_13_14,CF_C_Tot_DC_13_14_pc,CF_C_Tot_DC_15_17,CF_C_Tot_DC_15_17_pc,CF_C_Tot_DC_18_20,CF_C_Tot_DC_18_20_pc,CF_C_Tot_DC_21_24,CF_C_Tot_DC_21_24_pc,CF_C_Tot_Tot,CF_C_Tot_Tot_pc,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_0_4_pc,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_5_9_pc,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_10_12_pc,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_13_14_pc,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_15_17_pc,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_18_20_pc,One_PF_BPBO_DC_21_24,One_PF_BPBO_DC_21_24_pc,One_PF_BPBO_Tot,One_PF_BPBO_Tot_pc,One_PF_FBO_DC_0_4,One_PF_FBO_DC_0_4_pc,One_PF_FBO_DC_5_9,One_PF_FBO_DC_5_9_pc,One_PF_FBO_DC_10_12,One_PF_FBO_DC_10_12_pc,One_PF_FBO_DC_13_14,One_PF_FBO_DC_13_14_pc,One_PF_FBO_DC_15_17,One_PF_FBO_DC_15_17_pc,One_PF_FBO_DC_18_20,One_PF_FBO_DC_18_20_pc,One_PF_FBO_DC_21_24,One_PF_FBO_DC_21_24_pc,One_PF_FBO_Tot,One_PF_FBO_Tot_pc,One_PF_MBO_DC_0_4,One_PF_MBO_DC_0_4_pc,One_PF_MBO_DC_5_9,One_PF_MBO_DC_5_9_pc,One_PF_MBO_DC_10_12,One_PF_MBO_DC_10_12_pc,One_PF_MBO_DC_13_14,One_PF_MBO_DC_13_14_pc,One_PF_MBO_DC_15_17,One_PF_MBO_DC_15_17_pc,One_PF_MBO_DC_18_20,One_PF_MBO_DC_18_20_pc,One_PF_MBO_DC_21_24,One_PF_MBO_DC_21_24_pc,One_PF_MBO_Tot,One_PF_MBO_Tot_pc,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_0_4_pc,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_5_9_pc,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_10_12_pc,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_13_14_pc,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_15_17_pc,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_18_20_pc,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_DC_21_24_pc,One_PF_BPBAu_Tot,One_PF_BPBAu_Tot_pc,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_0_4_pc,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_5_9_pc,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_10_12_pc,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_13_14_pc,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_15_17_pc,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_18_20_pc,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_DC_21_24_pc,One_PF_BP_NS_Tot,One_PF_BP_NS_Tot_pc,One_PF_Tot_DC_0_4,One_PF_Tot_DC_0_4_pc,One_PF_Tot_DC_5_9,One_PF_Tot_DC_5_9_pc,One_PF_Tot_DC_10_12,One_PF_Tot_DC_10_12_pc,One_PF_Tot_DC_13_14,One_PF_Tot_DC_13_14_pc,One_PF_Tot_DC_15_17,One_PF_Tot_DC_15_17_pc,One_PF_Tot_DC_18_20,One_PF_Tot_DC_18_20_pc,One_PF_Tot_DC_21_24,One_PF_Tot_DC_21_24_pc,One_PF_Tot_Tot,One_PF_Tot_Tot_pc,Tot_DC_0_4,Tot_DC_0_4_pc,Tot_DC_5_9,Tot_DC_5_9_pc,Tot_DC_10_12,Tot_DC_10_12_pc,Tot_DC_13_14,Tot_DC_13_14_pc,Tot_DC_15_17,Tot_DC_15_17_pc,Tot_DC_18_20,Tot_DC_18_20_pc,Tot_DC_21_24,Tot_DC_21_24_pc,Tot_Tot,Tot_Tot_pc,Tot_Tot_total
Geelong,324.0,0.0222,257.0,0.0176,90.0,0.0062,52.0,0.0036,34.0,0.0023,30.0,0.0021,0.0,0.0,1045.0,0.0716,192.0,0.0132,230.0,0.0158,90.0,0.0062,64.0,0.0044,65.0,0.0045,23.0,0.0016,8.0,0.0005,911.0,0.0624,248.0,0.017,220.0,0.0151,94.0,0.0064,46.0,0.0032,57.0,0.0039,12.0,0.0008,3.0,0.0002,879.0,0.0602,2515.0,0.1723,2523.0,0.1728,1332.0,0.0912,922.0,0.0632,1114.0,0.0763,383.0,0.0262,118.0,0.0081,9087.0,0.6224,3.0,0.0002,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0008,3390.0,0.2322,3400.0,0.2329,1795.0,0.1229,1184.0,0.0811,1388.0,0.0951,510.0,0.0349,176.0,0.0121,11928.0,0.817,7.0,0.0005,33.0,0.0023,7.0,0.0005,5.0,0.0003,6.0,0.0004,4.0,0.0003,4.0,0.0003,138.0,0.0095,6.0,0.0004,44.0,0.003,26.0,0.0018,11.0,0.0008,16.0,0.0011,4.0,0.0003,0.0,0.0,212.0,0.0145,11.0,0.0008,23.0,0.0016,8.0,0.0005,9.0,0.0006,10.0,0.0007,5.0,0.0003,0.0,0.0,137.0,0.0094,262.0,0.0179,485.0,0.0332,326.0,0.0223,177.0,0.0121,304.0,0.0208,87.0,0.006,28.0,0.0019,1967.0,0.1347,9.0,0.0006,22.0,0.0015,5.0,0.0003,4.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0031,397.0,0.0272,684.0,0.0468,446.0,0.0305,314.0,0.0215,442.0,0.0303,132.0,0.009,45.0,0.0031,2647.0,0.1813,3762.0,0.2577,4053.0,0.2776,2268.0,0.1553,1486.0,0.1018,1885.0,0.1291,766.0,0.0525,285.0,0.0195,14600.0,1.0,14600.0
Gippsland East,85.0,0.0077,123.0,0.0111,56.0,0.005,12.0,0.0011,13.0,0.0012,3.0,0.0003,8.0,0.0007,419.0,0.0378,93.0,0.0084,43.0,0.0039,22.0,0.002,10.0,0.0009,44.0,0.004,0.0,0.0,0.0,0.0,376.0,0.0339,101.0,0.0091,91.0,0.0082,46.0,0.0041,18.0,0.0016,22.0,0.002,0.0,0.0,3.0,0.0003,439.0,0.0396,1884.0,0.1698,1965.0,0.1771,1246.0,0.1123,795.0,0.0716,953.0,0.0859,169.0,0.0152,7.0,0.0006,7233.0,0.6519,3.0,0.0003,9.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0032,2277.0,0.2052,2409.0,0.2171,1524.0,0.1373,945.0,0.0852,1139.0,0.1026,200.0,0.018,20.0,0.0018,8590.0,0.7742,0.0,0.0,9.0,0.0008,0.0,0.0,0.0,0.0,3.0,0.0003,0.0,0.0,0.0,0.0,33.0,0.003,14.0,0.0013,28.0,0.0025,7.0,0.0006,7.0,0.0006,4.0,0.0004,0.0,0.0,0.0,0.0,141.0,0.0127,0.0,0.0,18.0,0.0016,9.0,0.0008,3.0,0.0003,6.0,0.0005,0.0,0.0,6.0,0.0005,81.0,0.0073,364.0,0.0328,566.0,0.051,373.0,0.0336,266.0,0.024,316.0,0.0285,15.0,0.0014,0.0,0.0,2116.0,0.1907,9.0,0.0008,11.0,0.001,4.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0046,416.0,0.0375,676.0,0.0609,455.0,0.041,333.0,0.03,398.0,0.0359,17.0,0.0015,6.0,0.0005,2525.0,0.2276,2790.0,0.2514,3170.0,0.2857,1967.0,0.1773,1322.0,0.1191,1508.0,0.1359,281.0,0.0253,39.0,0.0035,11096.0,1.0,11096.0
Gippsland South,91.0,0.0073,114.0,0.0091,62.0,0.005,21.0,0.0017,51.0,0.0041,4.0,0.0003,0.0,0.0,486.0,0.039,92.0,0.0074,173.0,0.0139,84.0,0.0067,22.0,0.0018,51.0,0.0041,0.0,0.0,0.0,0.0,573.0,0.0459,143.0,0.0115,127.0,0.0102,65.0,0.0052,25.0,0.002,39.0,0.0031,0.0,0.0,0.0,0.0,579.0,0.0464,2018.0,0.1618,2308.0,0.185,1348.0,0.108,927.0,0.0743,1145.0,0.0918,292.0,0.0234,51.0,0.0041,8219.0,0.6588,17.0,0.0014,23.0,0.0018,0.0,0.0,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,47.0,0.0038,2518.0,0.2018,2808.0,0.2251,1730.0,0.1387,1133.0,0.0908,1405.0,0.1126,326.0,0.0261,67.0,0.0054,9960.0,0.7983,0.0,0.0,7.0,0.0006,9.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0046,0.0,0.0,28.0,0.0022,17.0,0.0014,10.0,0.0008,6.0,0.0005,0.0,0.0,0.0,0.0,131.0,0.0105,6.0,0.0005,5.0,0.0004,4.0,0.0003,5.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0042,367.0,0.0294,531.0,0.0426,331.0,0.0265,278.0,0.0223,293.0,0.0235,37.0,0.003,7.0,0.0006,2027.0,0.1625,0.0,0.0,12.0,0.001,3.0,0.0002,0.0,0.0,8.0,0.0006,0.0,0.0,0.0,0.0,39.0,0.0031,410.0,0.0329,664.0,0.0532,382.0,0.0306,348.0,0.0279,343.0,0.0275,54.0,0.0043,10.0,0.0008,2424.0,0.1943,2942.0,0.2358,3418.0,0.274,2180.0,0.1747,1517.0,0.1216,1770.0,0.1419,416.0,0.0333,84.0,0.0067,12476.0,1.0,12476.0
Glen Waverley,2088.0,0.1074,3128.0,0.1609,1860.0,0.0957,1190.0,0.0612,1455.0,0.0749,1030.0,0.053,717.0,0.0369,11424.0,0.5878,110.0,0.0057,92.0,0.0047,61.0,0.0031,46.0,0.0024,83.0,0.0043,22.0,0.0011,10.0,0.0005,696.0,0.0358,182.0,0.0094,202.0,0.0104,99.0,0.0051,40.0,0.0021,109.0,0.0056,49.0,0.0025,21.0,0.0011,1025.0,0.0527,409.0,0.021,660.0,0.034,518.0,0.0267,377.0,0.0194,657.0,0.0338,434.0,0.0223,170.0,0.0087,3453.0,0.1777,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0002,0.0,0.0,14.0,0.0007,2925.0,0.1505,4217.0,0.217,2688.0,0.1383,1754.0,0.0902,2408.0,0.1239,1677.0,0.0863,1044.0,0.0537,16812.0,0.865,41.0,0.0021,238.0,0.0122,210.0,0.0108,156.0,0.008,279.0,0.0144,229.0,0.0118,117.0,0.006,1632.0,0.084,15.0,0.0008,6.0,0.0003,4.0,0.0002,28.0,0.0014,10.0,0.0005,0.0,0.0,4.0,0.0002,157.0,0.0081,3.0,0.0002,14.0,0.0007,0.0,0.0,0.0,0.0,16.0,0.0008,0.0,0.0,0.0,0.0,117.0,0.006,18.0,0.0009,67.0,0.0034,55.0,0.0028,65.0,0.0033,85.0,0.0044,43.0,0.0022,8.0,0.0004,599.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0002,106.0,0.0055,450.0,0.0232,358.0,0.0184,298.0,0.0153,501.0,0.0258,393.0,0.0202,199.0,0.0102,2661.0,0.1369,3166.0,0.1629,4753.0,0.2445,3106.0,0.1598,2092.0,0.1076,3011.0,0.1549,2072.0,0.1066,1293.0,0.0665,19436.0,1.0,19436.0
Greenvale,2042.0,0.0933,2481.0,0.1134,1538.0,0.0703,1098.0,0.0502,1465.0,0.0669,1059.0,0.0484,628.0,0.0287,10429.0,0.4765,513.0,0.0234,532.0,0.0243,283.0,0.0129,117.0,0.0053,229.0,0.0105,98.0,0.0045,58.0,0.0026,2116.0,0.0967,282.0,0.0129,250.0,0.0114,97.0,0.0044,61.0,0.0028,100.0,0.0046,64.0,0.0029,20.0,0.0009,1142.0,0.0522,1343.0,0.0614,1080.0,0.0493,619.0,0.0283,417.0,0.0191,530.0,0.0242,303.0,0.0138,103.0,0.0047,4531.0,0.207,25.0,0.0011,17.0,0.0008,3.0,0.0001,6.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0044,4340.0,0.1983,4451.0,0.2034,2703.0,0.1235,1851.0,0.0846,2398.0,0.1096,1574.0,0.0719,943.0,0.0431,18355.0,0.8386,146.0,0.0067,293.0,0.0134,224.0,0.0102,132.0,0.006,241.0,0.011,156.0,0.0071,73.0,0.0033,1531.0,0.07,44.0,0.002,97.0,0.0044,42.0,0.0019,19.0,0.0009,41.0,0.0019,19.0,0.0009,13.0,0.0006,488.0,0.0223,6.0,0.0003,50.0,0.0023,18.0,0.0008,0.0,0.0,25.0,0.0011,15.0,0.0007,3.0,0.0001,209.0,0.0095,172.0,0.0079,251.0,0.0115,131.0,0.006,109.0,0.005,141.0,0.0064,17.0,0.0008,16.0,0.0007,1100.0,0.0503,6.0,0.0003,10.0,0.0005,0.0,0.0,3.0,0.0001,3.0,0.0001,0.0,0.0,0.0,0.0,51.0,0.0023,534.0,0.0244,800.0,0.0366,516.0,0.0236,380.0,0.0174,532.0,0.0243,300.0,0.0137,170.0,0.0078,3470.0,0.1585,4905.0,0.2241,5294.0,0.2419,3259.0,0.1489,2271.0,0.1038,3007.0,0.1374,1923.0,0.0879,1198.0,0.0547,21887.0,1.0,21887.0
Hastings,114.0,0.0078,152.0,0.0104,94.0,0.0064,64.0,0.0044,93.0,0.0063,54.0,0.0037,6.0,0.0004,802.0,0.0547,254.0,0.0173,248.0,0.0169,137.0,0.0093,71.0,0.0048,111.0,0.0076,18.0,0.0012,4.0,0.0003,1066.0,0.0726,253.0,0.0172,185.0,0.0126,90.0,0.0061,83.0,0.0057,78.0,0.0053,33.0,0.0022,7.0,0.0005,942.0,0.0642,2593.0,0.1767,2426.0,0.1653,1377.0,0.0938,864.0,0.0589,1078.0,0.0735,329.0,0.0224,121.0,0.0082,8884.0,0.6054,4.0,0.0003,5.0,0.0003,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0012,3308.0,0.2254,3154.0,0.2149,1824.0,0.1243,1191.0,0.0812,1483.0,0.1011,535.0,0.0365,212.0,0.0144,11764.0,0.8016,22.0,0.0015,29.0,0.002,18.0,0.0012,3.0,0.0002,21.0,0.0014,0.0,0.0,0.0,0.0,172.0,0.0117,19.0,0.0013,32.0,0.0022,23.0,0.0016,13.0,0.0009,26.0,0.0018,6.0,0.0004,0.0,0.0,268.0,0.0183,8.0,0.0005,21.0,0.0014,19.0,0.0013,18.0,0.0012,23.0,0.0016,5.0,0.0003,0.0,0.0,183.0,0.0125,350.0,0.0239,611.0,0.0416,327.0,0.0223,264.0,0.018,326.0,0.0222,59.0,0.004,9.0,0.0006,2236.0,0.1524,6.0,0.0004,4.0,0.0003,0.0,0.0,9.0,0.0006,3.0,0.0002,0.0,0.0,0.0,0.0,43.0,0.0029,475.0,0.0324,759.0,0.0517,463.0,0.0316,388.0,0.0264,491.0,0.0335,145.0,0.0099,15.0,0.001,2955.0,0.2014,3813.0,0.2598,3941.0,0.2686,2316.0,0.1578,1606.0,0.1094,1941.0,0.1323,727.0,0.0495,284.0,0.0194,14675.0,1.0,14675.0
Hawthorn,743.0,0.0499,940.0,0.0632,452.0,0.0304,266.0,0.0179,338.0,0.0227,209.0,0.014,120.0,0.0081,3299.0,0.2218,190.0,0.0128,272.0,0.0183,148.0,0.0099,61.0,0.0041,161.0,0.0108,97.0,0.0065,62.0,0.0042,1348.0,0.0906,238.0,0.016,315.0,0.0212,193.0,0.013,112.0,0.0075,153.0,0.0103,107.0,0.0072,28.0,0.0019,1483.0,0.0997,1193.0,0.0802,1322.0,0.0889,1050.0,0.0706,789.0,0.053,1217.0,0.0818,935.0,0.0629,425.0,0.0286,6922.0,0.4653,0.0,0.0,10.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0014,2464.0,0.1656,2917.0,0.1961,1927.0,0.1295,1434.0,0.0964,1988.0,0.1336,1479.0,0.0994,793.0,0.0533,13094.0,0.8802,16.0,0.0011,103.0,0.0069,39.0,0.0026,27.0,0.0018,70.0,0.0047,33.0,0.0022,26.0,0.0017,572.0,0.0385,14.0,0.0009,10.0,0.0007,25.0,0.0017,6.0,0.0004,3.0,0.0002,15.0,0.001,9.0,0.0006,217.0,0.0146,7.0,0.0005,11.0,0.0007,6.0,0.0004,6.0,0.0004,11.0,0.0007,12.0,0.0008,0.0,0.0,178.0,0.012,32.0,0.0022,67.0,0.0045,63.0,0.0042,62.0,0.0042,80.0,0.0054,71.0,0.0048,32.0,0.0022,726.0,0.0488,18.0,0.0012,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0014,128.0,0.0086,303.0,0.0204,250.0,0.0168,188.0,0.0126,316.0,0.0212,212.0,0.0143,135.0,0.0091,1795.0,0.1207,2601.0,0.1748,3267.0,0.2196,2226.0,0.1496,1656.0,0.1113,2354.0,0.1582,1694.0,0.1139,919.0,0.0618,14876.0,1.0,14876.0
Ivanhoe,867.0,0.0583,1042.0,0.07,486.0,0.0327,237.0,0.0159,303.0,0.0204,226.0,0.0152,143.0,0.0096,3432.0,0.2306,257.0,0.0173,337.0,0.0226,149.0,0.01,70.0,0.0047,120.0,0.0081,71.0,0.0048,28.0,0.0019,1299.0,0.0873,298.0,0.02,361.0,0.0243,119.0,0.008,58.0,0.0039,110.0,0.0074,40.0,0.0027,17.0,0.0011,1317.0,0.0885,1587.0,0.1066,1651.0,0.1109,986.0,0.0662,712.0,0.0478,959.0,0.0644,526.0,0.0353,314.0,0.0211,6690.0,0.4495,8.0,0.0005,4.0,0.0003,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0015,3124.0,0.2099,3452.0,0.2319,1858.0,0.1248,1214.0,0.0816,1610.0,0.1082,1004.0,0.0675,585.0,0.0393,12775.0,0.8583,46.0,0.0031,71.0,0.0048,47.0,0.0032,21.0,0.0014,86.0,0.0058,33.0,0.0022,23.0,0.0015,578.0,0.0388,20.0,0.0013,32.0,0.0021,23.0,0.0015,0.0,0.0,23.0,0.0015,18.0,0.0012,0.0,0.0,226.0,0.0152,0.0,0.0,19.0,0.0013,8.0,0.0005,0.0,0.0,0.0,0.0,10.0,0.0007,3.0,0.0002,129.0,0.0087,98.0,0.0066,166.0,0.0112,116.0,0.0078,107.0,0.0072,153.0,0.0103,41.0,0.0028,17.0,0.0011,1046.0,0.0703,0.0,0.0,3.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0007,231.0,0.0155,432.0,0.029,298.0,0.02,244.0,0.0164,370.0,0.0249,182.0,0.0122,93.0,0.0062,2105.0,0.1414,3358.0,0.2256,3804.0,0.2556,2202.0,0.1479,1491.0,0.1002,2033.0,0.1366,1272.0,0.0855,717.0,0.0482,14884.0,1.0,14884.0
Kalkallo,5328.0,0.1813,4968.0,0.169,2297.0,0.0782,1175.0,0.04,1429.0,0.0486,816.0,0.0278,420.0,0.0143,16529.0,0.5624,461.0,0.0157,311.0,0.0106,144.0,0.0049,66.0,0.0022,94.0,0.0032,40.0,0.0014,22.0,0.0007,1386.0,0.0472,347.0,0.0118,284.0,0.0097,104.0,0.0035,11.0,0.0004,46.0,0.0016,28.0,0.001,6.0,0.0002,1067.0,0.0363,2205.0,0.075,1694.0,0.0576,895.0,0.0305,481.0,0.0164,567.0,0.0193,168.0,0.0057,64.0,0.0022,6311.0,0.2147,19.0,0.0006,18.0,0.0006,6.0,0.0002,5.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0027,8462.0,0.2879,7425.0,0.2526,3555.0,0.121,1916.0,0.0652,2326.0,0.0791,1132.0,0.0385,598.0,0.0203,25444.0,0.8657,178.0,0.0061,276.0,0.0094,168.0,0.0057,102.0,0.0035,156.0,0.0053,105.0,0.0036,23.0,0.0008,1404.0,0.0478,55.0,0.0019,68.0,0.0023,26.0,0.0009,3.0,0.0001,15.0,0.0005,4.0,0.0001,9.0,0.0003,377.0,0.0128,6.0,0.0002,53.0,0.0018,17.0,0.0006,12.0,0.0004,18.0,0.0006,0.0,0.0,0.0,0.0,198.0,0.0067,326.0,0.0111,496.0,0.0169,214.0,0.0073,127.0,0.0043,227.0,0.0077,46.0,0.0016,11.0,0.0004,1736.0,0.0591,9.0,0.0003,13.0,0.0004,11.0,0.0004,0.0,0.0,0.0,0.0,3.0,0.0001,0.0,0.0,68.0,0.0023,728.0,0.0248,1069.0,0.0364,626.0,0.0213,393.0,0.0134,484.0,0.0165,200.0,0.0068,74.0,0.0025,3905.0,0.1329,9272.0,0.3155,8530.0,0.2902,4258.0,0.1449,2317.0,0.0788,2872.0,0.0977,1392.0,0.0474,714.0,0.0243,29392.0,1.0,29392.0
Kew,1025.0,0.0556,1654.0,0.0897,1015.0,0.055,714.0,0.0387,902.0,0.0489,659.0,0.0357,369.0,0.02,6455.0,0.3501,217.0,0.0118,228.0,0.0124,138.0,0.0075,78.0,0.0042,157.0,0.0085,90.0,0.0049,29.0,0.0016,1277.0,0.0693,246.0,0.0133,292.0,0.0158,159.0,0.0086,121.0,0.0066,185.0,0.01,109.0,0.0059,36.0,0.002,1562.0,0.0847,846.0,0.0459,1132.0,0.0614,957.0,0.0519,788.0,0.0427,1175.0,0.0637,873.0,0.0473,445.0,0.0241,6303.0,0.3418,11.0,0.0006,6.0,0.0003,10.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0031,2491.0,0.1351,3441.0,0.1866,2472.0,0.1341,1840.0,0.0998,2613.0,0.1417,1916.0,0.1039,1032.0,0.056,15639.0,0.8482,28.0,0.0015,207.0,0.0112,195.0,0.0106,153.0,0.0083,281.0,0.0152,203.0,0.011,91.0,0.0049,1533.0,0.0831,14.0,0.0008,29.0,0.0016,4.0,0.0002,6.0,0.0003,8.0,0.0004,6.0,0.0003,3.0,0.0002,169.0,0.0092,7.0,0.0004,18.0,0.001,15.0,0.0008,16.0,0.0009,13.0,0.0007,4.0,0.0002,3.0,0.0002,181.0,0.0098,24.0,0.0013,65.0,0.0035,86.0,0.0047,88.0,0.0048,191.0,0.0104,93.0,0.005,15.0,0.0008,882.0,0.0478,0.0,0.0,3.0,0.0002,16.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0015,144.0,0.0078,403.0,0.0219,450.0,0.0244,386.0,0.0209,595.0,0.0323,391.0,0.0212,178.0,0.0097,2842.0,0.1541,2658.0,0.1442,3840.0,0.2083,2937.0,0.1593,2312.0,0.1254,3136.0,0.1701,2303.0,0.1249,1289.0,0.0699,18438.0,1.0,18438.0
