district,Buddhism_M_n,Buddhism_M_pc,Buddhism_F_n,Buddhism_F_pc,Buddhism_P_n,Buddhism_P_pc,Christianity_Anglican_M_n,Christianity_Anglican_M_pc,Christianity_Anglican_F_n,Christianity_Anglican_F_pc,Christianity_Anglican_P_n,Christianity_Anglican_P_pc,Christianity_Asyrin_Apstlic_M_n,Christianity_Asyrin_Apstlic_M_pc,Christianity_Asyrin_Apstlic_F_n,Christianity_Asyrin_Apstlic_F_pc,Christianity_Asyrin_Apstlic_P_n,Christianity_Asyrin_Apstlic_P_pc,Christianity_Baptist_M_n,Christianity_Baptist_M_pc,Christianity_Baptist_F_n,Christianity_Baptist_F_pc,Christianity_Baptist_P_n,Christianity_Baptist_P_pc,Christianity_Brethren_M_n,Christianity_Brethren_M_pc,Christianity_Brethren_F_n,Christianity_Brethren_F_pc,Christianity_Brethren_P_n,Christianity_Brethren_P_pc,Christianity_Catholic_M_n,Christianity_Catholic_M_pc,Christianity_Catholic_F_n,Christianity_Catholic_F_pc,Christianity_Catholic_P_n,Christianity_Catholic_P_pc,Christianity_Church_Christ_M_n,Christianity_Church_Christ_M_pc,Christianity_Church_Christ_F_n,Christianity_Church_Christ_F_pc,Christianity_Church_Christ_P_n,Christianity_Church_Christ_P_pc,Christianity_Eastrn_Orthdox_M_n,Christianity_Eastrn_Orthdox_M_pc,Christianity_Eastrn_Orthdox_F_n,Christianity_Eastrn_Orthdox_F_pc,Christianity_Eastrn_Orthdox_P_n,Christianity_Eastrn_Orthdox_P_pc,Christinty_Jehvahs_Witnses_M_n,Christinty_Jehvahs_Witnses_M_pc,Christinty_Jehvahs_Witnses_F_n,Christinty_Jehvahs_Witnses_F_pc,Christinty_Jehvahs_Witnses_P_n,Christinty_Jehvahs_Witnses_P_pc,Christianity_Lattr_day_Snts_M_n,Christianity_Lattr_day_Snts_M_pc,Christianity_Lattr_day_Snts_F_n,Christianity_Lattr_day_Snts_F_pc,Christianity_Lattr_day_Snts_P_n,Christianity_Lattr_day_Snts_P_pc,Christianity_Lutheran_M_n,Christianity_Lutheran_M_pc,Christianity_Lutheran_F_n,Christianity_Lutheran_F_pc,Christianity_Lutheran_P_n,Christianity_Lutheran_P_pc,Christianity_Orintal_Orthdx_M_n,Christianity_Orintal_Orthdx_M_pc,Christianity_Orintal_Orthdx_F_n,Christianity_Orintal_Orthdx_F_pc,Christianity_Orintal_Orthdx_P_n,Christianity_Orintal_Orthdx_P_pc,Christianity_Othr_Protestnt_M_n,Christianity_Othr_Protestnt_M_pc,Christianity_Othr_Protestnt_F_n,Christianity_Othr_Protestnt_F_pc,Christianity_Othr_Protestnt_P_n,Christianity_Othr_Protestnt_P_pc,Christianity_Pentecostal_M_n,Christianity_Pentecostal_M_pc,Christianity_Pentecostal_F_n,Christianity_Pentecostal_F_pc,Christianity_Pentecostal_P_n,Christianity_Pentecostal_P_pc,Christinty_Prsbytrin_Refrmd_M_n,Christinty_Prsbytrin_Refrmd_M_pc,Christinty_Prsbytrin_Refrmd_F_n,Christinty_Prsbytrin_Refrmd_F_pc,Christinty_Prsbytrin_Refrmd_P_n,Christinty_Prsbytrin_Refrmd_P_pc,Christianity_Salvation_Army_M_n,Christianity_Salvation_Army_M_pc,Christianity_Salvation_Army_F_n,Christianity_Salvation_Army_F_pc,Christianity_Salvation_Army_P_n,Christianity_Salvation_Army_P_pc,Christnty_Sevnth_dy_Advntst_M_n,Christnty_Sevnth_dy_Advntst_M_pc,Christnty_Sevnth_dy_Advntst_F_n,Christnty_Sevnth_dy_Advntst_F_pc,Christnty_Sevnth_dy_Advntst_P_n,Christnty_Sevnth_dy_Advntst_P_pc,Christianity_Uniting_Church_M_n,Christianity_Uniting_Church_M_pc,Christianity_Uniting_Church_F_n,Christianity_Uniting_Church_F_pc,Christianity_Uniting_Church_P_n,Christianity_Uniting_Church_P_pc,Christianity_Christian_nfd_M_n,Christianity_Christian_nfd_M_pc,Christianity_Christian_nfd_F_n,Christianity_Christian_nfd_F_pc,Christianity_Christian_nfd_P_n,Christianity_Christian_nfd_P_pc,Christianity_Othr_Christian_M_n,Christianity_Othr_Christian_M_pc,Christianity_Othr_Christian_F_n,Christianity_Othr_Christian_F_pc,Christianity_Othr_Christian_P_n,Christianity_Othr_Christian_P_pc,Christianity_Tot_M_n,Christianity_Tot_M_pc,Christianity_Tot_F_n,Christianity_Tot_F_pc,Christianity_Tot_P_n,Christianity_Tot_P_pc,Hinduism_M_n,Hinduism_M_pc,Hinduism_F_n,Hinduism_F_pc,Hinduism_P_n,Hinduism_P_pc,Islam_M_n,Islam_M_pc,Islam_F_n,Islam_F_pc,Islam_P_n,Islam_P_pc,Judaism_M_n,Judaism_M_pc,Judaism_F_n,Judaism_F_pc,Judaism_P_n,Judaism_P_pc,Othr_Rel_Aust_Abor_Trad_Rel_M_n,Othr_Rel_Aust_Abor_Trad_Rel_M_pc,Othr_Rel_Aust_Abor_Trad_Rel_F_n,Othr_Rel_Aust_Abor_Trad_Rel_F_pc,Othr_Rel_Aust_Abor_Trad_Rel_P_n,Othr_Rel_Aust_Abor_Trad_Rel_P_pc,Othr_Rel_Sikhism_M_n,Othr_Rel_Sikhism_M_pc,Othr_Rel_Sikhism_F_n,Othr_Rel_Sikhism_F_pc,Othr_Rel_Sikhism_P_n,Othr_Rel_Sikhism_P_pc,Othr_Reln_Other_reln_groups_M_n,Othr_Reln_Other_reln_groups_M_pc,Othr_Reln_Other_reln_groups_F_n,Othr_Reln_Other_reln_groups_F_pc,Othr_Reln_Other_reln_groups_P_n,Othr_Reln_Other_reln_groups_P_pc,Other_Religions_Tot_M_n,Other_Religions_Tot_M_pc,Other_Religions_Tot_F_n,Other_Religions_Tot_F_pc,Other_Religions_Tot_P_n,Other_Religions_Tot_P_pc,SB_OSB_NRA_NR_M_n,SB_OSB_NRA_NR_M_pc,SB_OSB_NRA_NR_F_n,SB_OSB_NRA_NR_F_pc,SB_OSB_NRA_NR_P_n,SB_OSB_NRA_NR_P_pc,SB_OSB_NRA_SB_M_n,SB_OSB_NRA_SB_M_pc,SB_OSB_NRA_SB_F_n,SB_OSB_NRA_SB_F_pc,SB_OSB_NRA_SB_P_n,SB_OSB_NRA_SB_P_pc,SB_OSB_NRA_OSB_M_n,SB_OSB_NRA_OSB_M_pc,SB_OSB_NRA_OSB_F_n,SB_OSB_NRA_OSB_F_pc,SB_OSB_NRA_OSB_P_n,SB_OSB_NRA_OSB_P_pc,SB_OSB_NRA_Tot_M_n,SB_OSB_NRA_Tot_M_pc,SB_OSB_NRA_Tot_F_n,SB_OSB_NRA_Tot_F_pc,SB_OSB_NRA_Tot_P_n,SB_OSB_NRA_Tot_P_pc,Religious_affiliation_ns_M_n,Religious_affiliation_ns_M_pc,Religious_affiliation_ns_F_n,Religious_affiliation_ns_F_pc,Religious_affiliation_ns_P_n,Religious_affiliation_ns_P_pc,Tot_M_n,Tot_M_pc,Tot_F_n,Tot_F_pc,Tot_P_n,Tot_P_pc,Tot_P_total
Macedon,150.0,0.0023,252.0,0.0039,451.0,0.007,2763.0,0.043,3356.0,0.0522,6079.0,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0025,229.0,0.0036,439.0,0.0068,70.0,0.0011,64.0,0.001,140.0,0.0022,6547.0,0.1018,6890.0,0.1071,13485.0,0.2097,22.0,0.0003,44.0,0.0007,94.0,0.0015,205.0,0.0032,219.0,0.0034,506.0,0.0079,21.0,0.0003,39.0,0.0006,74.0,0.0012,15.0,0.0002,22.0,0.0003,22.0,0.0003,64.0,0.001,79.0,0.0012,176.0,0.0027,13.0,0.0002,4.0,0.0001,17.0,0.0003,39.0,0.0006,29.0,0.0005,76.0,0.0012,117.0,0.0018,148.0,0.0023,281.0,0.0044,434.0,0.0067,516.0,0.008,960.0,0.0149,10.0,0.0002,20.0,0.0003,25.0,0.0004,11.0,0.0002,6.0,0.0001,52.0,0.0008,879.0,0.0137,1259.0,0.0196,2148.0,0.0334,483.0,0.0075,510.0,0.0079,1016.0,0.0158,1.0,0.0,4.0,0.0001,24.0,0.0004,12133.0,0.1886,13704.0,0.2131,25856.0,0.402,56.0,0.0009,60.0,0.0009,137.0,0.0021,72.0,0.0011,77.0,0.0012,185.0,0.0029,19.0,0.0003,12.0,0.0002,40.0,0.0006,0.0,0.0,3.0,0.0,3.0,0.0,30.0,0.0005,47.0,0.0007,77.0,0.0012,45.0,0.0007,69.0,0.0011,151.0,0.0023,73.0,0.0011,131.0,0.002,235.0,0.0037,16361.0,0.2544,15714.0,0.2443,32116.0,0.4993,97.0,0.0015,76.0,0.0012,237.0,0.0037,25.0,0.0004,63.0,0.001,118.0,0.0018,16536.0,0.2571,15974.0,0.2484,32545.0,0.506,2440.0,0.0379,2377.0,0.037,4803.0,0.0747,31712.0,0.493,32670.0,0.5079,64319.0,1.0,64319.0
Malvern,472.0,0.0074,747.0,0.0116,1313.0,0.0205,3170.0,0.0494,4069.0,0.0634,7225.0,0.1127,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.002,153.0,0.0024,336.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,5539.0,0.0864,6749.0,0.1052,12300.0,0.1918,7.0,0.0001,14.0,0.0002,32.0,0.0005,1614.0,0.0252,1775.0,0.0277,3380.0,0.0527,18.0,0.0003,17.0,0.0003,55.0,0.0009,8.0,0.0001,3.0,0.0,20.0,0.0003,40.0,0.0006,70.0,0.0011,156.0,0.0024,28.0,0.0004,24.0,0.0004,97.0,0.0015,64.0,0.001,30.0,0.0005,105.0,0.0016,85.0,0.0013,75.0,0.0012,210.0,0.0033,393.0,0.0061,404.0,0.0063,784.0,0.0122,3.0,0.0,1.0,0.0,16.0,0.0002,4.0,0.0001,4.0,0.0001,10.0,0.0002,621.0,0.0097,862.0,0.0134,1515.0,0.0236,307.0,0.0048,467.0,0.0073,815.0,0.0127,0.0,0.0,0.0,0.0,3.0,0.0,12268.0,0.1913,15097.0,0.2354,27389.0,0.4271,923.0,0.0144,788.0,0.0123,1723.0,0.0269,243.0,0.0038,218.0,0.0034,520.0,0.0081,1629.0,0.0254,1833.0,0.0286,3494.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0007,45.0,0.0007,135.0,0.0021,49.0,0.0008,61.0,0.001,178.0,0.0028,114.0,0.0018,140.0,0.0022,308.0,0.0048,12460.0,0.1943,12715.0,0.1983,25215.0,0.3932,88.0,0.0014,73.0,0.0011,203.0,0.0032,9.0,0.0001,38.0,0.0006,69.0,0.0011,12649.0,0.1972,12960.0,0.2021,25594.0,0.3991,1777.0,0.0277,1860.0,0.029,3753.0,0.0585,30353.0,0.4733,33830.0,0.5275,64134.0,1.0,64134.0
Melbourne,3301.0,0.0279,4661.0,0.0394,7969.0,0.0673,1457.0,0.0123,1527.0,0.0129,3102.0,0.0262,0.0,0.0,0.0,0.0,0.0,0.0,324.0,0.0027,392.0,0.0033,876.0,0.0074,0.0,0.0,0.0,0.0,3.0,0.0,7007.0,0.0592,7640.0,0.0645,14568.0,0.1231,5.0,0.0,4.0,0.0,37.0,0.0003,567.0,0.0048,686.0,0.0058,1264.0,0.0107,4.0,0.0,10.0,0.0001,38.0,0.0003,9.0,0.0001,18.0,0.0002,40.0,0.0003,45.0,0.0004,64.0,0.0005,125.0,0.0011,73.0,0.0006,93.0,0.0008,192.0,0.0016,178.0,0.0015,184.0,0.0016,492.0,0.0042,217.0,0.0018,303.0,0.0026,560.0,0.0047,357.0,0.003,400.0,0.0034,884.0,0.0075,3.0,0.0,6.0,0.0001,16.0,0.0001,4.0,0.0,17.0,0.0001,56.0,0.0005,395.0,0.0033,494.0,0.0042,995.0,0.0084,1056.0,0.0089,1501.0,0.0127,2510.0,0.0212,4.0,0.0,10.0,0.0001,23.0,0.0002,12403.0,0.1048,13944.0,0.1178,26300.0,0.2222,3947.0,0.0333,3092.0,0.0261,7055.0,0.0596,2529.0,0.0214,2320.0,0.0196,4923.0,0.0416,103.0,0.0009,94.0,0.0008,272.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0014,119.0,0.001,312.0,0.0026,170.0,0.0014,215.0,0.0018,450.0,0.0038,352.0,0.003,359.0,0.003,824.0,0.007,29424.0,0.2485,28873.0,0.2439,58313.0,0.4926,355.0,0.003,249.0,0.0021,685.0,0.0058,27.0,0.0002,94.0,0.0008,178.0,0.0015,29952.0,0.253,29311.0,0.2476,59313.0,0.501,5983.0,0.0505,5576.0,0.0471,11555.0,0.0976,58805.0,0.4967,59640.0,0.5038,118383.0,1.0,118383.0
Melton,495.0,0.006,703.0,0.0085,1205.0,0.0145,2071.0,0.025,2559.0,0.0309,4623.0,0.0558,6.0,0.0001,10.0,0.0001,18.0,0.0002,616.0,0.0074,686.0,0.0083,1314.0,0.0159,88.0,0.0011,64.0,0.0008,171.0,0.0021,9171.0,0.1107,10146.0,0.1225,19335.0,0.2334,15.0,0.0002,12.0,0.0001,19.0,0.0002,793.0,0.0096,762.0,0.0092,1569.0,0.0189,111.0,0.0013,151.0,0.0018,326.0,0.0039,265.0,0.0032,225.0,0.0027,523.0,0.0063,63.0,0.0008,116.0,0.0014,207.0,0.0025,208.0,0.0025,221.0,0.0027,483.0,0.0058,191.0,0.0023,216.0,0.0026,486.0,0.0059,470.0,0.0057,582.0,0.007,1006.0,0.0121,308.0,0.0037,388.0,0.0047,850.0,0.0103,23.0,0.0003,23.0,0.0003,58.0,0.0007,36.0,0.0004,139.0,0.0017,240.0,0.0029,610.0,0.0074,771.0,0.0093,1429.0,0.0173,1602.0,0.0193,1750.0,0.0211,3465.0,0.0418,9.0,0.0001,19.0,0.0002,46.0,0.0006,17118.0,0.2067,19365.0,0.2338,36372.0,0.4392,1617.0,0.0195,1469.0,0.0177,3160.0,0.0382,2144.0,0.0259,2183.0,0.0264,4321.0,0.0522,7.0,0.0001,16.0,0.0002,11.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,2319.0,0.028,2090.0,0.0252,4499.0,0.0543,43.0,0.0005,106.0,0.0013,212.0,0.0026,2460.0,0.0297,2233.0,0.027,4765.0,0.0575,13259.0,0.1601,12429.0,0.1501,25710.0,0.3104,55.0,0.0007,19.0,0.0002,119.0,0.0014,22.0,0.0003,31.0,0.0004,86.0,0.001,13412.0,0.1619,12618.0,0.1523,25971.0,0.3136,3429.0,0.0414,3303.0,0.0399,6871.0,0.083,40759.0,0.4921,42011.0,0.5072,82823.0,1.0,82823.0
Mildura,840.0,0.012,764.0,0.011,1671.0,0.024,2633.0,0.0378,3254.0,0.0467,5871.0,0.0842,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0029,203.0,0.0029,461.0,0.0066,0.0,0.0,0.0,0.0,5.0,0.0001,6732.0,0.0965,7274.0,0.1043,13987.0,0.2005,72.0,0.001,117.0,0.0017,219.0,0.0031,271.0,0.0039,255.0,0.0037,559.0,0.008,35.0,0.0005,93.0,0.0013,164.0,0.0024,53.0,0.0008,52.0,0.0007,113.0,0.0016,278.0,0.004,317.0,0.0045,654.0,0.0094,12.0,0.0002,12.0,0.0002,32.0,0.0005,120.0,0.0017,119.0,0.0017,306.0,0.0044,311.0,0.0045,337.0,0.0048,730.0,0.0105,493.0,0.0071,581.0,0.0083,1183.0,0.017,24.0,0.0003,54.0,0.0008,102.0,0.0015,181.0,0.0026,188.0,0.0027,414.0,0.0059,1729.0,0.0248,2183.0,0.0313,3875.0,0.0556,776.0,0.0111,770.0,0.011,1533.0,0.022,27.0,0.0004,33.0,0.0005,76.0,0.0011,14346.0,0.2057,16396.0,0.2351,30678.0,0.4398,204.0,0.0029,142.0,0.002,410.0,0.0059,733.0,0.0105,604.0,0.0087,1347.0,0.0193,3.0,0.0,8.0,0.0001,13.0,0.0002,0.0,0.0,7.0,0.0001,15.0,0.0002,215.0,0.0031,176.0,0.0025,400.0,0.0057,16.0,0.0002,57.0,0.0008,113.0,0.0016,244.0,0.0035,238.0,0.0034,545.0,0.0078,14547.0,0.2086,13457.0,0.1929,27979.0,0.4011,47.0,0.0007,23.0,0.0003,78.0,0.0011,12.0,0.0002,25.0,0.0004,51.0,0.0007,14627.0,0.2097,13562.0,0.1944,28192.0,0.4042,3477.0,0.0499,3188.0,0.0457,6715.0,0.0963,34720.0,0.4978,35051.0,0.5025,69748.0,1.0,69748.0
Mill Park,776.0,0.0113,908.0,0.0132,1724.0,0.0251,974.0,0.0142,1419.0,0.0206,2315.0,0.0337,3.0,0.0,8.0,0.0001,20.0,0.0003,210.0,0.0031,236.0,0.0034,532.0,0.0077,0.0,0.0,3.0,0.0,6.0,0.0001,9481.0,0.138,10218.0,0.1487,19701.0,0.2867,3.0,0.0,0.0,0.0,6.0,0.0001,3579.0,0.0521,3763.0,0.0548,7238.0,0.1053,39.0,0.0006,60.0,0.0009,138.0,0.002,26.0,0.0004,68.0,0.001,103.0,0.0015,9.0,0.0001,15.0,0.0002,41.0,0.0006,266.0,0.0039,171.0,0.0025,463.0,0.0067,66.0,0.001,116.0,0.0017,258.0,0.0038,294.0,0.0043,342.0,0.005,653.0,0.0095,218.0,0.0032,288.0,0.0042,575.0,0.0084,9.0,0.0001,21.0,0.0003,50.0,0.0007,13.0,0.0002,23.0,0.0003,46.0,0.0007,222.0,0.0032,358.0,0.0052,638.0,0.0093,1443.0,0.021,1540.0,0.0224,3062.0,0.0446,0.0,0.0,13.0,0.0002,11.0,0.0002,17172.0,0.2499,18930.0,0.2754,36141.0,0.5259,1834.0,0.0267,1707.0,0.0248,3568.0,0.0519,2823.0,0.0411,2678.0,0.039,5491.0,0.0799,0.0,0.0,3.0,0.0,7.0,0.0001,3.0,0.0,0.0,0.0,3.0,0.0,843.0,0.0123,739.0,0.0108,1620.0,0.0236,84.0,0.0012,80.0,0.0012,222.0,0.0032,963.0,0.014,867.0,0.0126,1875.0,0.0273,8099.0,0.1178,7305.0,0.1063,15481.0,0.2253,14.0,0.0002,23.0,0.0003,59.0,0.0009,8.0,0.0001,37.0,0.0005,54.0,0.0008,8187.0,0.1191,7459.0,0.1085,15674.0,0.2281,2080.0,0.0303,2114.0,0.0308,4276.0,0.0622,33995.0,0.4946,34760.0,0.5058,68727.0,1.0,68727.0
Monbulk,264.0,0.004,431.0,0.0065,771.0,0.0117,2179.0,0.033,2836.0,0.043,5013.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0058,452.0,0.0069,864.0,0.0131,7.0,0.0001,4.0,0.0001,17.0,0.0003,4289.0,0.065,4807.0,0.0729,9035.0,0.137,51.0,0.0008,53.0,0.0008,147.0,0.0022,297.0,0.0045,239.0,0.0036,595.0,0.009,67.0,0.001,34.0,0.0005,136.0,0.0021,45.0,0.0007,29.0,0.0004,89.0,0.0013,60.0,0.0009,44.0,0.0007,150.0,0.0023,0.0,0.0,9.0,0.0001,14.0,0.0002,59.0,0.0009,76.0,0.0012,179.0,0.0027,144.0,0.0022,238.0,0.0036,461.0,0.007,363.0,0.0055,424.0,0.0064,831.0,0.0126,12.0,0.0002,29.0,0.0004,42.0,0.0006,60.0,0.0009,57.0,0.0009,161.0,0.0024,581.0,0.0088,790.0,0.012,1400.0,0.0212,932.0,0.0141,1062.0,0.0161,2012.0,0.0305,36.0,0.0005,57.0,0.0009,148.0,0.0022,9959.0,0.151,11637.0,0.1765,21579.0,0.3273,89.0,0.0013,72.0,0.0011,194.0,0.0029,83.0,0.0013,64.0,0.001,155.0,0.0024,43.0,0.0007,64.0,0.001,145.0,0.0022,0.0,0.0,3.0,0.0,4.0,0.0001,18.0,0.0003,20.0,0.0003,38.0,0.0006,50.0,0.0008,217.0,0.0033,336.0,0.0051,77.0,0.0012,250.0,0.0038,397.0,0.006,19873.0,0.3014,18069.0,0.274,37891.0,0.5746,118.0,0.0018,88.0,0.0013,258.0,0.0039,37.0,0.0006,142.0,0.0022,207.0,0.0031,20087.0,0.3046,18365.0,0.2785,38405.0,0.5824,2151.0,0.0326,1846.0,0.028,4028.0,0.0611,33043.0,0.5011,32920.0,0.4992,65940.0,1.0,65940.0
Mordialloc,1568.0,0.0217,2017.0,0.0279,3545.0,0.049,2104.0,0.0291,2760.0,0.0381,4839.0,0.0669,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.003,253.0,0.0035,521.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,8213.0,0.1135,9328.0,0.1289,17569.0,0.2428,27.0,0.0004,21.0,0.0003,67.0,0.0009,1429.0,0.0198,1490.0,0.0206,2915.0,0.0403,64.0,0.0009,58.0,0.0008,186.0,0.0026,23.0,0.0003,20.0,0.0003,60.0,0.0008,38.0,0.0005,35.0,0.0005,121.0,0.0017,33.0,0.0005,72.0,0.001,96.0,0.0013,32.0,0.0004,64.0,0.0009,139.0,0.0019,246.0,0.0034,274.0,0.0038,536.0,0.0074,387.0,0.0053,477.0,0.0066,902.0,0.0125,4.0,0.0001,19.0,0.0003,36.0,0.0005,13.0,0.0002,16.0,0.0002,40.0,0.0006,509.0,0.007,745.0,0.0103,1249.0,0.0173,623.0,0.0086,807.0,0.0112,1452.0,0.0201,10.0,0.0001,6.0,0.0001,29.0,0.0004,14395.0,0.199,16843.0,0.2328,31188.0,0.431,881.0,0.0122,855.0,0.0118,1795.0,0.0248,851.0,0.0118,807.0,0.0112,1682.0,0.0232,116.0,0.0016,158.0,0.0022,286.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0021,140.0,0.0019,338.0,0.0047,75.0,0.001,89.0,0.0012,185.0,0.0026,238.0,0.0033,262.0,0.0036,541.0,0.0075,14921.0,0.2062,14503.0,0.2004,29510.0,0.4079,61.0,0.0008,28.0,0.0004,108.0,0.0015,18.0,0.0002,43.0,0.0006,105.0,0.0015,15070.0,0.2083,14672.0,0.2028,29782.0,0.4116,1691.0,0.0234,1702.0,0.0235,3376.0,0.0467,34958.0,0.4832,37371.0,0.5165,72354.0,1.0,72354.0
Mornington,103.0,0.0016,184.0,0.0028,327.0,0.005,3869.0,0.0592,5044.0,0.0771,8846.0,0.1353,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0054,514.0,0.0079,914.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,5955.0,0.091,7048.0,0.1078,13070.0,0.1998,28.0,0.0004,36.0,0.0006,96.0,0.0015,395.0,0.006,434.0,0.0066,925.0,0.0141,19.0,0.0003,33.0,0.0005,93.0,0.0014,48.0,0.0007,54.0,0.0008,119.0,0.0018,47.0,0.0007,55.0,0.0008,146.0,0.0022,14.0,0.0002,5.0,0.0001,32.0,0.0005,28.0,0.0004,62.0,0.0009,144.0,0.0022,100.0,0.0015,112.0,0.0017,215.0,0.0033,491.0,0.0075,634.0,0.0097,1211.0,0.0185,3.0,0.0,11.0,0.0002,31.0,0.0005,3.0,0.0,0.0,0.0,14.0,0.0002,847.0,0.013,1282.0,0.0196,2101.0,0.0321,446.0,0.0068,569.0,0.0087,1081.0,0.0165,3.0,0.0,5.0,0.0001,11.0,0.0002,12956.0,0.1981,16244.0,0.2484,29277.0,0.4476,58.0,0.0009,47.0,0.0007,151.0,0.0023,17.0,0.0003,29.0,0.0004,69.0,0.0011,48.0,0.0007,52.0,0.0008,128.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0004,14.0,0.0002,43.0,0.0007,18.0,0.0003,41.0,0.0006,87.0,0.0013,54.0,0.0008,61.0,0.0009,143.0,0.0022,15797.0,0.2415,15301.0,0.2339,31081.0,0.4752,38.0,0.0006,58.0,0.0009,160.0,0.0024,15.0,0.0002,67.0,0.001,115.0,0.0018,15913.0,0.2433,15562.0,0.2379,31411.0,0.4803,1747.0,0.0267,1918.0,0.0293,3672.0,0.0561,31120.0,0.4758,34305.0,0.5245,65404.0,1.0,65404.0
Morwell,152.0,0.0021,220.0,0.0031,488.0,0.0068,3168.0,0.044,4111.0,0.0571,7259.0,0.1009,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0029,355.0,0.0049,599.0,0.0083,45.0,0.0006,73.0,0.001,115.0,0.0016,6508.0,0.0905,7470.0,0.1038,13888.0,0.193,8.0,0.0001,8.0,0.0001,16.0,0.0002,298.0,0.0041,327.0,0.0045,696.0,0.0097,119.0,0.0017,154.0,0.0021,369.0,0.0051,59.0,0.0008,59.0,0.0008,133.0,0.0018,37.0,0.0005,93.0,0.0013,161.0,0.0022,10.0,0.0001,3.0,0.0,10.0,0.0001,32.0,0.0004,66.0,0.0009,117.0,0.0016,247.0,0.0034,345.0,0.0048,613.0,0.0085,708.0,0.0098,876.0,0.0122,1576.0,0.0219,23.0,0.0003,62.0,0.0009,128.0,0.0018,17.0,0.0002,33.0,0.0005,91.0,0.0013,693.0,0.0096,998.0,0.0139,1734.0,0.0241,646.0,0.009,770.0,0.0107,1378.0,0.0192,5.0,0.0001,16.0,0.0002,25.0,0.0003,13242.0,0.1841,16014.0,0.2226,29317.0,0.4075,131.0,0.0018,124.0,0.0017,274.0,0.0038,259.0,0.0036,232.0,0.0032,554.0,0.0077,10.0,0.0001,5.0,0.0001,16.0,0.0002,7.0,0.0001,0.0,0.0,7.0,0.0001,63.0,0.0009,43.0,0.0006,136.0,0.0019,58.0,0.0008,119.0,0.0017,221.0,0.0031,139.0,0.0019,191.0,0.0027,366.0,0.0051,17546.0,0.2439,16411.0,0.2281,33882.0,0.471,73.0,0.001,35.0,0.0005,119.0,0.0017,11.0,0.0002,28.0,0.0004,56.0,0.0008,17708.0,0.2461,16552.0,0.2301,34230.0,0.4758,3312.0,0.046,3178.0,0.0442,6516.0,0.0906,35099.0,0.4879,36796.0,0.5115,71940.0,1.0,71940.0
Mulgrave,4539.0,0.0589,5316.0,0.069,9884.0,0.1283,1125.0,0.0146,1534.0,0.0199,2699.0,0.035,6.0,0.0001,21.0,0.0003,36.0,0.0005,410.0,0.0053,455.0,0.0059,951.0,0.0123,0.0,0.0,0.0,0.0,4.0,0.0001,7712.0,0.1001,8321.0,0.108,16092.0,0.209,66.0,0.0009,67.0,0.0009,176.0,0.0023,2455.0,0.0319,2623.0,0.0341,5160.0,0.067,39.0,0.0005,64.0,0.0008,157.0,0.002,26.0,0.0003,47.0,0.0006,95.0,0.0012,21.0,0.0003,18.0,0.0002,82.0,0.0011,240.0,0.0031,248.0,0.0032,517.0,0.0067,112.0,0.0015,145.0,0.0019,303.0,0.0039,297.0,0.0039,313.0,0.0041,711.0,0.0092,354.0,0.0046,359.0,0.0047,753.0,0.0098,7.0,0.0001,17.0,0.0002,41.0,0.0005,74.0,0.001,75.0,0.001,171.0,0.0022,455.0,0.0059,684.0,0.0089,1180.0,0.0153,902.0,0.0117,1067.0,0.0139,1972.0,0.0256,15.0,0.0002,17.0,0.0002,42.0,0.0005,14818.0,0.1924,16560.0,0.215,31387.0,0.4076,2024.0,0.0263,1643.0,0.0213,3588.0,0.0466,3044.0,0.0395,2553.0,0.0332,5609.0,0.0728,20.0,0.0003,51.0,0.0007,82.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0131,802.0,0.0104,1853.0,0.0241,151.0,0.002,160.0,0.0021,336.0,0.0044,1206.0,0.0157,968.0,0.0126,2293.0,0.0298,10336.0,0.1342,8916.0,0.1158,19177.0,0.249,37.0,0.0005,17.0,0.0002,81.0,0.0011,10.0,0.0001,15.0,0.0002,44.0,0.0006,10462.0,0.1358,8975.0,0.1165,19345.0,0.2512,2437.0,0.0316,2270.0,0.0295,4714.0,0.0612,38615.0,0.5014,38333.0,0.4977,77013.0,1.0,77013.0
