district,M_15_19_yr_Married_pc,M_15_19_yr_Separated_pc,M_15_19_yr_Divorced_pc,M_15_19_yr_Widowed_pc,M_15_19_yr_Never_married_pc,M_15_19_yr_Tot_pc,M_20_24_yr_Married_pc,M_20_24_yr_Separated_pc,M_20_24_yr_Divorced_pc,M_20_24_yr_Widowed_pc,M_20_24_yr_Never_married_pc,M_20_24_yr_Tot_pc,M_25_34_yr_Married_pc,M_25_34_yr_Separated_pc,M_25_34_yr_Divorced_pc,M_25_34_yr_Widowed_pc,M_25_34_yr_Never_married_pc,M_25_34_yr_Tot_pc,M_35_44_yr_Married_pc,M_35_44_yr_Separated_pc,M_35_44_yr_Divorced_pc,M_35_44_yr_Widowed_pc,M_35_44_yr_Never_married_pc,M_35_44_yr_Tot_pc,M_45_54_yr_Married_pc,M_45_54_yr_Separated_pc,M_45_54_yr_Divorced_pc,M_45_54_yr_Widowed_pc,M_45_54_yr_Never_married_pc,M_45_54_yr_Tot_pc,M_55_64_yr_Married_pc,M_55_64_yr_Separated_pc,M_55_64_yr_Divorced_pc,M_55_64_yr_Widowed_pc,M_55_64_yr_Never_married_pc,M_55_64_yr_Tot_pc,M_65_74_yr_Married_pc,M_65_74_yr_Separated_pc,M_65_74_yr_Divorced_pc,M_65_74_yr_Widowed_pc,M_65_74_yr_Never_married_pc,M_65_74_yr_Tot_pc,M_75_84_yr_Married_pc,M_75_84_yr_Separated_pc,M_75_84_yr_Divorced_pc,M_75_84_yr_Widowed_pc,M_75_84_yr_Never_married_pc,M_75_84_yr_Tot_pc,M_85ov_Married_pc,M_85ov_Separated_pc,M_85ov_Divorced_pc,M_85ov_Widowed_pc,M_85ov_Never_married_pc,M_85ov_Tot_pc,M_Tot_Married_pc,M_Tot_Separated_pc,M_Tot_Divorced_pc,M_Tot_Widowed_pc,M_Tot_Never_married_pc,M_Tot_Tot_pc,F_15_19_yr_Married_pc,F_15_19_yr_Separated_pc,F_15_19_yr_Divorced_pc,F_15_19_yr_Widowed_pc,F_15_19_yr_Never_married_pc,F_15_19_yr_Tot_pc,F_20_24_yr_Married_pc,F_20_24_yr_Separated_pc,F_20_24_yr_Divorced_pc,F_20_24_yr_Widowed_pc,F_20_24_yr_Never_married_pc,F_20_24_yr_Tot_pc,F_25_34_yr_Married_pc,F_25_34_yr_Separated_pc,F_25_34_yr_Divorced_pc,F_25_34_yr_Widowed_pc,F_25_34_yr_Never_married_pc,F_25_34_yr_Tot_pc,F_35_44_yr_Married_pc,F_35_44_yr_Separated_pc,F_35_44_yr_Divorced_pc,F_35_44_yr_Widowed_pc,F_35_44_yr_Never_married_pc,F_35_44_yr_Tot_pc,F_45_54_yr_Married_pc,F_45_54_yr_Separated_pc,F_45_54_yr_Divorced_pc,F_45_54_yr_Widowed_pc,F_45_54_yr_Never_married_pc,F_45_54_yr_Tot_pc,F_55_64_yr_Married_pc,F_55_64_yr_Separated_pc,F_55_64_yr_Divorced_pc,F_55_64_yr_Widowed_pc,F_55_64_yr_Never_married_pc,F_55_64_yr_Tot_pc,F_65_74_yr_Married_pc,F_65_74_yr_Separated_pc,F_65_74_yr_Divorced_pc,F_65_74_yr_Widowed_pc,F_65_74_yr_Never_married_pc,F_65_74_yr_Tot_pc,F_75_84_yr_Married_pc,F_75_84_yr_Separated_pc,F_75_84_yr_Divorced_pc,F_75_84_yr_Widowed_pc,F_75_84_yr_Never_married_pc,F_75_84_yr_Tot_pc,F_85ov_Married_pc,F_85ov_Separated_pc,F_85ov_Divorced_pc,F_85ov_Widowed_pc,F_85ov_Never_married_pc,F_85ov_Tot_pc,F_Tot_Married_pc,F_Tot_Separated_pc,F_Tot_Divorced_pc,F_Tot_Widowed_pc,F_Tot_Never_married_pc,F_Tot_Tot_pc,P_15_19_yr_Married_pc,P_15_19_yr_Separated_pc,P_15_19_yr_Divorced_pc,P_15_19_yr_Widowed_pc,P_15_19_yr_Never_married_pc,P_15_19_yr_Tot_pc,P_20_24_yr_Married_pc,P_20_24_yr_Separated_pc,P_20_24_yr_Divorced_pc,P_20_24_yr_Widowed_pc,P_20_24_yr_Never_married_pc,P_20_24_yr_Tot_pc,P_25_34_yr_Married_pc,P_25_34_yr_Separated_pc,P_25_34_yr_Divorced_pc,P_25_34_yr_Widowed_pc,P_25_34_yr_Never_married_pc,P_25_34_yr_Tot_pc,P_35_44_yr_Married_pc,P_35_44_yr_Separated_pc,P_35_44_yr_Divorced_pc,P_35_44_yr_Widowed_pc,P_35_44_yr_Never_married_pc,P_35_44_yr_Tot_pc,P_45_54_yr_Married_pc,P_45_54_yr_Separated_pc,P_45_54_yr_Divorced_pc,P_45_54_yr_Widowed_pc,P_45_54_yr_Never_married_pc,P_45_54_yr_Tot_pc,P_55_64_yr_Married_pc,P_55_64_yr_Separated_pc,P_55_64_yr_Divorced_pc,P_55_64_yr_Widowed_pc,P_55_64_yr_Never_married_pc,P_55_64_yr_Tot_pc,P_65_74_yr_Married_pc,P_65_74_yr_Separated_pc,P_65_74_yr_Divorced_pc,P_65_74_yr_Widowed_pc,P_65_74_yr_Never_married_pc,P_65_74_yr_Tot_pc,P_75_84_yr_Married_pc,P_75_84_yr_Separated_pc,P_75_84_yr_Divorced_pc,P_75_84_yr_Widowed_pc,P_75_84_yr_Never_married_pc,P_75_84_yr_Tot_pc,P_85ov_Married_pc,P_85ov_Separated_pc,P_85ov_Divorced_pc,P_85ov_Widowed_pc,P_85ov_Never_married_pc,P_85ov_Tot_pc,P_Tot_Married_pc,P_Tot_Separated_pc,P_Tot_Divorced_pc,P_Tot_Widowed_pc,P_Tot_Never_married_pc,P_Tot_Tot_pc
Mildura,0.0,0.0,0.0,0.0,0.0355,0.0355,0.0003,0.0001,0.0,0.0,0.0334,0.0346,0.023,0.0003,0.0007,0.0001,0.0541,0.0788,0.0386,0.0027,0.0031,0.0,0.0226,0.0701,0.0417,0.0038,0.0073,0.0003,0.0184,0.0737,0.0487,0.0043,0.0134,0.0007,0.0123,0.0823,0.0446,0.0025,0.011,0.0023,0.0062,0.0696,0.0251,0.0006,0.0036,0.0033,0.0013,0.0361,0.0064,0.0001,0.0001,0.0032,0.0002,0.0127,0.2307,0.0184,0.0427,0.0141,0.1877,0.4945,0.0,0.0,0.0,0.0,0.0322,0.0322,0.0011,0.0,0.0,0.0,0.0282,0.0304,0.0279,0.0015,0.001,0.0001,0.047,0.08,0.0403,0.0033,0.0043,0.0001,0.0227,0.0718,0.0432,0.005,0.0108,0.001,0.0139,0.0764,0.0491,0.0038,0.0154,0.0037,0.0084,0.0831,0.0413,0.0015,0.0105,0.0099,0.002,0.0685,0.0186,0.0,0.0028,0.0164,0.0005,0.0403,0.0032,0.0,0.0005,0.0166,0.0001,0.0222,0.2256,0.0205,0.0497,0.051,0.1583,0.5055,0.0,0.0,0.0,0.0,0.068,0.068,0.0018,0.0001,0.0,0.0,0.063,0.0655,0.0528,0.0028,0.0018,0.0002,0.1022,0.1594,0.0793,0.0082,0.0079,0.0001,0.0457,0.1423,0.085,0.0099,0.0199,0.0012,0.0334,0.1506,0.0972,0.0087,0.0303,0.0053,0.0211,0.1647,0.0861,0.0047,0.021,0.0138,0.0091,0.1372,0.0428,0.0009,0.0075,0.0209,0.0023,0.0782,0.0103,0.0001,0.0009,0.021,0.0004,0.0348,0.4565,0.0388,0.0922,0.0661,0.3469,1.0
Mill Park,0.0,0.0,0.0,0.0,0.0406,0.0405,0.0002,0.0,0.0,0.0,0.0415,0.0428,0.0297,0.0004,0.0002,0.0,0.0597,0.0908,0.0605,0.0018,0.0027,0.0,0.0214,0.0887,0.0563,0.0027,0.0067,0.0,0.0117,0.0787,0.053,0.003,0.0078,0.0005,0.0049,0.0722,0.0375,0.0009,0.0037,0.0013,0.001,0.0478,0.0149,0.0003,0.0009,0.0018,0.0004,0.0206,0.0029,0.0,0.0002,0.0017,0.0002,0.0064,0.2554,0.0136,0.0274,0.0082,0.1836,0.49,0.0,0.0,0.0,0.0,0.037,0.0372,0.0015,0.0,0.0,0.0,0.0359,0.0381,0.0397,0.0014,0.0011,0.0,0.0468,0.0899,0.0631,0.0036,0.0048,0.0001,0.0167,0.089,0.0579,0.0041,0.0108,0.0002,0.0102,0.0867,0.0515,0.0031,0.015,0.0027,0.0041,0.0802,0.0313,0.0012,0.0077,0.0077,0.0011,0.0503,0.0097,0.0003,0.0016,0.0102,0.0001,0.0245,0.0016,0.0,0.0003,0.0101,0.0001,0.013,0.2571,0.0179,0.0447,0.0349,0.1543,0.51,0.0,0.0,0.0,0.0,0.0768,0.077,0.0022,0.0,0.0,0.0,0.0793,0.0822,0.0693,0.0021,0.0022,0.0,0.1069,0.1813,0.1242,0.0063,0.0088,0.0001,0.0378,0.1789,0.1144,0.0077,0.0187,0.0004,0.0224,0.1654,0.1051,0.0074,0.0237,0.0047,0.0101,0.1518,0.0664,0.0035,0.012,0.0104,0.0024,0.0974,0.0252,0.0007,0.0032,0.0129,0.0005,0.0455,0.0052,0.0001,0.0005,0.0119,0.0004,0.0201,0.5126,0.0319,0.0713,0.0449,0.3391,1.0
Monbulk,0.0,0.0,0.0,0.0,0.0414,0.0415,0.0001,0.0,0.0,0.0,0.0335,0.0339,0.017,0.0,0.0002,0.0,0.0467,0.0654,0.0478,0.0009,0.0028,0.0,0.0247,0.0803,0.0569,0.0034,0.0074,0.0001,0.022,0.0915,0.0549,0.0022,0.0112,0.0004,0.0116,0.0832,0.0446,0.0014,0.0093,0.0016,0.0045,0.0643,0.0197,0.0003,0.0023,0.0021,0.0008,0.0286,0.0026,0.0,0.0002,0.0013,0.0001,0.0062,0.2463,0.0132,0.0385,0.0098,0.1872,0.4953,0.0,0.0,0.0,0.0,0.0353,0.0354,0.0001,0.0,0.0,0.0,0.0287,0.0289,0.0236,0.0006,0.0003,0.0,0.0402,0.0662,0.0545,0.0015,0.0047,0.0,0.0232,0.0861,0.0581,0.0041,0.0114,0.0001,0.0188,0.0951,0.0542,0.0032,0.0149,0.0024,0.0081,0.0869,0.0397,0.0018,0.0126,0.0051,0.0029,0.0651,0.0126,0.0001,0.0039,0.0081,0.0002,0.0282,0.0013,0.0,0.0001,0.0069,0.0,0.0096,0.2465,0.0166,0.0534,0.0277,0.1613,0.5048,0.0,0.0,0.0,0.0,0.0773,0.0773,0.0004,0.0,0.0,0.0,0.0626,0.0633,0.0409,0.0006,0.0011,0.0001,0.0861,0.1306,0.1031,0.0039,0.009,0.0,0.0497,0.1657,0.1144,0.0097,0.0209,0.0007,0.0406,0.1871,0.11,0.0072,0.0274,0.0039,0.0212,0.1705,0.085,0.004,0.0217,0.0081,0.0086,0.1301,0.0328,0.0004,0.0076,0.011,0.0013,0.0567,0.0053,0.0,0.0006,0.0095,0.0002,0.017,0.4923,0.03,0.0919,0.0379,0.3483,1.0
Mordialloc,0.0,0.0,0.0,0.0,0.0385,0.0387,0.0001,0.0,0.0,0.0,0.0349,0.0351,0.0186,0.0003,0.0003,0.0,0.0488,0.0683,0.0606,0.0016,0.0032,0.0001,0.0216,0.0891,0.0629,0.0024,0.008,0.0,0.0158,0.0906,0.0497,0.0023,0.009,0.0003,0.0088,0.0721,0.0343,0.001,0.0053,0.0014,0.0033,0.0482,0.0173,0.0001,0.0023,0.002,0.0008,0.0247,0.0042,0.0,0.0003,0.002,0.0,0.0088,0.2496,0.0111,0.0295,0.0098,0.1734,0.4759,0.0,0.0,0.0,0.0,0.0375,0.0376,0.0003,0.0,0.0,0.0,0.0321,0.033,0.0266,0.0009,0.0006,0.0,0.0439,0.0734,0.0658,0.0022,0.0058,0.0001,0.0214,0.0987,0.0641,0.0046,0.0121,0.0009,0.0153,0.1,0.0474,0.002,0.014,0.0026,0.0084,0.0757,0.0309,0.0015,0.0101,0.0064,0.0029,0.0537,0.0133,0.0003,0.0045,0.011,0.001,0.0331,0.0017,0.0,0.0008,0.0117,0.0004,0.0162,0.2531,0.0164,0.0514,0.0364,0.1664,0.523,0.0,0.0,0.0,0.0,0.0773,0.0776,0.0011,0.0,0.0,0.0,0.0672,0.0687,0.0458,0.0013,0.0013,0.0,0.0935,0.1423,0.1272,0.0046,0.01,0.0003,0.044,0.187,0.1269,0.0081,0.0214,0.0011,0.0311,0.1887,0.0972,0.0057,0.023,0.0041,0.0169,0.1482,0.0659,0.0033,0.0162,0.0082,0.0067,0.1016,0.0313,0.0006,0.008,0.0147,0.0022,0.0589,0.0072,0.0,0.0015,0.0153,0.0007,0.0257,0.5027,0.0268,0.0826,0.0466,0.3402,1.0
Mornington,0.0,0.0,0.0,0.0,0.0404,0.0404,0.0,0.0,0.0,0.0,0.0269,0.0267,0.0101,0.0002,0.0001,0.0,0.0287,0.0391,0.0417,0.0014,0.0015,0.0,0.0148,0.0616,0.0595,0.0026,0.0077,0.0001,0.013,0.0844,0.0522,0.0023,0.0089,0.0002,0.0068,0.0747,0.0545,0.001,0.0076,0.0012,0.0028,0.0704,0.039,0.0001,0.0037,0.0046,0.0009,0.0519,0.0124,0.0,0.0005,0.0045,0.0001,0.0187,0.2696,0.0113,0.0344,0.0144,0.1379,0.4675,0.0,0.0,0.0,0.0,0.0389,0.039,0.0,0.0,0.0,0.0,0.0256,0.0257,0.0139,0.0003,0.0003,0.0,0.0248,0.0402,0.0488,0.0013,0.0038,0.0001,0.0169,0.0721,0.0634,0.0042,0.0125,0.0003,0.0135,0.096,0.0514,0.0026,0.0159,0.0019,0.0071,0.0827,0.0537,0.0017,0.0168,0.0095,0.0033,0.0879,0.0326,0.0008,0.0075,0.0193,0.0014,0.0635,0.0054,0.0,0.0011,0.0193,0.0006,0.028,0.27,0.015,0.0611,0.0534,0.1336,0.5322,0.0,0.0,0.0,0.0,0.0794,0.0794,0.0002,0.0,0.0,0.0,0.0516,0.0519,0.0241,0.0007,0.0004,0.0,0.0524,0.0793,0.0912,0.0039,0.0072,0.0001,0.0309,0.1338,0.1225,0.008,0.0204,0.0007,0.0271,0.1808,0.1047,0.006,0.0259,0.0028,0.0147,0.1553,0.1074,0.0039,0.0253,0.0124,0.007,0.1576,0.0726,0.0015,0.0128,0.0246,0.0025,0.1144,0.0188,0.0001,0.0021,0.0239,0.0009,0.0462,0.5395,0.027,0.096,0.0678,0.2702,1.0
Morwell,0.0,0.0,0.0,0.0001,0.0353,0.0353,0.0,0.0,0.0,0.0,0.0335,0.0339,0.0185,0.0005,0.0001,0.0,0.0545,0.076,0.0329,0.003,0.0036,0.0,0.0257,0.0679,0.0352,0.0043,0.0093,0.0002,0.0194,0.0711,0.0442,0.0036,0.0145,0.0009,0.0133,0.0791,0.0446,0.0026,0.0134,0.0027,0.006,0.0713,0.0246,0.0007,0.0037,0.0041,0.0012,0.038,0.0058,0.0001,0.0004,0.0038,0.0001,0.0119,0.2059,0.0195,0.0473,0.0155,0.1929,0.4828,0.0,0.0,0.0,0.0,0.0325,0.0327,0.0002,0.0001,0.0,0.0,0.0331,0.0343,0.024,0.0014,0.0008,0.0,0.0514,0.0801,0.0352,0.0043,0.0064,0.0002,0.025,0.0731,0.0371,0.0051,0.0136,0.0008,0.0161,0.0762,0.0461,0.004,0.0188,0.005,0.0086,0.0851,0.042,0.003,0.0137,0.0124,0.0026,0.0741,0.0192,0.0003,0.0037,0.0179,0.0004,0.0426,0.0023,0.0,0.0003,0.0148,0.0006,0.0195,0.208,0.0228,0.0592,0.053,0.173,0.5178,0.0,0.0,0.0,0.0001,0.0693,0.0693,0.0008,0.0002,0.0,0.0,0.0667,0.068,0.0429,0.0028,0.0016,0.0,0.1061,0.1555,0.069,0.0074,0.0098,0.0004,0.0519,0.1386,0.0722,0.0114,0.0226,0.0011,0.0379,0.1464,0.0903,0.0087,0.0338,0.0067,0.0228,0.1636,0.0857,0.0072,0.0263,0.0163,0.0094,0.1453,0.0436,0.0016,0.0088,0.0226,0.0018,0.0802,0.0092,0.0002,0.0008,0.0194,0.0006,0.0304,0.4133,0.0425,0.1073,0.069,0.3667,1.0
Mulgrave,0.0,0.0,0.0,0.0,0.0311,0.0312,0.0007,0.0,0.0,0.0,0.0411,0.043,0.032,0.001,0.001,0.0,0.0646,0.0998,0.0539,0.0015,0.0041,0.0001,0.0215,0.0831,0.0463,0.0015,0.0066,0.0002,0.0153,0.0714,0.0409,0.0027,0.007,0.0005,0.0081,0.0623,0.0399,0.0014,0.0058,0.0008,0.0034,0.0538,0.0291,0.0006,0.0019,0.0042,0.0007,0.0392,0.0089,0.0,0.0003,0.0041,0.0002,0.0153,0.2535,0.0129,0.0306,0.0137,0.1884,0.4983,0.0,0.0,0.0,0.0,0.0281,0.0281,0.0027,0.0001,0.0,0.0,0.0321,0.0362,0.0416,0.0011,0.0024,0.0,0.0407,0.0867,0.0544,0.0024,0.0057,0.0002,0.015,0.0806,0.0465,0.0027,0.0104,0.0007,0.0102,0.0723,0.0401,0.0021,0.0116,0.0035,0.0052,0.0651,0.0384,0.0013,0.0081,0.01,0.0029,0.0639,0.0219,0.0001,0.0029,0.016,0.0008,0.0428,0.0045,0.0,0.0008,0.0179,0.0004,0.0255,0.2508,0.0139,0.0456,0.0514,0.1385,0.5012,0.0,0.0,0.0,0.0,0.0593,0.0593,0.0043,0.0001,0.0,0.0,0.0741,0.0786,0.0738,0.0025,0.0042,0.0001,0.1055,0.1867,0.1087,0.0053,0.0101,0.0004,0.037,0.1633,0.092,0.005,0.017,0.0013,0.0252,0.1436,0.0808,0.0053,0.02,0.0049,0.015,0.1268,0.079,0.0033,0.0148,0.0119,0.0065,0.1174,0.0506,0.0011,0.0056,0.021,0.0022,0.0824,0.014,0.0002,0.0012,0.0238,0.0007,0.0415,0.5041,0.0282,0.076,0.0667,0.3254,1.0
Murray Plains,0.0,0.0,0.0,0.0,0.0353,0.0355,0.0001,0.0,0.0,0.0,0.0304,0.0306,0.0177,0.0002,0.0001,0.0,0.0435,0.0624,0.0351,0.0018,0.0025,0.0,0.0198,0.0609,0.0412,0.0028,0.0078,0.0001,0.0165,0.0713,0.0531,0.0026,0.0136,0.001,0.0127,0.0864,0.0525,0.0029,0.0118,0.0027,0.0067,0.0794,0.0335,0.0008,0.0045,0.0057,0.0011,0.0461,0.0078,0.0,0.0002,0.0053,0.0002,0.0167,0.2412,0.0188,0.0447,0.0177,0.1671,0.49,0.0,0.0,0.0,0.0,0.0309,0.031,0.0007,0.0,0.0,0.0,0.0277,0.0298,0.0219,0.0011,0.0005,0.0,0.0399,0.0665,0.0377,0.0031,0.004,0.0002,0.0181,0.0661,0.0444,0.0045,0.0101,0.0003,0.0136,0.0747,0.0538,0.003,0.0144,0.004,0.0079,0.0879,0.0482,0.0018,0.0117,0.0103,0.0022,0.077,0.0255,0.0005,0.0045,0.0179,0.0005,0.0508,0.004,0.0001,0.0004,0.0184,0.0001,0.0244,0.24,0.0198,0.0496,0.0548,0.1462,0.5108,0.0,0.0,0.0,0.0,0.0674,0.0676,0.0017,0.0,0.0,0.0,0.0587,0.0609,0.0398,0.0019,0.0009,0.0,0.0841,0.1299,0.074,0.0053,0.0075,0.0003,0.0371,0.1273,0.0855,0.0099,0.0191,0.0008,0.0295,0.1473,0.1088,0.0071,0.0286,0.0056,0.0217,0.1744,0.1008,0.0063,0.0236,0.0147,0.0099,0.1585,0.0574,0.0014,0.0097,0.0239,0.0026,0.0973,0.0123,0.0001,0.0009,0.0239,0.0005,0.0405,0.4815,0.0381,0.0943,0.074,0.3147,1.0
Narracan,0.0,0.0,0.0,0.0,0.035,0.0351,0.0001,0.0,0.0,0.0001,0.0306,0.0314,0.0235,0.0006,0.0006,0.0,0.0448,0.0715,0.042,0.0015,0.0031,0.0,0.0209,0.0693,0.0437,0.0029,0.0087,0.0003,0.0159,0.072,0.051,0.0027,0.0115,0.0005,0.0108,0.0779,0.0511,0.0017,0.0096,0.0019,0.0039,0.0734,0.0295,0.0004,0.0027,0.0031,0.0007,0.0405,0.0052,0.0001,0.0002,0.0034,0.0002,0.0101,0.2476,0.0148,0.0402,0.0128,0.1672,0.4828,0.0,0.0,0.0,0.0,0.0355,0.0354,0.0007,0.0,0.0,0.0,0.0298,0.0306,0.0299,0.0014,0.0011,0.0,0.0461,0.0798,0.0436,0.0031,0.0052,0.0001,0.0197,0.0717,0.0482,0.004,0.0114,0.0007,0.0131,0.0792,0.0535,0.0032,0.0161,0.0038,0.0073,0.086,0.0488,0.0012,0.0117,0.0083,0.0028,0.0758,0.0216,0.0001,0.0038,0.0136,0.0002,0.0416,0.0015,0.0001,0.0003,0.0117,0.0002,0.0161,0.2482,0.0163,0.0526,0.0419,0.1568,0.518,0.0,0.0,0.0,0.0,0.0707,0.0708,0.0013,0.0,0.0,0.0001,0.0607,0.0623,0.0523,0.0027,0.0019,0.0,0.0912,0.15,0.0846,0.0054,0.0089,0.0002,0.0392,0.142,0.0909,0.0087,0.02,0.0011,0.0294,0.152,0.1053,0.0069,0.0274,0.005,0.0187,0.1643,0.0982,0.0042,0.0226,0.0119,0.0082,0.1468,0.0515,0.0009,0.0078,0.0174,0.0015,0.0826,0.0079,0.0002,0.0008,0.0155,0.0002,0.0276,0.4958,0.0323,0.0922,0.0558,0.3243,1.0
Narre Warren North,0.0,0.0,0.0,0.0,0.0393,0.0393,0.0007,0.0,0.0,0.0,0.0434,0.0446,0.0284,0.0003,0.0007,0.0,0.0573,0.0887,0.0537,0.0014,0.0033,0.0,0.0192,0.0805,0.0531,0.0025,0.0061,0.0,0.0115,0.0754,0.0576,0.0027,0.0081,0.0003,0.0067,0.0781,0.0424,0.0012,0.0048,0.001,0.0009,0.0537,0.0182,0.0004,0.0016,0.0023,0.0002,0.0254,0.0042,0.0,0.0,0.002,0.0,0.0076,0.2591,0.0132,0.0294,0.0097,0.1818,0.4938,0.0,0.0,0.0,0.0,0.0364,0.0366,0.0015,0.0001,0.0,0.0,0.0368,0.0391,0.0377,0.0012,0.0012,0.0,0.0438,0.0865,0.0558,0.0035,0.0051,0.0001,0.0154,0.0821,0.0562,0.0027,0.0111,0.0004,0.011,0.0818,0.0555,0.0036,0.0126,0.0029,0.0045,0.0832,0.0351,0.0012,0.0075,0.0083,0.001,0.057,0.0122,0.0002,0.0022,0.0104,0.0001,0.0278,0.0019,0.0001,0.0002,0.0098,0.0001,0.013,0.2572,0.016,0.0442,0.036,0.1506,0.5052,0.0,0.0,0.0,0.0,0.0749,0.0749,0.0025,0.0001,0.0,0.0,0.0809,0.0844,0.0666,0.0017,0.0026,0.0,0.1004,0.1741,0.1099,0.0058,0.0098,0.0001,0.0355,0.1628,0.1085,0.0065,0.0165,0.0007,0.0224,0.1557,0.1131,0.0074,0.0207,0.0048,0.0124,0.161,0.0777,0.0038,0.0137,0.0103,0.0029,0.111,0.0312,0.0008,0.0048,0.0138,0.0005,0.0528,0.0068,0.0001,0.0003,0.0126,0.0003,0.022,0.5163,0.0299,0.0746,0.0472,0.3317,1.0
Narre Warren South,0.0,0.0,0.0,0.0,0.0487,0.0488,0.0004,0.0,0.0,0.0,0.05,0.0512,0.0343,0.0006,0.0006,0.0,0.0542,0.0906,0.0724,0.0021,0.0036,0.0001,0.0183,0.0976,0.0657,0.0017,0.0066,0.0002,0.0102,0.0861,0.0502,0.0024,0.0079,0.0005,0.0047,0.0677,0.0276,0.0007,0.0034,0.0013,0.0009,0.0364,0.0103,0.0004,0.0009,0.0011,0.0001,0.0155,0.0011,0.0,0.0,0.0005,0.0001,0.0024,0.2635,0.0123,0.026,0.0056,0.1891,0.4971,0.0,0.0,0.0,0.0,0.0475,0.0476,0.003,0.0,0.0,0.0,0.0425,0.0464,0.0493,0.0016,0.0015,0.0,0.04,0.0941,0.0732,0.0036,0.0057,0.0001,0.0143,0.0997,0.062,0.0038,0.0114,0.0014,0.0085,0.0889,0.0439,0.0028,0.0105,0.0036,0.003,0.0674,0.0215,0.0008,0.0053,0.0069,0.0007,0.0369,0.0062,0.0001,0.0009,0.0063,0.0001,0.0161,0.0002,0.0,0.0002,0.003,0.0,0.0045,0.2601,0.017,0.0388,0.0266,0.1595,0.5027,0.0001,0.0,0.0,0.0,0.0963,0.0969,0.0043,0.0,0.0,0.0,0.0923,0.0978,0.0826,0.0029,0.0033,0.0,0.0941,0.1844,0.1444,0.0069,0.011,0.0003,0.0334,0.197,0.1271,0.007,0.0182,0.0019,0.0199,0.1763,0.0928,0.0053,0.0187,0.0051,0.0093,0.1343,0.0485,0.0023,0.0097,0.0088,0.002,0.073,0.0176,0.0005,0.0023,0.0087,0.0001,0.0319,0.0025,0.0,0.0002,0.0038,0.0001,0.0092,0.5233,0.0292,0.0653,0.0326,0.3479,1.0
Nepean,0.0,0.0,0.0,0.0,0.0269,0.0269,0.0,0.0,0.0,0.0,0.0218,0.022,0.0099,0.0001,0.0001,0.0,0.0355,0.0464,0.0255,0.0013,0.0022,0.0,0.0204,0.0526,0.0356,0.0045,0.0096,0.0001,0.021,0.0709,0.0491,0.0036,0.0138,0.0004,0.0126,0.0819,0.0683,0.0041,0.0146,0.0027,0.0061,0.0966,0.0438,0.0009,0.0061,0.006,0.0014,0.0609,0.0125,0.0003,0.0007,0.0059,0.0001,0.0214,0.2462,0.0185,0.0499,0.0186,0.1464,0.4803,0.0,0.0,0.0,0.0,0.0248,0.0248,0.0003,0.0,0.0,0.0,0.0218,0.0224,0.0139,0.0004,0.0005,0.0,0.0333,0.0493,0.0307,0.0022,0.0033,0.0001,0.0188,0.0575,0.0375,0.0044,0.0126,0.0001,0.0179,0.0749,0.0545,0.0046,0.0199,0.0026,0.0102,0.0927,0.0661,0.0023,0.0186,0.0108,0.0039,0.1023,0.0357,0.0006,0.0082,0.019,0.0018,0.067,0.0057,0.0001,0.0009,0.0177,0.0004,0.0273,0.2445,0.019,0.0657,0.0532,0.1351,0.5185,0.0,0.0,0.0,0.0,0.052,0.0521,0.0003,0.0,0.0,0.0,0.0437,0.0439,0.0247,0.0008,0.0007,0.0,0.0692,0.0972,0.0561,0.0041,0.0072,0.0002,0.039,0.1092,0.0727,0.0097,0.0223,0.0006,0.0381,0.1454,0.1046,0.0081,0.0329,0.0037,0.0234,0.1744,0.134,0.007,0.0331,0.0144,0.0112,0.2005,0.078,0.0024,0.0156,0.0261,0.0034,0.1266,0.0185,0.0006,0.002,0.0244,0.0008,0.0484,0.4899,0.0374,0.1162,0.0723,0.2819,1.0
