district,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp,Tot_P_Tot_resp_total
Brunswick,551.0,2836.0,2291.0,11417.0,26.0,17121.0,0.0,8.0,8.0,355.0,0.0,371.0,2414.0,76.0,189.0,215.0,3.0,2898.0,324.0,19.0,12.0,140.0,0.0,495.0,432.0,154.0,86.0,468.0,0.0,1141.0,4736.0,2608.0,2029.0,12609.0,75.0,22057.0,390.0,0.0,85.0,21.0,0.0,496.0,395.0,41.0,67.0,163.0,0.0,666.0,851.0,260.0,191.0,1611.0,0.0,2913.0,2343.0,336.0,112.0,801.0,6.0,3597.0,71.0,26.0,6.0,55.0,0.0,158.0,877.0,72.0,31.0,32.0,0.0,1012.0,1691.0,863.0,676.0,7548.0,23.0,10801.0,3905.0,818.0,367.0,2455.0,18.0,7562.0,100.0,0.0,3.0,3.0,0.0,106.0,587.0,43.0,61.0,108.0,0.0,799.0,95.0,8.0,9.0,66.0,0.0,178.0,198.0,64.0,15.0,179.0,0.0,457.0,140.0,14.0,3.0,4.0,0.0,161.0,447.0,67.0,48.0,16.0,0.0,578.0,282.0,80.0,65.0,291.0,0.0,718.0,159.0,0.0,7.0,38.0,0.0,204.0,9.0,0.0,0.0,0.0,0.0,9.0,1472.0,762.0,592.0,5136.0,3.0,7965.0,139.0,11.0,7.0,14.0,0.0,171.0,109.0,32.0,7.0,10.0,0.0,158.0,394.0,16.0,25.0,48.0,0.0,484.0,160.0,11.0,10.0,12.0,0.0,193.0,621.0,16.0,23.0,12.0,0.0,672.0,156.0,32.0,16.0,268.0,0.0,472.0,6489.0,1061.0,983.0,1399.0,23.0,9954.0,286.0,11.0,12.0,164.0,2228.0,2701.0,25599.0,6214.0,4923.0,28945.0,2523.0,68204.0,68204.0
Bulleen,1053.0,1291.0,1112.0,7138.0,57.0,10651.0,0.0,5.0,0.0,118.0,0.0,123.0,20191.0,156.0,370.0,187.0,109.0,21013.0,355.0,32.0,25.0,88.0,0.0,499.0,257.0,36.0,13.0,112.0,0.0,417.0,2942.0,1066.0,821.0,6976.0,79.0,11884.0,441.0,23.0,43.0,0.0,0.0,507.0,96.0,6.0,7.0,32.0,0.0,141.0,451.0,68.0,46.0,590.0,3.0,1159.0,4697.0,483.0,341.0,1680.0,39.0,7241.0,118.0,10.0,6.0,13.0,4.0,151.0,2073.0,29.0,52.0,26.0,0.0,2180.0,547.0,192.0,123.0,2670.0,8.0,3539.0,4687.0,753.0,251.0,2414.0,51.0,8155.0,733.0,4.0,5.0,0.0,0.0,742.0,586.0,66.0,49.0,100.0,5.0,805.0,437.0,29.0,3.0,136.0,4.0,609.0,189.0,31.0,16.0,87.0,0.0,323.0,20.0,4.0,4.0,9.0,0.0,37.0,90.0,52.0,31.0,6.0,0.0,179.0,268.0,9.0,17.0,37.0,0.0,331.0,126.0,3.0,24.0,18.0,0.0,171.0,6.0,0.0,6.0,0.0,0.0,12.0,514.0,238.0,152.0,2160.0,0.0,3063.0,123.0,11.0,15.0,7.0,4.0,160.0,214.0,17.0,16.0,10.0,0.0,257.0,184.0,7.0,9.0,22.0,0.0,222.0,331.0,8.0,3.0,11.0,0.0,353.0,735.0,15.0,28.0,15.0,0.0,793.0,52.0,0.0,0.0,64.0,0.0,116.0,9359.0,514.0,489.0,723.0,22.0,11107.0,432.0,17.0,14.0,71.0,1945.0,2480.0,48034.0,3597.0,2793.0,17739.0,2473.0,74637.0,74637.0
Bundoora,776.0,2109.0,1441.0,12777.0,76.0,17179.0,13.0,10.0,0.0,485.0,0.0,508.0,6210.0,32.0,100.0,86.0,14.0,6442.0,576.0,58.0,18.0,151.0,11.0,814.0,235.0,60.0,55.0,213.0,0.0,563.0,2846.0,1629.0,1101.0,11693.0,112.0,17381.0,608.0,15.0,83.0,15.0,0.0,722.0,73.0,10.0,13.0,89.0,0.0,185.0,493.0,137.0,88.0,1071.0,0.0,1789.0,2046.0,313.0,128.0,1011.0,6.0,3504.0,70.0,0.0,3.0,34.0,0.0,107.0,2277.0,31.0,16.0,16.0,3.0,2343.0,844.0,426.0,228.0,4847.0,5.0,6350.0,3640.0,890.0,296.0,2873.0,21.0,7719.0,189.0,0.0,4.0,0.0,0.0,193.0,440.0,102.0,50.0,132.0,0.0,725.0,1502.0,176.0,110.0,371.0,4.0,2163.0,345.0,75.0,23.0,253.0,0.0,696.0,44.0,25.0,10.0,7.0,0.0,86.0,171.0,67.0,58.0,23.0,0.0,318.0,300.0,29.0,36.0,123.0,0.0,488.0,104.0,3.0,16.0,23.0,0.0,146.0,58.0,9.0,3.0,0.0,0.0,70.0,721.0,351.0,277.0,3567.0,5.0,4921.0,226.0,14.0,12.0,36.0,0.0,288.0,137.0,12.0,14.0,11.0,0.0,174.0,169.0,19.0,9.0,49.0,0.0,246.0,553.0,17.0,7.0,14.0,0.0,591.0,992.0,12.0,27.0,12.0,0.0,1043.0,48.0,16.0,3.0,104.0,0.0,171.0,7382.0,574.0,509.0,858.0,30.0,9353.0,349.0,8.0,3.0,195.0,2092.0,2646.0,31038.0,4672.0,3044.0,28201.0,2587.0,69542.0,69542.0
Carrum,917.0,2943.0,2422.0,16957.0,113.0,23353.0,3.0,49.0,11.0,580.0,8.0,651.0,1803.0,45.0,69.0,113.0,8.0,2038.0,319.0,25.0,10.0,66.0,0.0,420.0,708.0,154.0,95.0,410.0,4.0,1371.0,6189.0,2563.0,2037.0,14871.0,143.0,25802.0,1304.0,8.0,112.0,18.0,0.0,1442.0,275.0,19.0,20.0,147.0,3.0,464.0,831.0,176.0,120.0,1227.0,9.0,2363.0,834.0,125.0,98.0,482.0,3.0,1542.0,191.0,31.0,11.0,65.0,0.0,298.0,3220.0,31.0,37.0,40.0,0.0,3327.0,1382.0,526.0,309.0,4688.0,3.0,6909.0,1127.0,298.0,192.0,1359.0,3.0,2979.0,81.0,0.0,11.0,5.0,0.0,97.0,165.0,55.0,23.0,46.0,0.0,288.0,66.0,0.0,4.0,15.0,0.0,85.0,219.0,50.0,37.0,155.0,0.0,461.0,524.0,63.0,63.0,33.0,0.0,683.0,389.0,87.0,52.0,22.0,0.0,550.0,370.0,24.0,25.0,122.0,0.0,541.0,420.0,18.0,18.0,32.0,0.0,488.0,262.0,10.0,23.0,4.0,3.0,302.0,1554.0,597.0,402.0,3880.0,30.0,6463.0,198.0,19.0,19.0,15.0,0.0,251.0,383.0,66.0,41.0,12.0,0.0,502.0,208.0,23.0,0.0,39.0,0.0,270.0,582.0,29.0,31.0,46.0,0.0,687.0,334.0,10.0,31.0,3.0,0.0,378.0,194.0,21.0,23.0,136.0,0.0,374.0,8357.0,841.0,684.0,839.0,60.0,10781.0,404.0,39.0,17.0,259.0,2745.0,3464.0,28258.0,5617.0,4376.0,32697.0,3225.0,74173.0,74173.0
Caulfield,939.0,3449.0,2496.0,10367.0,86.0,17337.0,0.0,11.0,4.0,112.0,0.0,127.0,3564.0,11.0,104.0,110.0,13.0,3802.0,153.0,22.0,22.0,64.0,0.0,260.0,326.0,93.0,29.0,207.0,0.0,655.0,4669.0,2149.0,1380.0,8643.0,97.0,16938.0,471.0,8.0,30.0,0.0,0.0,509.0,596.0,77.0,68.0,103.0,0.0,844.0,1147.0,302.0,152.0,1124.0,5.0,2731.0,1315.0,214.0,46.0,533.0,6.0,2113.0,589.0,124.0,76.0,210.0,0.0,998.0,2378.0,56.0,17.0,21.0,0.0,2472.0,1533.0,510.0,333.0,4088.0,12.0,6475.0,1199.0,298.0,113.0,962.0,6.0,2577.0,134.0,0.0,0.0,0.0,0.0,134.0,53.0,13.0,0.0,12.0,4.0,82.0,48.0,3.0,8.0,16.0,0.0,75.0,54.0,10.0,13.0,52.0,0.0,128.0,90.0,0.0,0.0,6.0,0.0,96.0,264.0,80.0,45.0,19.0,0.0,409.0,2569.0,525.0,366.0,1013.0,18.0,4491.0,1755.0,138.0,147.0,188.0,3.0,2231.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.0,421.0,295.0,3002.0,8.0,4777.0,184.0,9.0,7.0,15.0,0.0,215.0,1483.0,163.0,169.0,11.0,0.0,1826.0,340.0,3.0,4.0,22.0,0.0,369.0,228.0,16.0,19.0,7.0,0.0,270.0,320.0,6.0,6.0,4.0,0.0,336.0,69.0,23.0,0.0,86.0,0.0,178.0,11827.0,1854.0,1575.0,2182.0,48.0,17485.0,616.0,91.0,84.0,231.0,2926.0,3948.0,33455.0,6851.0,5067.0,22907.0,3375.0,71654.0,71654.0
Clarinda,1536.0,1666.0,1353.0,7862.0,61.0,12478.0,9.0,7.0,7.0,138.0,0.0,161.0,9148.0,65.0,141.0,74.0,54.0,9482.0,328.0,22.0,0.0,64.0,0.0,414.0,363.0,63.0,43.0,141.0,0.0,610.0,3982.0,1210.0,1000.0,6999.0,79.0,13269.0,1182.0,15.0,51.0,27.0,3.0,1278.0,250.0,7.0,22.0,62.0,0.0,341.0,572.0,78.0,64.0,604.0,7.0,1325.0,3701.0,374.0,209.0,965.0,110.0,5359.0,208.0,21.0,0.0,32.0,0.0,261.0,4284.0,51.0,25.0,16.0,10.0,4386.0,786.0,277.0,149.0,2675.0,10.0,3897.0,1735.0,342.0,146.0,974.0,12.0,3209.0,267.0,0.0,9.0,3.0,0.0,279.0,319.0,40.0,12.0,52.0,0.0,423.0,65.0,3.0,6.0,10.0,0.0,84.0,132.0,23.0,12.0,91.0,0.0,258.0,131.0,23.0,5.0,3.0,0.0,162.0,199.0,66.0,37.0,0.0,0.0,302.0,481.0,42.0,31.0,60.0,0.0,614.0,451.0,19.0,22.0,7.0,0.0,499.0,161.0,21.0,11.0,3.0,0.0,196.0,833.0,293.0,184.0,2085.0,8.0,3403.0,201.0,27.0,8.0,26.0,0.0,262.0,247.0,13.0,24.0,3.0,0.0,287.0,208.0,0.0,8.0,20.0,0.0,236.0,807.0,43.0,24.0,20.0,0.0,894.0,5515.0,19.0,53.0,28.0,19.0,5634.0,43.0,11.0,12.0,41.0,0.0,107.0,15239.0,633.0,586.0,584.0,75.0,17118.0,1108.0,21.0,24.0,92.0,2371.0,3616.0,47490.0,3577.0,2814.0,16691.0,2945.0,73518.0,73518.0
Cranbourne,2121.0,2614.0,1925.0,14718.0,110.0,21488.0,10.0,23.0,7.0,646.0,0.0,685.0,1863.0,12.0,53.0,63.0,3.0,1994.0,172.0,32.0,4.0,57.0,0.0,265.0,623.0,151.0,67.0,440.0,0.0,1280.0,5562.0,2015.0,1738.0,12025.0,158.0,21498.0,2756.0,6.0,113.0,17.0,4.0,2896.0,276.0,0.0,0.0,57.0,0.0,333.0,618.0,154.0,72.0,983.0,0.0,1826.0,342.0,81.0,37.0,293.0,0.0,753.0,215.0,28.0,9.0,50.0,0.0,302.0,9589.0,70.0,34.0,20.0,13.0,9726.0,899.0,308.0,248.0,2914.0,17.0,4386.0,811.0,288.0,127.0,1189.0,0.0,2415.0,86.0,0.0,0.0,0.0,0.0,86.0,135.0,38.0,7.0,26.0,0.0,206.0,73.0,19.0,9.0,0.0,0.0,101.0,168.0,28.0,21.0,215.0,0.0,431.0,723.0,98.0,28.0,42.0,0.0,891.0,335.0,121.0,61.0,41.0,3.0,561.0,230.0,19.0,17.0,103.0,0.0,369.0,163.0,12.0,13.0,11.0,0.0,199.0,1324.0,81.0,41.0,12.0,4.0,1462.0,1144.0,360.0,293.0,2649.0,12.0,4459.0,194.0,31.0,13.0,33.0,4.0,276.0,281.0,46.0,15.0,11.0,0.0,353.0,277.0,17.0,13.0,0.0,0.0,307.0,1389.0,45.0,6.0,12.0,0.0,1452.0,350.0,4.0,39.0,0.0,0.0,393.0,99.0,23.0,14.0,69.0,0.0,205.0,21296.0,781.0,573.0,740.0,84.0,23474.0,950.0,59.0,31.0,223.0,3756.0,5018.0,47506.0,4827.0,3622.0,26868.0,4412.0,87235.0,87235.0
Croydon,645.0,3241.0,2361.0,19697.0,131.0,26075.0,0.0,12.0,3.0,474.0,5.0,494.0,3643.0,44.0,123.0,92.0,11.0,3914.0,131.0,20.0,3.0,95.0,0.0,249.0,1025.0,321.0,177.0,802.0,3.0,2329.0,5243.0,2908.0,2134.0,17807.0,157.0,28249.0,525.0,15.0,61.0,11.0,0.0,613.0,131.0,20.0,14.0,136.0,0.0,301.0,906.0,310.0,178.0,1815.0,3.0,3212.0,361.0,108.0,36.0,308.0,0.0,813.0,145.0,26.0,4.0,68.0,0.0,243.0,1686.0,54.0,28.0,21.0,0.0,1789.0,1090.0,572.0,387.0,5801.0,12.0,7863.0,970.0,456.0,153.0,1589.0,0.0,3167.0,161.0,3.0,6.0,0.0,0.0,170.0,81.0,8.0,4.0,17.0,0.0,110.0,57.0,5.0,3.0,50.0,0.0,115.0,108.0,34.0,11.0,133.0,0.0,286.0,54.0,13.0,10.0,7.0,3.0,87.0,185.0,91.0,75.0,48.0,0.0,400.0,223.0,21.0,33.0,125.0,3.0,405.0,67.0,5.0,10.0,33.0,0.0,115.0,8.0,11.0,8.0,5.0,0.0,32.0,1303.0,679.0,492.0,5102.0,25.0,7600.0,65.0,3.0,4.0,32.0,0.0,104.0,307.0,38.0,53.0,20.0,0.0,418.0,105.0,4.0,9.0,23.0,0.0,141.0,282.0,40.0,38.0,39.0,0.0,399.0,253.0,0.0,9.0,13.0,0.0,275.0,145.0,37.0,15.0,177.0,0.0,374.0,6632.0,686.0,493.0,938.0,28.0,8777.0,328.0,9.0,6.0,282.0,2246.0,2871.0,23226.0,5883.0,4192.0,38540.0,2712.0,74552.0,74552.0
Dandenong,2714.0,1193.0,898.0,4998.0,154.0,9958.0,5.0,15.0,15.0,315.0,9.0,359.0,5680.0,13.0,73.0,30.0,32.0,5828.0,632.0,25.0,7.0,38.0,11.0,713.0,492.0,38.0,29.0,116.0,7.0,682.0,4519.0,804.0,612.0,4455.0,151.0,10541.0,1703.0,16.0,71.0,6.0,4.0,1799.0,310.0,9.0,0.0,6.0,0.0,325.0,498.0,52.0,25.0,340.0,0.0,915.0,1418.0,177.0,94.0,338.0,3.0,2029.0,253.0,3.0,0.0,19.0,4.0,279.0,6065.0,34.0,26.0,17.0,24.0,6165.0,543.0,130.0,48.0,1391.0,7.0,2119.0,1586.0,148.0,79.0,553.0,15.0,2381.0,239.0,0.0,0.0,0.0,0.0,239.0,492.0,65.0,33.0,33.0,4.0,626.0,362.0,9.0,21.0,0.0,0.0,392.0,173.0,10.0,8.0,33.0,0.0,224.0,322.0,29.0,20.0,13.0,0.0,383.0,175.0,16.0,17.0,10.0,0.0,218.0,578.0,16.0,20.0,25.0,9.0,648.0,356.0,10.0,6.0,11.0,0.0,383.0,567.0,27.0,14.0,7.0,10.0,625.0,586.0,135.0,83.0,1253.0,9.0,2067.0,2059.0,46.0,34.0,13.0,10.0,2162.0,124.0,5.0,7.0,8.0,0.0,144.0,344.0,0.0,8.0,13.0,5.0,370.0,1907.0,22.0,10.0,18.0,0.0,1957.0,4932.0,27.0,84.0,43.0,11.0,5098.0,37.0,0.0,0.0,20.0,0.0,57.0,34277.0,814.0,654.0,553.0,255.0,36553.0,1771.0,33.0,17.0,87.0,5480.0,7387.0,67454.0,2825.0,2246.0,10798.0,6432.0,89755.0,89755.0
Eildon,325.0,2842.0,2008.0,20849.0,280.0,26304.0,0.0,39.0,19.0,819.0,5.0,882.0,319.0,3.0,31.0,79.0,0.0,432.0,70.0,14.0,9.0,75.0,0.0,168.0,954.0,287.0,142.0,663.0,4.0,2050.0,4791.0,2714.0,2024.0,19325.0,286.0,29139.0,65.0,3.0,15.0,0.0,0.0,83.0,88.0,8.0,16.0,93.0,0.0,205.0,878.0,257.0,167.0,1802.0,19.0,3122.0,166.0,43.0,17.0,200.0,0.0,427.0,63.0,13.0,4.0,25.0,0.0,105.0,99.0,11.0,3.0,0.0,0.0,113.0,985.0,534.0,372.0,6438.0,26.0,8355.0,610.0,257.0,91.0,1144.0,10.0,2112.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,15.0,0.0,37.0,29.0,6.0,0.0,9.0,0.0,44.0,67.0,20.0,14.0,125.0,0.0,226.0,37.0,12.0,8.0,11.0,0.0,68.0,105.0,78.0,37.0,43.0,3.0,266.0,240.0,39.0,16.0,111.0,0.0,406.0,29.0,0.0,0.0,12.0,0.0,41.0,0.0,0.0,4.0,0.0,0.0,4.0,1157.0,679.0,482.0,5830.0,35.0,8183.0,23.0,0.0,0.0,10.0,0.0,33.0,86.0,8.0,11.0,10.0,0.0,115.0,43.0,3.0,9.0,25.0,0.0,80.0,11.0,9.0,13.0,23.0,0.0,56.0,39.0,3.0,11.0,5.0,0.0,58.0,108.0,13.0,9.0,133.0,0.0,263.0,1716.0,480.0,330.0,838.0,24.0,3388.0,89.0,12.0,8.0,407.0,4109.0,4624.0,11144.0,5109.0,3686.0,41311.0,4876.0,66126.0,66126.0
Eltham,318.0,2883.0,2113.0,18135.0,63.0,23512.0,0.0,11.0,5.0,295.0,0.0,311.0,1592.0,53.0,109.0,150.0,0.0,1904.0,199.0,44.0,19.0,148.0,0.0,410.0,510.0,125.0,65.0,377.0,0.0,1078.0,4356.0,2549.0,1670.0,17495.0,85.0,26154.0,140.0,13.0,33.0,6.0,0.0,192.0,156.0,30.0,22.0,151.0,0.0,359.0,719.0,201.0,140.0,1597.0,0.0,2658.0,857.0,149.0,96.0,603.0,3.0,1708.0,82.0,3.0,4.0,54.0,0.0,144.0,586.0,51.0,14.0,15.0,0.0,666.0,1097.0,687.0,388.0,6829.0,15.0,9016.0,2353.0,665.0,385.0,2735.0,9.0,6148.0,65.0,4.0,13.0,0.0,0.0,82.0,66.0,9.0,7.0,50.0,0.0,132.0,400.0,51.0,29.0,174.0,0.0,654.0,353.0,70.0,54.0,344.0,0.0,821.0,32.0,9.0,4.0,8.0,0.0,53.0,173.0,54.0,60.0,33.0,0.0,320.0,302.0,32.0,17.0,130.0,0.0,481.0,104.0,3.0,7.0,16.0,0.0,130.0,17.0,6.0,0.0,4.0,0.0,27.0,1184.0,622.0,404.0,5489.0,6.0,7706.0,149.0,42.0,12.0,38.0,0.0,241.0,165.0,30.0,32.0,0.0,0.0,227.0,106.0,25.0,17.0,37.0,3.0,188.0,150.0,28.0,3.0,18.0,0.0,199.0,98.0,0.0,18.0,9.0,0.0,125.0,152.0,15.0,22.0,160.0,0.0,349.0,3364.0,678.0,663.0,1076.0,10.0,5791.0,81.0,15.0,11.0,174.0,1478.0,1759.0,16910.0,5600.0,3858.0,38274.0,1701.0,66343.0,66343.0
Essendon,666.0,2240.0,1742.0,12186.0,48.0,16882.0,4.0,9.0,2.0,232.0,0.0,247.0,3110.0,43.0,143.0,122.0,18.0,3436.0,507.0,39.0,39.0,261.0,0.0,847.0,307.0,77.0,44.0,249.0,0.0,677.0,3219.0,1850.0,1395.0,12095.0,54.0,18613.0,553.0,0.0,70.0,13.0,0.0,636.0,141.0,22.0,0.0,94.0,0.0,257.0,498.0,152.0,163.0,1360.0,0.0,2173.0,1640.0,225.0,93.0,914.0,0.0,2872.0,53.0,11.0,8.0,83.0,0.0,155.0,2014.0,61.0,44.0,53.0,0.0,2172.0,1189.0,627.0,457.0,6974.0,24.0,9271.0,4580.0,920.0,446.0,3372.0,4.0,9322.0,186.0,0.0,9.0,0.0,0.0,195.0,377.0,74.0,35.0,112.0,0.0,598.0,203.0,27.0,40.0,111.0,0.0,381.0,637.0,100.0,81.0,550.0,0.0,1367.0,51.0,3.0,8.0,0.0,0.0,62.0,225.0,63.0,55.0,6.0,0.0,349.0,398.0,38.0,27.0,182.0,0.0,645.0,115.0,19.0,10.0,28.0,0.0,172.0,12.0,0.0,0.0,0.0,0.0,12.0,907.0,432.0,375.0,4187.0,8.0,5910.0,170.0,17.0,6.0,37.0,0.0,231.0,86.0,17.0,19.0,0.0,0.0,123.0,334.0,12.0,30.0,40.0,0.0,416.0,207.0,19.0,4.0,29.0,0.0,259.0,1415.0,30.0,64.0,30.0,5.0,1544.0,51.0,22.0,22.0,156.0,0.0,251.0,8374.0,804.0,708.0,1070.0,90.0,11045.0,275.0,3.0,22.0,139.0,2667.0,3107.0,28629.0,5061.0,3779.0,29636.0,3022.0,70128.0,70128.0
Eureka,382.0,2618.0,1889.0,24509.0,254.0,29651.0,0.0,30.0,18.0,1048.0,8.0,1104.0,436.0,10.0,20.0,199.0,0.0,665.0,179.0,25.0,9.0,138.0,3.0,354.0,678.0,311.0,141.0,719.0,0.0,1849.0,3960.0,2321.0,1800.0,21955.0,270.0,30306.0,249.0,17.0,42.0,12.0,4.0,324.0,59.0,8.0,17.0,126.0,0.0,210.0,629.0,208.0,110.0,2158.0,3.0,3107.0,130.0,18.0,6.0,169.0,0.0,323.0,102.0,9.0,7.0,42.0,0.0,160.0,857.0,30.0,11.0,26.0,0.0,924.0,872.0,527.0,379.0,8693.0,60.0,10531.0,583.0,201.0,72.0,1411.0,0.0,2266.0,14.0,3.0,4.0,0.0,0.0,21.0,31.0,10.0,0.0,39.0,0.0,80.0,40.0,14.0,6.0,29.0,0.0,89.0,464.0,177.0,70.0,538.0,3.0,1253.0,71.0,13.0,0.0,20.0,0.0,104.0,162.0,69.0,55.0,35.0,0.0,321.0,238.0,43.0,22.0,140.0,0.0,443.0,57.0,4.0,5.0,36.0,0.0,102.0,72.0,6.0,11.0,0.0,0.0,89.0,1072.0,671.0,451.0,6991.0,20.0,9205.0,108.0,10.0,11.0,19.0,0.0,148.0,57.0,23.0,12.0,16.0,10.0,118.0,79.0,3.0,9.0,21.0,0.0,112.0,52.0,16.0,0.0,9.0,0.0,77.0,96.0,3.0,9.0,0.0,0.0,108.0,93.0,16.0,15.0,169.0,0.0,293.0,2853.0,524.0,373.0,975.0,33.0,4758.0,83.0,22.0,19.0,485.0,3470.0,4079.0,12618.0,4938.0,3562.0,49263.0,4226.0,74608.0,74608.0
