district,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot,P_Tot_Tot_total
Sandringham,0.0,0.0,0.0,0.0,2007.0,1997.0,0.0,0.0,0.0,0.0,1622.0,1650.0,575.0,0.0,3.0,0.0,2126.0,2789.0,2302.0,58.0,136.0,6.0,1082.0,3682.0,3339.0,134.0,398.0,0.0,819.0,4734.0,2863.0,149.0,498.0,20.0,426.0,4042.0,2334.0,55.0,386.0,48.0,214.0,3126.0,1408.0,10.0,120.0,112.0,43.0,1900.0,401.0,0.0,3.0,151.0,12.0,714.0,13186.0,595.0,1796.0,520.0,8559.0,24651.0,0.0,0.0,0.0,0.0,1949.0,1947.0,0.0,0.0,0.0,0.0,1518.0,1531.0,879.0,10.0,38.0,0.0,2170.0,3148.0,2655.0,91.0,248.0,0.0,1100.0,4241.0,3433.0,237.0,638.0,4.0,868.0,5241.0,2813.0,122.0,784.0,99.0,453.0,4441.0,2120.0,54.0,775.0,374.0,249.0,3679.0,1083.0,10.0,306.0,649.0,78.0,2240.0,151.0,0.0,81.0,846.0,21.0,1235.0,13242.0,813.0,3006.0,2103.0,8518.0,27687.0,0.0,0.0,0.0,0.0,3981.0,3971.0,23.0,0.0,0.0,0.0,3119.0,3170.0,1502.0,21.0,47.0,0.0,4274.0,5956.0,4952.0,215.0,426.0,9.0,2239.0,7865.0,6757.0,445.0,1081.0,14.0,1690.0,10005.0,5667.0,334.0,1314.0,180.0,1000.0,8519.0,4370.0,171.0,1172.0,475.0,489.0,6834.0,2506.0,47.0,522.0,812.0,167.0,4156.0,577.0,0.0,100.0,1065.0,50.0,1904.0,26445.0,1449.0,4806.0,2646.0,17097.0,52401.0,52401.0
Shepparton,0.0,0.0,0.0,0.0,2419.0,2424.0,39.0,0.0,0.0,0.0,2081.0,2119.0,1417.0,52.0,24.0,3.0,3045.0,4573.0,2550.0,123.0,191.0,4.0,1258.0,4237.0,2633.0,226.0,498.0,7.0,1047.0,4548.0,2793.0,186.0,673.0,48.0,656.0,4544.0,2626.0,138.0,588.0,110.0,263.0,3943.0,1505.0,20.0,165.0,237.0,93.0,2297.0,411.0,0.0,25.0,216.0,8.0,742.0,14129.0,1136.0,2444.0,820.0,10949.0,29466.0,0.0,0.0,0.0,0.0,2110.0,2123.0,71.0,0.0,3.0,0.0,1828.0,2003.0,1893.0,88.0,53.0,8.0,2779.0,4947.0,2609.0,268.0,271.0,14.0,1269.0,4506.0,2689.0,238.0,683.0,60.0,753.0,4526.0,2751.0,285.0,898.0,189.0,515.0,4807.0,2399.0,111.0,661.0,561.0,175.0,4095.0,1197.0,15.0,209.0,861.0,41.0,2518.0,153.0,0.0,39.0,873.0,15.0,1150.0,13942.0,1260.0,3071.0,2791.0,9596.0,30793.0,0.0,0.0,0.0,0.0,4510.0,4512.0,156.0,0.0,3.0,5.0,3895.0,4134.0,3284.0,188.0,111.0,9.0,5832.0,9514.0,5180.0,431.0,515.0,18.0,2490.0,8782.0,5290.0,595.0,1242.0,90.0,1806.0,9186.0,5507.0,561.0,1587.0,300.0,1195.0,9390.0,5091.0,314.0,1388.0,762.0,459.0,8047.0,2770.0,46.0,499.0,1219.0,141.0,4818.0,616.0,4.0,65.0,1115.0,34.0,1907.0,27991.0,2368.0,5513.0,3681.0,20568.0,60241.0,60241.0
South Barwon,0.0,0.0,0.0,0.0,2211.0,2222.0,5.0,0.0,0.0,0.0,2876.0,2913.0,1614.0,33.0,30.0,0.0,4052.0,5796.0,3242.0,93.0,231.0,0.0,1167.0,4776.0,2668.0,142.0,327.0,0.0,562.0,3887.0,2364.0,105.0,396.0,17.0,246.0,3303.0,2149.0,38.0,279.0,88.0,76.0,2782.0,1336.0,5.0,76.0,131.0,23.0,1761.0,368.0,4.0,6.0,184.0,7.0,662.0,13758.0,611.0,1548.0,540.0,11403.0,28090.0,0.0,0.0,0.0,0.0,2149.0,2152.0,27.0,0.0,0.0,0.0,2776.0,2839.0,2104.0,60.0,45.0,0.0,3463.0,5831.0,3364.0,203.0,360.0,3.0,1163.0,5168.0,2647.0,213.0,636.0,18.0,572.0,4276.0,2391.0,154.0,739.0,122.0,249.0,3809.0,2035.0,37.0,587.0,416.0,96.0,3324.0,1034.0,7.0,184.0,680.0,62.0,2060.0,154.0,4.0,27.0,770.0,23.0,1108.0,13863.0,1004.0,2739.0,2177.0,10764.0,30506.0,0.0,0.0,0.0,0.0,4388.0,4394.0,71.0,0.0,0.0,0.0,5661.0,5753.0,3737.0,130.0,96.0,6.0,7540.0,11560.0,6507.0,336.0,631.0,3.0,2426.0,10034.0,5289.0,452.0,1074.0,28.0,1272.0,8140.0,4741.0,306.0,1124.0,153.0,593.0,7039.0,4233.0,99.0,916.0,530.0,207.0,6139.0,2374.0,19.0,255.0,907.0,89.0,3807.0,565.0,8.0,42.0,979.0,40.0,1785.0,27663.0,1646.0,4336.0,2820.0,22215.0,58680.0,58680.0
South-West Coast,0.0,0.0,0.0,0.0,2078.0,2082.0,3.0,0.0,0.0,0.0,1674.0,1710.0,1031.0,16.0,6.0,4.0,2692.0,3892.0,2028.0,81.0,154.0,0.0,1365.0,3831.0,2484.0,247.0,457.0,7.0,1044.0,4308.0,2933.0,150.0,640.0,40.0,724.0,4781.0,3094.0,137.0,590.0,140.0,300.0,4452.0,1498.0,7.0,177.0,156.0,63.0,2132.0,378.0,0.0,13.0,177.0,19.0,670.0,13624.0,952.0,2253.0,741.0,10258.0,27881.0,0.0,0.0,0.0,0.0,1986.0,1991.0,19.0,0.0,0.0,0.0,1540.0,1615.0,1363.0,40.0,38.0,0.0,2496.0,3993.0,2285.0,157.0,266.0,9.0,1338.0,4110.0,2668.0,239.0,661.0,39.0,980.0,4686.0,3111.0,212.0,957.0,180.0,601.0,5164.0,2748.0,98.0,732.0,523.0,190.0,4518.0,1215.0,17.0,211.0,898.0,28.0,2470.0,134.0,8.0,19.0,899.0,14.0,1226.0,13559.0,1029.0,3025.0,2767.0,9325.0,29900.0,0.0,0.0,0.0,0.0,4106.0,4124.0,37.0,0.0,0.0,0.0,3231.0,3333.0,2408.0,108.0,76.0,4.0,5146.0,7850.0,4311.0,306.0,474.0,9.0,2716.0,7887.0,5191.0,525.0,1169.0,49.0,2033.0,9020.0,6101.0,472.0,1629.0,277.0,1423.0,9897.0,5818.0,280.0,1353.0,776.0,610.0,8871.0,2748.0,39.0,435.0,1149.0,116.0,4608.0,601.0,10.0,48.0,1083.0,43.0,1978.0,27189.0,1979.0,5314.0,3603.0,19570.0,57742.0,57742.0
St Albans,0.0,0.0,0.0,0.0,2173.0,2184.0,54.0,0.0,0.0,0.0,2695.0,2785.0,1879.0,64.0,121.0,0.0,4112.0,6223.0,2749.0,133.0,340.0,0.0,1480.0,4758.0,2597.0,249.0,544.0,4.0,925.0,4400.0,2741.0,245.0,649.0,20.0,604.0,4364.0,2381.0,126.0,389.0,102.0,186.0,3490.0,1289.0,23.0,95.0,180.0,37.0,1883.0,327.0,3.0,14.0,140.0,5.0,602.0,14088.0,1139.0,2403.0,679.0,12330.0,30673.0,3.0,0.0,0.0,0.0,2030.0,2052.0,187.0,4.0,0.0,0.0,2276.0,2570.0,2464.0,143.0,220.0,7.0,2839.0,5794.0,2772.0,266.0,582.0,16.0,1163.0,4898.0,2616.0,276.0,956.0,70.0,749.0,4708.0,2506.0,216.0,823.0,285.0,469.0,4390.0,2179.0,114.0,503.0,678.0,159.0,3733.0,905.0,16.0,81.0,902.0,34.0,2022.0,126.0,0.0,20.0,748.0,9.0,984.0,13885.0,1345.0,3364.0,2836.0,9737.0,31206.0,3.0,0.0,0.0,0.0,4183.0,4189.0,295.0,7.0,0.0,0.0,4984.0,5369.0,4345.0,253.0,367.0,7.0,6939.0,12030.0,5587.0,429.0,970.0,16.0,2598.0,9677.0,5160.0,537.0,1481.0,115.0,1670.0,9040.0,5205.0,533.0,1554.0,368.0,1082.0,8718.0,4595.0,342.0,955.0,822.0,414.0,7207.0,2196.0,49.0,284.0,1135.0,87.0,3907.0,502.0,7.0,35.0,952.0,12.0,1597.0,27936.0,2381.0,5737.0,3525.0,22157.0,61841.0,61841.0
Sunbury,0.0,0.0,0.0,0.0,1879.0,1879.0,10.0,0.0,0.0,0.0,1897.0,1927.0,1404.0,12.0,21.0,0.0,3281.0,4791.0,2518.0,114.0,176.0,0.0,1360.0,4257.0,2306.0,161.0,486.0,3.0,877.0,3932.0,2375.0,138.0,532.0,13.0,409.0,3639.0,2032.0,100.0,316.0,87.0,149.0,2886.0,1076.0,24.0,103.0,129.0,28.0,1503.0,191.0,3.0,0.0,95.0,3.0,366.0,12098.0,809.0,1851.0,523.0,9898.0,25275.0,0.0,0.0,0.0,0.0,1629.0,1636.0,14.0,0.0,0.0,0.0,1688.0,1727.0,1820.0,27.0,55.0,0.0,2797.0,4793.0,2650.0,175.0,280.0,3.0,1164.0,4433.0,2398.0,210.0,714.0,29.0,730.0,4148.0,2371.0,182.0,780.0,157.0,338.0,3968.0,1949.0,85.0,599.0,510.0,103.0,3316.0,727.0,14.0,135.0,598.0,23.0,1635.0,95.0,0.0,10.0,408.0,12.0,604.0,12115.0,1004.0,2770.0,1942.0,8684.0,26487.0,0.0,0.0,0.0,0.0,3518.0,3526.0,43.0,0.0,0.0,0.0,3580.0,3650.0,3236.0,66.0,94.0,3.0,6071.0,9568.0,5199.0,326.0,565.0,8.0,2546.0,8681.0,4685.0,455.0,1263.0,44.0,1658.0,8142.0,4777.0,433.0,1438.0,211.0,793.0,7644.0,4078.0,207.0,947.0,625.0,261.0,6227.0,1843.0,83.0,282.0,779.0,61.0,3125.0,308.0,3.0,23.0,552.0,18.0,1033.0,24196.0,1801.0,4661.0,2430.0,18597.0,51689.0,51689.0
Sydenham,0.0,0.0,0.0,0.0,2911.0,2912.0,9.0,0.0,0.0,0.0,2761.0,2815.0,1712.0,32.0,32.0,0.0,3411.0,5197.0,3836.0,130.0,183.0,0.0,1147.0,5513.0,4192.0,208.0,412.0,3.0,540.0,5522.0,3411.0,110.0,337.0,8.0,169.0,4334.0,2129.0,54.0,204.0,56.0,29.0,2547.0,835.0,13.0,17.0,58.0,18.0,1098.0,119.0,0.0,0.0,62.0,0.0,231.0,16347.0,800.0,1466.0,372.0,11211.0,30313.0,0.0,0.0,0.0,0.0,2808.0,2804.0,56.0,5.0,3.0,0.0,2430.0,2550.0,2363.0,26.0,75.0,0.0,2551.0,5214.0,4289.0,206.0,370.0,7.0,976.0,5929.0,4262.0,292.0,751.0,48.0,525.0,6014.0,3193.0,166.0,659.0,156.0,164.0,4514.0,1627.0,42.0,285.0,439.0,32.0,2618.0,430.0,19.0,66.0,520.0,6.0,1176.0,53.0,0.0,6.0,334.0,12.0,462.0,16424.0,1077.0,2468.0,1794.0,9706.0,31380.0,0.0,0.0,0.0,0.0,5794.0,5800.0,89.0,5.0,3.0,3.0,5282.0,5422.0,4114.0,85.0,161.0,0.0,5981.0,10386.0,8176.0,436.0,622.0,14.0,2136.0,11437.0,8510.0,599.0,1234.0,58.0,1149.0,11558.0,6636.0,321.0,1099.0,236.0,414.0,8868.0,3713.0,159.0,566.0,528.0,105.0,5312.0,1345.0,33.0,105.0,669.0,18.0,2247.0,199.0,0.0,10.0,417.0,12.0,708.0,32825.0,1938.0,3928.0,2144.0,20860.0,61693.0,61693.0
Tarneit,0.0,0.0,0.0,0.0,2803.0,2813.0,29.0,0.0,0.0,0.0,3334.0,3433.0,3550.0,55.0,61.0,4.0,4276.0,8057.0,7077.0,173.0,223.0,4.0,1208.0,8875.0,3503.0,191.0,342.0,4.0,684.0,4960.0,2594.0,97.0,436.0,13.0,262.0,3670.0,1801.0,50.0,178.0,81.0,76.0,2403.0,770.0,3.0,56.0,81.0,17.0,982.0,67.0,3.0,7.0,34.0,0.0,134.0,19561.0,906.0,1620.0,385.0,12758.0,35226.0,0.0,0.0,0.0,0.0,2461.0,2482.0,221.0,0.0,0.0,0.0,2488.0,2812.0,5332.0,139.0,79.0,5.0,2870.0,8532.0,6314.0,283.0,354.0,54.0,1150.0,8256.0,3123.0,228.0,584.0,40.0,572.0,4674.0,2474.0,126.0,629.0,251.0,255.0,3925.0,1575.0,61.0,345.0,481.0,43.0,2606.0,426.0,7.0,81.0,380.0,0.0,1028.0,31.0,0.0,0.0,183.0,0.0,258.0,19545.0,1122.0,2389.0,1672.0,9861.0,34628.0,0.0,0.0,0.0,0.0,5239.0,5257.0,314.0,0.0,0.0,0.0,5754.0,6169.0,8928.0,238.0,183.0,9.0,7075.0,16560.0,13334.0,490.0,743.0,61.0,2352.0,17140.0,6594.0,479.0,956.0,52.0,1282.0,9525.0,5134.0,277.0,1062.0,304.0,553.0,7603.0,3373.0,164.0,593.0,615.0,152.0,5002.0,1231.0,28.0,151.0,501.0,23.0,2025.0,117.0,3.0,6.0,261.0,0.0,504.0,39149.0,2025.0,4012.0,2060.0,22698.0,69932.0,69932.0
Thomastown,0.0,0.0,0.0,0.0,1971.0,1972.0,62.0,0.0,0.0,0.0,2472.0,2581.0,2635.0,61.0,73.0,0.0,3715.0,6552.0,4702.0,178.0,236.0,4.0,1470.0,6710.0,2678.0,218.0,502.0,8.0,843.0,4238.0,2085.0,143.0,512.0,12.0,420.0,3333.0,2060.0,31.0,191.0,44.0,80.0,2716.0,1326.0,15.0,38.0,197.0,8.0,1723.0,356.0,0.0,8.0,126.0,10.0,597.0,15976.0,972.0,1797.0,569.0,11086.0,30437.0,0.0,0.0,0.0,0.0,1878.0,1880.0,264.0,0.0,0.0,0.0,1961.0,2258.0,3655.0,114.0,117.0,0.0,2704.0,6756.0,4518.0,234.0,483.0,22.0,1002.0,6347.0,2349.0,261.0,665.0,54.0,610.0,4013.0,2027.0,182.0,655.0,181.0,218.0,3575.0,2058.0,48.0,328.0,642.0,80.0,3204.0,912.0,3.0,95.0,861.0,4.0,1995.0,135.0,0.0,8.0,535.0,0.0,790.0,15986.0,1228.0,2545.0,2494.0,8703.0,30898.0,0.0,0.0,0.0,0.0,3861.0,3874.0,349.0,0.0,0.0,0.0,4450.0,4922.0,6277.0,228.0,251.0,6.0,6432.0,13269.0,9217.0,517.0,765.0,30.0,2483.0,13056.0,4903.0,537.0,1154.0,73.0,1542.0,8339.0,4172.0,456.0,1189.0,231.0,660.0,6780.0,4124.0,151.0,602.0,750.0,177.0,5995.0,2273.0,42.0,170.0,1117.0,12.0,3743.0,511.0,3.0,21.0,704.0,10.0,1383.0,31995.0,2127.0,4296.0,3126.0,19785.0,61343.0,61343.0
Warrandyte,0.0,0.0,0.0,0.0,2679.0,2682.0,0.0,0.0,0.0,0.0,2377.0,2411.0,957.0,3.0,14.0,0.0,2215.0,3251.0,3348.0,38.0,85.0,0.0,742.0,4356.0,4027.0,107.0,327.0,0.0,606.0,5202.0,3797.0,78.0,379.0,33.0,297.0,4642.0,2932.0,40.0,215.0,48.0,67.0,3536.0,1808.0,16.0,57.0,162.0,14.0,2295.0,455.0,0.0,0.0,181.0,0.0,747.0,17329.0,486.0,1349.0,616.0,9220.0,29181.0,0.0,0.0,0.0,0.0,2335.0,2336.0,7.0,0.0,0.0,0.0,2056.0,2074.0,1370.0,3.0,23.0,0.0,1903.0,3388.0,3756.0,113.0,233.0,0.0,761.0,5021.0,4156.0,191.0,580.0,0.0,526.0,5677.0,3750.0,67.0,640.0,132.0,270.0,5053.0,2860.0,61.0,442.0,445.0,99.0,4099.0,1440.0,11.0,187.0,804.0,30.0,2699.0,162.0,7.0,33.0,791.0,11.0,1047.0,17611.0,671.0,2384.0,2395.0,8319.0,31406.0,0.0,0.0,0.0,0.0,5068.0,5070.0,23.0,0.0,0.0,0.0,4425.0,4457.0,2419.0,14.0,51.0,0.0,4091.0,6598.0,7015.0,187.0,392.0,0.0,1554.0,9341.0,8132.0,395.0,990.0,13.0,1299.0,10833.0,7565.0,209.0,1092.0,176.0,685.0,9731.0,5780.0,118.0,782.0,560.0,215.0,7627.0,3304.0,40.0,307.0,1075.0,58.0,4984.0,710.0,3.0,57.0,970.0,24.0,1901.0,34909.0,1244.0,3786.0,3133.0,17506.0,60512.0,60512.0
Wendouree,3.0,0.0,0.0,0.0,2146.0,2164.0,17.0,0.0,0.0,0.0,2058.0,2106.0,1165.0,41.0,21.0,0.0,3363.0,4636.0,2046.0,132.0,143.0,0.0,1320.0,3757.0,2058.0,220.0,484.0,3.0,1092.0,3907.0,2159.0,185.0,625.0,47.0,707.0,3742.0,2116.0,97.0,465.0,89.0,273.0,3290.0,1284.0,12.0,192.0,206.0,81.0,1976.0,315.0,0.0,12.0,196.0,7.0,632.0,11226.0,953.0,2202.0,763.0,11153.0,26246.0,0.0,0.0,0.0,0.0,2054.0,2050.0,59.0,0.0,0.0,0.0,2166.0,2258.0,1423.0,67.0,20.0,0.0,3128.0,4756.0,2235.0,251.0,280.0,4.0,1444.0,4376.0,2137.0,376.0,714.0,24.0,996.0,4268.0,2169.0,297.0,976.0,165.0,601.0,4290.0,2053.0,162.0,847.0,597.0,202.0,3956.0,1059.0,13.0,262.0,996.0,60.0,2464.0,186.0,0.0,44.0,883.0,30.0,1230.0,11348.0,1428.0,3435.0,2875.0,10806.0,29856.0,4.0,0.0,0.0,0.0,4255.0,4265.0,122.0,0.0,0.0,0.0,4260.0,4398.0,2571.0,174.0,66.0,0.0,6500.0,9426.0,4276.0,406.0,556.0,12.0,2798.0,8136.0,4203.0,630.0,1276.0,34.0,2064.0,8232.0,4272.0,516.0,1580.0,233.0,1310.0,8059.0,4223.0,298.0,1374.0,726.0,504.0,7228.0,2322.0,46.0,509.0,1221.0,163.0,4395.0,560.0,0.0,56.0,1102.0,46.0,1930.0,22573.0,2342.0,5619.0,3639.0,21966.0,56049.0,56049.0
Werribee,0.0,0.0,0.0,0.0,2449.0,2445.0,8.0,0.0,0.0,0.0,2613.0,2702.0,2666.0,41.0,27.0,0.0,4034.0,6911.0,5217.0,170.0,187.0,3.0,1528.0,7328.0,2711.0,170.0,428.0,3.0,1014.0,4520.0,2374.0,166.0,552.0,18.0,485.0,3717.0,1629.0,80.0,342.0,86.0,176.0,2546.0,703.0,6.0,97.0,143.0,20.0,1110.0,140.0,0.0,4.0,109.0,6.0,333.0,15615.0,981.0,1993.0,537.0,12464.0,31647.0,0.0,0.0,0.0,0.0,2237.0,2245.0,100.0,0.0,3.0,0.0,2447.0,2627.0,4062.0,133.0,105.0,0.0,3516.0,7972.0,4596.0,322.0,415.0,0.0,1403.0,6926.0,2624.0,264.0,784.0,79.0,831.0,4698.0,2182.0,187.0,802.0,241.0,343.0,4002.0,1349.0,106.0,471.0,402.0,92.0,2653.0,438.0,12.0,148.0,558.0,10.0,1340.0,68.0,0.0,12.0,491.0,4.0,620.0,15607.0,1338.0,2974.0,2123.0,11112.0,33180.0,3.0,0.0,0.0,0.0,4712.0,4716.0,212.0,0.0,3.0,4.0,5105.0,5424.0,6779.0,228.0,203.0,0.0,7571.0,14952.0,9809.0,568.0,716.0,10.0,3003.0,14208.0,5334.0,524.0,1291.0,103.0,1862.0,9268.0,4533.0,403.0,1403.0,296.0,887.0,7664.0,2976.0,243.0,891.0,561.0,306.0,5114.0,1218.0,18.0,296.0,770.0,42.0,2474.0,240.0,0.0,27.0,654.0,17.0,1002.0,31229.0,2270.0,4909.0,2733.0,23566.0,64828.0,64828.0
Williamstown,0.0,0.0,0.0,0.0,1648.0,1650.0,0.0,0.0,0.0,0.0,1546.0,1556.0,1009.0,7.0,26.0,0.0,3013.0,4074.0,3197.0,85.0,189.0,0.0,1572.0,5155.0,2776.0,204.0,525.0,3.0,1100.0,4695.0,2382.0,115.0,496.0,37.0,736.0,3808.0,1658.0,93.0,399.0,84.0,318.0,2649.0,1065.0,18.0,113.0,114.0,55.0,1549.0,329.0,0.0,4.0,177.0,18.0,591.0,12398.0,682.0,1894.0,603.0,10078.0,25740.0,0.0,0.0,0.0,0.0,1581.0,1584.0,36.0,0.0,0.0,0.0,1377.0,1452.0,1495.0,25.0,49.0,0.0,2855.0,4413.0,3372.0,131.0,288.0,6.0,1541.0,5444.0,2807.0,241.0,653.0,12.0,1140.0,4964.0,2142.0,133.0,669.0,138.0,689.0,3883.0,1565.0,71.0,534.0,457.0,247.0,2952.0,807.0,16.0,147.0,765.0,47.0,1919.0,164.0,0.0,41.0,757.0,7.0,1079.0,12436.0,838.0,2614.0,2226.0,9512.0,27654.0,0.0,0.0,0.0,0.0,3231.0,3230.0,48.0,0.0,0.0,0.0,2977.0,3047.0,2497.0,39.0,100.0,0.0,5802.0,8484.0,6535.0,293.0,580.0,9.0,3065.0,10616.0,5636.0,434.0,1176.0,27.0,2245.0,9680.0,4548.0,341.0,1197.0,186.0,1423.0,7656.0,3152.0,222.0,936.0,579.0,641.0,5579.0,1882.0,42.0,298.0,958.0,154.0,3407.0,560.0,0.0,61.0,964.0,28.0,1663.0,24844.0,1588.0,4525.0,2812.0,19643.0,53386.0,53386.0
Yan Yean,0.0,0.0,0.0,0.0,2341.0,2338.0,13.0,0.0,0.0,0.0,2010.0,2045.0,1977.0,15.0,14.0,0.0,2802.0,4958.0,4588.0,129.0,239.0,0.0,1172.0,6246.0,3139.0,243.0,452.0,10.0,597.0,4529.0,2109.0,100.0,369.0,12.0,212.0,2882.0,1605.0,51.0,199.0,41.0,51.0,2141.0,773.0,4.0,40.0,44.0,9.0,1004.0,98.0,3.0,5.0,58.0,0.0,179.0,14399.0,797.0,1580.0,293.0,9294.0,26358.0,0.0,0.0,0.0,0.0,2171.0,2175.0,48.0,0.0,0.0,0.0,1875.0,1961.0,2884.0,79.0,75.0,0.0,2469.0,5551.0,4632.0,254.0,415.0,0.0,1201.0,6577.0,2996.0,245.0,739.0,31.0,622.0,4693.0,1927.0,121.0,666.0,126.0,184.0,3218.0,1535.0,62.0,370.0,358.0,26.0,2487.0,449.0,0.0,55.0,339.0,14.0,978.0,26.0,0.0,0.0,238.0,0.0,301.0,14525.0,1029.0,2463.0,1264.0,8703.0,28035.0,0.0,0.0,0.0,0.0,4499.0,4492.0,67.0,6.0,0.0,0.0,3841.0,3998.0,4845.0,148.0,171.0,0.0,5338.0,10519.0,9157.0,418.0,693.0,0.0,2390.0,12764.0,6062.0,580.0,1206.0,54.0,1291.0,9220.0,4012.0,304.0,1076.0,180.0,464.0,6152.0,3074.0,155.0,681.0,443.0,76.0,4594.0,1316.0,8.0,156.0,427.0,22.0,2030.0,151.0,3.0,15.0,315.0,4.0,513.0,28875.0,1828.0,4078.0,1645.0,18017.0,54435.0,54435.0
