district,Neg_Nil_inc_fam_households,Neg_Nil_inc_fam_households_pc,Neg_Nil_inc_Non_fam_househlds,Neg_Nil_inc_Non_fam_househlds_pc,Negative_Nil_income_Tot,Negative_Nil_income_Tot_pc,HI_1_149_Family_households,HI_1_149_Family_households_pc,HI_1_149_Non_family_hseholds,HI_1_149_Non_family_hseholds_pc,HI_1_149_Tot,HI_1_149_Tot_pc,HI_150_299_Family_households,HI_150_299_Family_households_pc,HI_150_299_Non_fam_househlds,HI_150_299_Non_fam_househlds_pc,HI_150_299_Tot,HI_150_299_Tot_pc,HI_300_399_Family_households,HI_300_399_Family_households_pc,HI_300_399_Non_fam_househlds,HI_300_399_Non_fam_househlds_pc,HI_300_399_Tot,HI_300_399_Tot_pc,HI_400_499_Family_households,HI_400_499_Family_households_pc,HI_400_499_Non_fam_househlds,HI_400_499_Non_fam_househlds_pc,HI_400_499_Tot,HI_400_499_Tot_pc,HI_500_649_Family_households,HI_500_649_Family_households_pc,HI_500_649_Non_fam_househlds,HI_500_649_Non_fam_househlds_pc,HI_500_649_Tot,HI_500_649_Tot_pc,HI_650_799_Family_households,HI_650_799_Family_households_pc,HI_650_799_Non_fam_househlds,HI_650_799_Non_fam_househlds_pc,HI_650_799_Tot,HI_650_799_Tot_pc,HI_800_999_Fam_households,HI_800_999_Fam_households_pc,HI_800_999_Non_fam_hsehlds,HI_800_999_Non_fam_hsehlds_pc,HI_800_999_Tot,HI_800_999_Tot_pc,HI_1000_1249_Fam_households,HI_1000_1249_Fam_households_pc,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Non_fam_hsehlds_pc,HI_1000_1249_Tot,HI_1000_1249_Tot_pc,HI_1250_1499_Fam_households,HI_1250_1499_Fam_households_pc,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Non_fam_hsehlds_pc,HI_1250_1499_Tot,HI_1250_1499_Tot_pc,HI_1500_1749_Fam_households,HI_1500_1749_Fam_households_pc,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Non_fam_hsehlds_pc,HI_1500_1749_Tot,HI_1500_1749_Tot_pc,HI_1750_1999_Fam_households,HI_1750_1999_Fam_households_pc,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Non_fam_hsehlds_pc,HI_1750_1999_Tot,HI_1750_1999_Tot_pc,HI_2000_2499_Fam_households,HI_2000_2499_Fam_households_pc,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Non_fam_hsehlds_pc,HI_2000_2499_Tot,HI_2000_2499_Tot_pc,HI_2500_2999_Fam_households,HI_2500_2999_Fam_households_pc,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Non_fam_hsehlds_pc,HI_2500_2999_Tot,HI_2500_2999_Tot_pc,HI_3000_3499_Fam_households,HI_3000_3499_Fam_households_pc,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Non_fam_hsehlds_pc,HI_3000_3499_Tot,HI_3000_3499_Tot_pc,HI_3500_3999_Fam_households,HI_3500_3999_Fam_households_pc,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Non_fam_hsehlds_pc,HI_3500_3999_Tot,HI_3500_3999_Tot_pc,HI_4000_more_Fam_households,HI_4000_more_Fam_households_pc,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Non_fam_hsehlds_pc,HI_4000_more_Tot,HI_4000_more_Tot_pc,Part_inc_stated_Fam_household,Part_inc_stated_Fam_household_pc,Part_inc_std_Non_fam_hhds,Part_inc_std_Non_fam_hhds_pc,Partial_income_stated_Tot,Partial_income_stated_Tot_pc,All_incomes_ns_Famly_househld,All_incomes_ns_Famly_househld_pc,All_inc_ns_Non_famly_househld,All_inc_ns_Non_famly_househld_pc,All_incomes_not_stated_Tot,All_incomes_not_stated_Tot_pc,Tot_Family_households,Tot_Family_households_pc,Tot_Non_family_households,Tot_Non_family_households_pc,Tot_Tot,Tot_Tot_pc,Tot_Tot_total
Rowville,204.0,0.0084,133.0,0.0055,378.0,0.0155,35.0,0.0014,29.0,0.0012,91.0,0.0037,35.0,0.0014,100.0,0.0041,173.0,0.0071,55.0,0.0023,216.0,0.0089,330.0,0.0135,226.0,0.0093,696.0,0.0285,995.0,0.0408,194.0,0.008,417.0,0.0171,728.0,0.0299,851.0,0.0349,275.0,0.0113,1166.0,0.0478,749.0,0.0307,344.0,0.0141,1135.0,0.0465,1088.0,0.0446,346.0,0.0142,1559.0,0.0639,1315.0,0.0539,229.0,0.0094,1559.0,0.0639,936.0,0.0384,246.0,0.0101,1237.0,0.0507,1071.0,0.0439,152.0,0.0062,1266.0,0.0519,2439.0,0.1,283.0,0.0116,2765.0,0.1134,2154.0,0.0883,18.0,0.0007,2208.0,0.0905,1989.0,0.0816,23.0,0.0009,2092.0,0.0858,1331.0,0.0546,12.0,0.0005,1334.0,0.0547,3701.0,0.1518,61.0,0.0025,3803.0,0.1559,960.0,0.0394,4.0,0.0002,989.0,0.0406,127.0,0.0052,113.0,0.0046,307.0,0.0126,19863.0,0.8145,4487.0,0.184,24388.0,1.0,24388.0
Sandringham,139.0,0.0056,237.0,0.0095,370.0,0.0149,25.0,0.001,66.0,0.0027,130.0,0.0052,50.0,0.002,171.0,0.0069,247.0,0.0099,25.0,0.001,394.0,0.0158,454.0,0.0183,131.0,0.0053,915.0,0.0368,1126.0,0.0453,140.0,0.0056,680.0,0.0274,881.0,0.0354,453.0,0.0182,489.0,0.0197,1041.0,0.0419,540.0,0.0217,560.0,0.0225,1128.0,0.0454,760.0,0.0306,655.0,0.0263,1453.0,0.0584,876.0,0.0352,545.0,0.0219,1497.0,0.0602,631.0,0.0254,433.0,0.0174,1129.0,0.0454,684.0,0.0275,378.0,0.0152,1105.0,0.0445,1630.0,0.0656,788.0,0.0317,2379.0,0.0957,1437.0,0.0578,15.0,0.0006,1481.0,0.0596,1451.0,0.0584,179.0,0.0072,1674.0,0.0673,1073.0,0.0432,14.0,0.0006,1096.0,0.0441,5968.0,0.2401,293.0,0.0118,6292.0,0.2531,907.0,0.0365,36.0,0.0014,948.0,0.0381,91.0,0.0037,128.0,0.0051,283.0,0.0114,17359.0,0.6983,7506.0,0.3019,24859.0,1.0,24859.0
Shepparton,164.0,0.006,197.0,0.0072,441.0,0.0161,44.0,0.0016,66.0,0.0024,156.0,0.0057,59.0,0.0022,257.0,0.0094,333.0,0.0122,72.0,0.0026,635.0,0.0232,758.0,0.0277,373.0,0.0137,1551.0,0.0568,1931.0,0.0707,403.0,0.0148,908.0,0.0332,1398.0,0.0512,1422.0,0.052,625.0,0.0229,2069.0,0.0757,1270.0,0.0465,794.0,0.0291,2063.0,0.0755,1405.0,0.0514,750.0,0.0275,2236.0,0.0818,1682.0,0.0616,537.0,0.0197,2266.0,0.0829,1164.0,0.0426,390.0,0.0143,1631.0,0.0597,1291.0,0.0473,229.0,0.0084,1617.0,0.0592,2469.0,0.0904,311.0,0.0114,2904.0,0.1063,1761.0,0.0645,28.0,0.001,1818.0,0.0665,1166.0,0.0427,44.0,0.0016,1255.0,0.0459,698.0,0.0255,5.0,0.0002,713.0,0.0261,1442.0,0.0528,133.0,0.0049,1630.0,0.0597,1151.0,0.0421,48.0,0.0018,1237.0,0.0453,297.0,0.0109,362.0,0.0133,739.0,0.027,18669.0,0.6833,8659.0,0.3169,27320.0,1.0,27320.0
South Barwon,69.0,0.0027,143.0,0.0055,254.0,0.0098,29.0,0.0011,46.0,0.0018,82.0,0.0032,14.0,0.0005,96.0,0.0037,168.0,0.0065,19.0,0.0007,287.0,0.011,355.0,0.0136,137.0,0.0053,1021.0,0.0392,1228.0,0.0472,208.0,0.008,707.0,0.0272,938.0,0.036,841.0,0.0323,468.0,0.018,1305.0,0.0501,871.0,0.0335,526.0,0.0202,1482.0,0.0569,1119.0,0.043,546.0,0.021,1638.0,0.0629,1372.0,0.0527,457.0,0.0176,1848.0,0.071,1040.0,0.04,442.0,0.017,1494.0,0.0574,1140.0,0.0438,315.0,0.0121,1488.0,0.0572,2748.0,0.1056,529.0,0.0203,3275.0,0.1258,2340.0,0.0899,107.0,0.0041,2478.0,0.0952,1898.0,0.0729,85.0,0.0033,2049.0,0.0787,1195.0,0.0459,23.0,0.0009,1242.0,0.0477,2775.0,0.1066,150.0,0.0058,2933.0,0.1127,885.0,0.034,111.0,0.0043,1078.0,0.0414,91.0,0.0035,165.0,0.0063,339.0,0.013,19007.0,0.7302,7050.0,0.2709,26029.0,1.0,26029.0
South-West Coast,100.0,0.0037,199.0,0.0073,402.0,0.0147,25.0,0.0009,43.0,0.0016,109.0,0.004,20.0,0.0007,245.0,0.009,298.0,0.0109,37.0,0.0014,581.0,0.0213,706.0,0.0259,324.0,0.0119,1557.0,0.057,1948.0,0.0714,333.0,0.0122,998.0,0.0366,1410.0,0.0517,1272.0,0.0466,631.0,0.0231,1971.0,0.0722,1202.0,0.044,805.0,0.0295,2105.0,0.0771,1396.0,0.0511,787.0,0.0288,2136.0,0.0783,1680.0,0.0615,522.0,0.0191,2177.0,0.0798,1163.0,0.0426,357.0,0.0131,1556.0,0.057,1258.0,0.0461,228.0,0.0084,1506.0,0.0552,2503.0,0.0917,387.0,0.0142,2939.0,0.1077,1834.0,0.0672,28.0,0.001,1913.0,0.0701,1229.0,0.045,51.0,0.0019,1364.0,0.05,739.0,0.0271,0.0,0.0,749.0,0.0274,1608.0,0.0589,83.0,0.003,1785.0,0.0654,1172.0,0.0429,28.0,0.001,1285.0,0.0471,268.0,0.0098,336.0,0.0123,679.0,0.0249,18623.0,0.6822,8697.0,0.3186,27297.0,1.0,27297.0
St Albans,393.0,0.0164,305.0,0.0127,809.0,0.0337,46.0,0.0019,28.0,0.0012,131.0,0.0055,133.0,0.0055,175.0,0.0073,350.0,0.0146,160.0,0.0067,571.0,0.0238,744.0,0.031,471.0,0.0196,1210.0,0.0505,1736.0,0.0724,380.0,0.0159,481.0,0.0201,906.0,0.0378,1408.0,0.0587,293.0,0.0122,1814.0,0.0757,1279.0,0.0534,397.0,0.0166,1757.0,0.0733,1362.0,0.0568,460.0,0.0192,1779.0,0.0742,1570.0,0.0655,302.0,0.0126,1913.0,0.0798,1158.0,0.0483,219.0,0.0091,1431.0,0.0597,1023.0,0.0427,190.0,0.0079,1311.0,0.0547,2058.0,0.0859,250.0,0.0104,2417.0,0.1008,1583.0,0.066,42.0,0.0018,1657.0,0.0691,1094.0,0.0456,70.0,0.0029,1202.0,0.0501,636.0,0.0265,3.0,0.0001,672.0,0.028,1302.0,0.0543,69.0,0.0029,1480.0,0.0617,1010.0,0.0421,81.0,0.0034,1173.0,0.0489,213.0,0.0089,139.0,0.0058,454.0,0.0189,17865.0,0.7452,6101.0,0.2545,23972.0,1.0,23972.0
Sunbury,126.0,0.0054,200.0,0.0086,428.0,0.0183,30.0,0.0013,12.0,0.0005,75.0,0.0032,23.0,0.001,115.0,0.0049,163.0,0.007,47.0,0.002,352.0,0.0151,419.0,0.018,151.0,0.0065,948.0,0.0406,1229.0,0.0527,244.0,0.0105,535.0,0.0229,823.0,0.0353,890.0,0.0381,371.0,0.0159,1264.0,0.0542,895.0,0.0383,473.0,0.0203,1426.0,0.0611,956.0,0.041,543.0,0.0233,1576.0,0.0675,1249.0,0.0535,459.0,0.0197,1770.0,0.0758,1064.0,0.0456,401.0,0.0172,1469.0,0.0629,1076.0,0.0461,247.0,0.0106,1382.0,0.0592,2554.0,0.1094,392.0,0.0168,3015.0,0.1292,2044.0,0.0876,23.0,0.001,2123.0,0.091,1572.0,0.0673,43.0,0.0018,1665.0,0.0713,993.0,0.0425,3.0,0.0001,1023.0,0.0438,1965.0,0.0842,31.0,0.0013,2052.0,0.0879,921.0,0.0395,29.0,0.0012,1000.0,0.0428,113.0,0.0048,153.0,0.0066,357.0,0.0153,17379.0,0.7445,5912.0,0.2533,23342.0,1.0,23342.0
Sydenham,202.0,0.0084,128.0,0.0054,389.0,0.0163,48.0,0.002,9.0,0.0004,71.0,0.003,40.0,0.0017,45.0,0.0019,126.0,0.0053,38.0,0.0016,226.0,0.0095,294.0,0.0123,213.0,0.0089,496.0,0.0207,812.0,0.034,260.0,0.0109,188.0,0.0079,524.0,0.0219,874.0,0.0366,163.0,0.0068,1135.0,0.0475,795.0,0.0332,233.0,0.0097,1132.0,0.0473,956.0,0.04,277.0,0.0116,1324.0,0.0554,1293.0,0.0541,273.0,0.0114,1600.0,0.0669,1083.0,0.0453,214.0,0.0089,1331.0,0.0557,1246.0,0.0521,151.0,0.0063,1495.0,0.0625,2820.0,0.1179,283.0,0.0118,3217.0,0.1345,2371.0,0.0992,3.0,0.0001,2393.0,0.1001,2004.0,0.0838,20.0,0.0008,2054.0,0.0859,1282.0,0.0536,9.0,0.0004,1300.0,0.0544,2953.0,0.1235,34.0,0.0014,2992.0,0.1251,1131.0,0.0473,3.0,0.0001,1163.0,0.0486,188.0,0.0079,67.0,0.0028,360.0,0.0151,20248.0,0.8468,3648.0,0.1526,23912.0,1.0,23912.0
Tarneit,207.0,0.0074,134.0,0.0048,430.0,0.0153,29.0,0.001,24.0,0.0009,83.0,0.003,39.0,0.0014,69.0,0.0025,149.0,0.0053,40.0,0.0014,215.0,0.0077,301.0,0.0107,186.0,0.0066,565.0,0.0202,835.0,0.0298,345.0,0.0123,311.0,0.0111,749.0,0.0267,999.0,0.0357,267.0,0.0095,1377.0,0.0492,1059.0,0.0378,435.0,0.0155,1495.0,0.0534,1482.0,0.0529,479.0,0.0171,2052.0,0.0732,1909.0,0.0681,393.0,0.014,2292.0,0.0818,1611.0,0.0575,328.0,0.0117,1998.0,0.0713,1599.0,0.0571,166.0,0.0059,1893.0,0.0676,3775.0,0.1347,310.0,0.0111,4124.0,0.1472,2549.0,0.091,45.0,0.0016,2624.0,0.0937,1884.0,0.0672,63.0,0.0022,1978.0,0.0706,1107.0,0.0395,12.0,0.0004,1170.0,0.0418,2215.0,0.0791,108.0,0.0039,2386.0,0.0852,1151.0,0.0411,56.0,0.002,1301.0,0.0464,160.0,0.0057,118.0,0.0042,381.0,0.0136,22941.0,0.8189,5037.0,0.1798,28016.0,1.0,28016.0
Thomastown,385.0,0.0149,229.0,0.0089,663.0,0.0257,57.0,0.0022,43.0,0.0017,121.0,0.0047,69.0,0.0027,167.0,0.0065,308.0,0.0119,57.0,0.0022,420.0,0.0163,568.0,0.022,360.0,0.014,1061.0,0.0412,1494.0,0.058,400.0,0.0155,403.0,0.0156,848.0,0.0329,1501.0,0.0582,273.0,0.0106,1801.0,0.0699,1258.0,0.0488,502.0,0.0195,1770.0,0.0687,1518.0,0.0589,497.0,0.0193,2013.0,0.0781,1725.0,0.0669,362.0,0.014,2128.0,0.0826,1380.0,0.0535,299.0,0.0116,1760.0,0.0683,1287.0,0.0499,167.0,0.0065,1521.0,0.059,2888.0,0.112,281.0,0.0109,3182.0,0.1234,2037.0,0.079,44.0,0.0017,2099.0,0.0814,1376.0,0.0534,50.0,0.0019,1478.0,0.0573,812.0,0.0315,11.0,0.0004,841.0,0.0326,1326.0,0.0514,38.0,0.0015,1397.0,0.0542,891.0,0.0346,42.0,0.0016,969.0,0.0376,255.0,0.0099,134.0,0.0052,422.0,0.0164,20000.0,0.7759,5781.0,0.2243,25777.0,1.0,25777.0
Warrandyte,269.0,0.0107,212.0,0.0084,530.0,0.0211,63.0,0.0025,30.0,0.0012,120.0,0.0048,30.0,0.0012,91.0,0.0036,181.0,0.0072,33.0,0.0013,259.0,0.0103,309.0,0.0123,211.0,0.0084,742.0,0.0296,1011.0,0.0403,226.0,0.009,394.0,0.0157,708.0,0.0282,812.0,0.0324,358.0,0.0143,1197.0,0.0477,790.0,0.0315,322.0,0.0128,1144.0,0.0456,1033.0,0.0412,334.0,0.0133,1447.0,0.0577,1248.0,0.0497,201.0,0.008,1541.0,0.0614,889.0,0.0354,222.0,0.0088,1187.0,0.0473,988.0,0.0394,110.0,0.0044,1236.0,0.0493,2107.0,0.084,292.0,0.0116,2497.0,0.0995,1820.0,0.0725,16.0,0.0006,1870.0,0.0745,1775.0,0.0707,38.0,0.0015,1842.0,0.0734,1223.0,0.0487,3.0,0.0001,1253.0,0.0499,4988.0,0.1988,97.0,0.0039,5161.0,0.2057,1103.0,0.044,16.0,0.0006,1205.0,0.048,151.0,0.006,87.0,0.0035,292.0,0.0116,20368.0,0.8117,4660.0,0.1857,25092.0,1.0,25092.0
Wendouree,69.0,0.0025,213.0,0.0077,340.0,0.0123,17.0,0.0006,81.0,0.0029,107.0,0.0039,20.0,0.0007,233.0,0.0084,300.0,0.0109,55.0,0.002,653.0,0.0236,729.0,0.0264,306.0,0.0111,1867.0,0.0675,2178.0,0.0788,384.0,0.0139,1199.0,0.0434,1704.0,0.0616,1332.0,0.0482,685.0,0.0248,2042.0,0.0739,1212.0,0.0438,910.0,0.0329,2129.0,0.077,1393.0,0.0504,1031.0,0.0373,2333.0,0.0844,1573.0,0.0569,646.0,0.0234,2282.0,0.0825,1137.0,0.0411,562.0,0.0203,1691.0,0.0612,1177.0,0.0426,343.0,0.0124,1501.0,0.0543,2223.0,0.0804,484.0,0.0175,2739.0,0.0991,1514.0,0.0548,42.0,0.0015,1624.0,0.0587,1233.0,0.0446,78.0,0.0028,1338.0,0.0484,688.0,0.0249,6.0,0.0002,721.0,0.0261,1731.0,0.0626,133.0,0.0048,1910.0,0.0691,983.0,0.0356,66.0,0.0024,1074.0,0.0388,204.0,0.0074,351.0,0.0127,567.0,0.0205,17542.0,0.6345,10070.0,0.3642,27646.0,1.0,27646.0
Werribee,141.0,0.005,172.0,0.0061,396.0,0.0141,6.0,0.0002,18.0,0.0006,29.0,0.001,34.0,0.0012,98.0,0.0035,179.0,0.0064,74.0,0.0026,338.0,0.012,465.0,0.0165,257.0,0.0091,832.0,0.0295,1130.0,0.0401,367.0,0.013,604.0,0.0214,1053.0,0.0374,993.0,0.0352,358.0,0.0127,1428.0,0.0507,1092.0,0.0387,545.0,0.0193,1638.0,0.0581,1358.0,0.0482,699.0,0.0248,2069.0,0.0734,1709.0,0.0606,483.0,0.0171,2308.0,0.0819,1457.0,0.0517,464.0,0.0165,1952.0,0.0693,1437.0,0.051,231.0,0.0082,1786.0,0.0634,3404.0,0.1208,458.0,0.0163,3927.0,0.1393,2367.0,0.084,15.0,0.0005,2441.0,0.0866,1822.0,0.0646,36.0,0.0013,1952.0,0.0693,1113.0,0.0395,0.0,0.0,1117.0,0.0396,2084.0,0.0739,50.0,0.0018,2238.0,0.0794,1128.0,0.04,34.0,0.0012,1204.0,0.0427,227.0,0.0081,147.0,0.0052,495.0,0.0176,21598.0,0.7663,6610.0,0.2345,28184.0,1.0,28184.0
Williamstown,117.0,0.0046,235.0,0.0093,447.0,0.0177,35.0,0.0014,66.0,0.0026,139.0,0.0055,45.0,0.0018,170.0,0.0067,268.0,0.0106,41.0,0.0016,433.0,0.0171,518.0,0.0205,216.0,0.0085,1109.0,0.0439,1285.0,0.0508,178.0,0.007,638.0,0.0252,839.0,0.0332,725.0,0.0287,425.0,0.0168,1133.0,0.0448,660.0,0.0261,508.0,0.0201,1149.0,0.0455,707.0,0.028,518.0,0.0205,1257.0,0.0497,984.0,0.0389,487.0,0.0193,1439.0,0.0569,680.0,0.0269,560.0,0.0222,1252.0,0.0495,747.0,0.0296,344.0,0.0136,1065.0,0.0421,1768.0,0.07,817.0,0.0323,2580.0,0.1021,1600.0,0.0633,34.0,0.0013,1657.0,0.0656,1648.0,0.0652,189.0,0.0075,1918.0,0.0759,1279.0,0.0506,8.0,0.0003,1326.0,0.0525,5057.0,0.2001,267.0,0.0106,5411.0,0.2141,866.0,0.0343,25.0,0.001,958.0,0.0379,89.0,0.0035,188.0,0.0074,347.0,0.0137,17770.0,0.7031,7413.0,0.2933,25272.0,1.0,25272.0
Yan Yean,124.0,0.0053,53.0,0.0023,283.0,0.0121,26.0,0.0011,23.0,0.001,69.0,0.003,17.0,0.0007,64.0,0.0027,151.0,0.0065,35.0,0.0015,121.0,0.0052,229.0,0.0098,191.0,0.0082,471.0,0.0202,723.0,0.031,250.0,0.0107,235.0,0.0101,586.0,0.0251,733.0,0.0314,197.0,0.0084,982.0,0.0421,691.0,0.0296,337.0,0.0144,1091.0,0.0468,1014.0,0.0435,370.0,0.0159,1463.0,0.0627,1292.0,0.0554,337.0,0.0144,1729.0,0.0741,1150.0,0.0493,262.0,0.0112,1451.0,0.0622,1258.0,0.0539,151.0,0.0065,1474.0,0.0632,3102.0,0.1329,307.0,0.0132,3514.0,0.1506,2392.0,0.1025,0.0,0.0,2429.0,0.1041,1896.0,0.0812,41.0,0.0018,1981.0,0.0849,1157.0,0.0496,0.0,0.0,1159.0,0.0497,2397.0,0.1027,23.0,0.001,2487.0,0.1066,1079.0,0.0462,0.0,0.0,1105.0,0.0474,180.0,0.0077,40.0,0.0017,275.0,0.0118,19398.0,0.8312,3868.0,0.1658,23336.0,1.0,23336.0
