district,M_0_149_CFNC_pc,M_0_149_CF_C_und15_pc,M_0_149_CFNC_und15_pc,M_0_149_1PF_C_und15_pc,M_0_149_1PFNC_und15_pc,M_0_149_OthF_pc,M_0_149_Tot_pc,M_150_299_CFNC_pc,M_150_299_CF_C_und15_pc,M_150_299_CFNC_und15_pc,M_150_299_1PF_C_und15_pc,M_150_299_1PFNC_und15_pc,M_150_299_OthF_pc,M_150_299_Tot_pc,M_300_449_CFNC_pc,M_300_449_CF_C_und15_pc,M_300_449_CFNC_und15_pc,M_300_449_1PF_C_und15_pc,M_300_449_1PFNC_und15_pc,M_300_449_OthF_pc,M_300_449_Tot_pc,M_450_599_CFNC_pc,M_450_599_CF_C_und15_pc,M_450_599_CFNC_und15_pc,M_450_599_1PF_C_und15_pc,M_450_599_1PFNC_und15_pc,M_450_599_OthF_pc,M_450_599_Tot_pc,M_600_799_CFNC_pc,M_600_799_CF_C_und15_pc,M_600_799_CFNC_und15_pc,M_600_799_1PF_C_und15_pc,M_600_799_1PFNC_und15_pc,M_600_799_OthF_pc,M_600_799_Tot_pc,M_800_999_CFNC_pc,M_800_999_CF_C_und15_pc,M_800_999_CFNC_und15_pc,M_800_999_1PF_C_und15_pc,M_800_999_1PFNC_und15_pc,M_800_999_OthF_pc,M_800_999_Tot_pc,M_1000_1199_CFNC_pc,M_1000_1199_CF_C_und15_pc,M_1000_1199_CFNC_und15_pc,M_1000_1199_1PF_C_und15_pc,M_1000_1199_1PFNC_und15_pc,M_1000_1199_OthF_pc,M_1000_1199_Tot_pc,M_1200_1399_CFNC_pc,M_1200_1399_CF_C_und15_pc,M_1200_1399_CFNC_und15_pc,M_1200_1399_1PF_C_und15_pc,M_1200_1399_1PFNC_und15_pc,M_1200_1399_OthF_pc,M_1200_1399_Tot_pc,M_1400_1599_CFNC_pc,M_1400_1599_CF_C_und15_pc,M_1400_1599_CFNC_und15_pc,M_1400_1599_1PF_C_und15_pc,M_1400_1599_1PFNC_und15_pc,M_1400_1599_OthF_pc,M_1400_1599_Tot_pc,M_1600_1799_CFNC_pc,M_1600_1799_CF_C_und15_pc,M_1600_1799_CFNC_und15_pc,M_1600_1799_1PF_C_und15_pc,M_1600_1799_1PFNC_und15_pc,M_1600_1799_OthF_pc,M_1600_1799_Tot_pc,M_1800_1999_CFNC_pc,M_1800_1999_CF_C_und15_pc,M_1800_1999_CFNC_und15_pc,M_1800_1999_1PF_C_und15_pc,M_1800_1999_1PFNC_und15_pc,M_1800_1999_OthF_pc,M_1800_1999_Tot_pc,M_2000_2199_CFNC_pc,M_2000_2199_CF_C_und15_pc,M_2000_2199_CFNC_und15_pc,M_2000_2199_1PF_C_und15_pc,M_2000_2199_1PFNC_und15_pc,M_2000_2199_OthF_pc,M_2000_2199_Tot_pc,M_2200_2399_CFNC_pc,M_2200_2399_CF_C_und15_pc,M_2200_2399_CFNC_und15_pc,M_2200_2399_1PF_C_und15_pc,M_2200_2399_1PFNC_und15_pc,M_2200_2399_OthF_pc,M_2200_2399_Tot_pc,M_2400_2599_CFNC_pc,M_2400_2599_CF_C_und15_pc,M_2400_2599_CFNC_und15_pc,M_2400_2599_1PF_C_und15_pc,M_2400_2599_1PFNC_und15_pc,M_2400_2599_OthF_pc,M_2400_2599_Tot_pc,M_2600_2999_CFNC_pc,M_2600_2999_CF_C_und15_pc,M_2600_2999_CFNC_und15_pc,M_2600_2999_1PF_C_und15_pc,M_2600_2999_1PFNC_und15_pc,M_2600_2999_OthF_pc,M_2600_2999_Tot_pc,M_3000_3999_CFNC_pc,M_3000_3999_CF_C_und15_pc,M_3000_3999_CFNC_und15_pc,M_3000_3999_1PF_C_und15_pc,M_3000_3999_1PFNC_und15_pc,M_3000_3999_OthF_pc,M_3000_3999_Tot_pc,M_4000_4999_CFNC_pc,M_4000_4999_CF_C_und15_pc,M_4000_4999_CFNC_und15_pc,M_4000_4999_1PF_C_und15_pc,M_4000_4999_1PFNC_und15_pc,M_4000_4999_OthF_pc,M_4000_4999_Tot_pc,M_5000over_CFNC_pc,M_5000over_CF_C_und15_pc,M_5000over_CFNC_und15_pc,M_5000over_1PF_C_und15_pc,M_5000over_1PFNC_und15_pc,M_5000over_OthF_pc,M_5000over_Tot_pc,M_NS_CFNC_pc,M_NS_CF_C_und15_pc,M_NS_CFNC_und15_pc,M_NS_1PF_C_und15_pc,M_NS_1PFNC_und15_pc,M_NS_OthF_pc,M_NS_Tot_pc,Tot_CFNC_pc,Tot_CF_C_und15_pc,Tot_CFNC_und15_pc,Tot_1PF_C_und15_pc,Tot_1PFNC_und15_pc,Tot_OthF_pc,Tot_Tot_pc
Caulfield,0.009,0.0053,0.007,0.0,0.0,0.0,0.0436,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0009,0.0017,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0006,0.0,0.0,0.0,0.0036,0.0006,0.0,0.0,0.0,0.0,0.0,0.0065,0.0029,0.0005,0.0005,0.0,0.0,0.0,0.0095,0.0014,0.0037,0.0014,0.0,0.0008,0.0,0.0196,0.0047,0.0,0.0011,0.0,0.0,0.0,0.0146,0.0061,0.0028,0.0012,0.0,0.0,0.0,0.0233,0.0098,0.0047,0.0,0.0,0.0,0.0,0.0289,0.0098,0.0059,0.0,0.0009,0.0,0.0,0.0303,0.0146,0.0264,0.0047,0.0,0.0009,0.0,0.0705,0.0081,0.0074,0.0,0.0,0.0,0.0,0.0268,0.0074,0.0121,0.0014,0.0005,0.0,0.0,0.0382,0.0171,0.0183,0.0022,0.0,0.0006,0.0,0.0538,0.0355,0.0711,0.0112,0.0019,0.0012,0.0,0.1572,0.0147,0.0587,0.0056,0.0005,0.0005,0.0,0.1092,0.018,0.0922,0.0185,0.0037,0.0,0.0,0.1592,0.0133,0.0278,0.0057,0.0,0.0,0.0,0.0751,0.2972,0.4579,0.1552,0.0327,0.0355,0.0028,1.0
Clarinda,0.0054,0.0067,0.0071,0.0,0.0046,0.0005,0.0397,0.0,0.0,0.0016,0.0,0.0,0.0,0.0047,0.0013,0.0009,0.0011,0.0,0.0,0.0,0.0091,0.0009,0.0,0.001,0.0005,0.0009,0.0,0.0097,0.0044,0.001,0.0021,0.0,0.0013,0.0,0.0197,0.0034,0.0018,0.0037,0.0004,0.0,0.0,0.023,0.002,0.0029,0.0025,0.0005,0.0023,0.0,0.0353,0.0066,0.0131,0.0067,0.0,0.0038,0.0,0.0493,0.0077,0.0197,0.0076,0.0013,0.0029,0.0,0.0594,0.0094,0.0167,0.0051,0.0015,0.0018,0.0,0.0625,0.0046,0.019,0.0029,0.0014,0.0021,0.0,0.0512,0.0158,0.0358,0.0125,0.0018,0.0032,0.0,0.0993,0.0052,0.0254,0.0035,0.0,0.0,0.0,0.0493,0.0052,0.0269,0.0037,0.0,0.0,0.0,0.0517,0.0102,0.0391,0.0082,0.0004,0.0013,0.0,0.0881,0.0207,0.0761,0.0126,0.0019,0.001,0.0,0.143,0.0033,0.0202,0.0042,0.0004,0.0,0.0,0.0354,0.0008,0.0086,0.0008,0.0,0.0004,0.0,0.0183,0.0057,0.0211,0.0107,0.0008,0.0015,0.0005,0.0673,0.2189,0.4481,0.1975,0.0517,0.0808,0.007,1.0
Cranbourne,0.0016,0.0028,0.0006,0.0,0.0007,0.0,0.0134,0.0002,0.0,0.0,0.0002,0.0,0.0,0.002,0.0009,0.0002,0.0,0.0,0.0,0.0,0.0068,0.0013,0.0007,0.0011,0.0002,0.0002,0.0,0.0064,0.0007,0.0008,0.0,0.0,0.0,0.0,0.0084,0.0021,0.0036,0.0007,0.0,0.0007,0.0,0.0177,0.0051,0.0078,0.0021,0.0018,0.0005,0.0003,0.0303,0.0104,0.0261,0.0047,0.0022,0.0015,0.0003,0.0614,0.0117,0.039,0.0052,0.0012,0.0018,0.0,0.0775,0.0175,0.0634,0.0086,0.0035,0.0041,0.0,0.1126,0.0202,0.0685,0.0073,0.0027,0.0003,0.0,0.112,0.0302,0.0903,0.0154,0.0032,0.0007,0.0003,0.1589,0.0115,0.0533,0.0037,0.0008,0.0,0.0,0.0847,0.0091,0.0368,0.0027,0.0004,0.0003,0.0,0.06,0.009,0.0398,0.0062,0.0007,0.0,0.0,0.0695,0.0109,0.0295,0.0055,0.0011,0.0012,0.0,0.0592,0.0011,0.0085,0.0006,0.0,0.0,0.0,0.0163,0.0008,0.0029,0.0,0.0,0.0,0.0,0.0109,0.0088,0.0233,0.0073,0.0014,0.0009,0.0,0.0566,0.2192,0.5449,0.1253,0.0532,0.0487,0.0038,1.0
Croydon,0.0076,0.0039,0.002,0.0,0.0009,0.0,0.0274,0.0005,0.0004,0.0,0.0,0.0,0.0,0.0031,0.0006,0.0007,0.0011,0.0,0.0006,0.0,0.0108,0.0003,0.0017,0.0008,0.0,0.001,0.0,0.0091,0.0014,0.0006,0.0015,0.0004,0.0009,0.0,0.0166,0.0021,0.0064,0.0034,0.0003,0.0019,0.0,0.0307,0.0057,0.0063,0.0078,0.001,0.0032,0.0,0.0449,0.0039,0.014,0.0052,0.0023,0.003,0.0,0.0513,0.0087,0.0187,0.0048,0.0019,0.0038,0.0,0.0571,0.0098,0.0318,0.0067,0.0015,0.0024,0.0,0.073,0.012,0.0314,0.0038,0.0019,0.0019,0.0,0.069,0.0238,0.0554,0.0133,0.0021,0.0007,0.0,0.1122,0.0136,0.032,0.0045,0.0003,0.0004,0.0,0.0707,0.0169,0.0309,0.0019,0.0007,0.0004,0.0,0.0645,0.0253,0.0519,0.0071,0.0003,0.0,0.0003,0.0973,0.0309,0.0628,0.01,0.0017,0.0008,0.0,0.1178,0.004,0.0109,0.0018,0.0004,0.0,0.0,0.0277,0.0022,0.0045,0.0019,0.0,0.0,0.0,0.0135,0.0076,0.0145,0.0063,0.0,0.0004,0.0003,0.0477,0.2648,0.4493,0.1577,0.0518,0.0645,0.0032,1.0
Dandenong,0.0029,0.0048,0.0031,0.0005,0.0024,0.0,0.0361,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0035,0.0005,0.0005,0.0021,0.0,0.0005,0.0,0.0082,0.0009,0.0009,0.0008,0.0,0.0009,0.0,0.0111,0.0043,0.0017,0.0016,0.0012,0.0,0.0,0.025,0.005,0.006,0.0047,0.0004,0.0004,0.0,0.0387,0.0035,0.0108,0.0028,0.0016,0.0042,0.0,0.0515,0.0126,0.0281,0.005,0.0008,0.0012,0.0,0.0811,0.0087,0.0328,0.0064,0.004,0.0043,0.0,0.0909,0.0106,0.0353,0.0083,0.0013,0.0025,0.0004,0.0917,0.0157,0.0327,0.0024,0.0005,0.0004,0.0,0.0755,0.0149,0.0482,0.0088,0.0005,0.0036,0.0,0.101,0.0028,0.0237,0.0005,0.0,0.0016,0.0,0.0458,0.0028,0.0166,0.0015,0.0009,0.0008,0.0,0.0367,0.0032,0.0194,0.0043,0.0,0.0007,0.0,0.0491,0.0095,0.0186,0.005,0.0008,0.0005,0.0,0.0577,0.0019,0.0042,0.0005,0.0004,0.0004,0.0,0.0133,0.0017,0.0025,0.0004,0.0005,0.0005,0.0,0.0102,0.0108,0.0198,0.007,0.0025,0.0025,0.0,0.0774,0.2221,0.4409,0.172,0.0615,0.0857,0.0066,1.0
Eildon,0.0073,0.0023,0.0014,0.0,0.0,0.0,0.0215,0.0017,0.0,0.0013,0.0,0.0,0.0,0.005,0.0013,0.001,0.0008,0.0012,0.0003,0.0,0.0113,0.0027,0.0006,0.0006,0.0,0.0,0.0,0.0116,0.0053,0.0026,0.0045,0.0,0.0023,0.0,0.0309,0.0093,0.0063,0.0039,0.0008,0.0015,0.0,0.044,0.0148,0.0159,0.0055,0.0008,0.0032,0.0,0.064,0.0114,0.022,0.0057,0.0019,0.002,0.0,0.079,0.0155,0.0257,0.0039,0.0022,0.0028,0.0,0.0778,0.0228,0.0373,0.0058,0.0024,0.0008,0.0,0.0864,0.0102,0.0305,0.0064,0.0012,0.0003,0.0,0.0703,0.0295,0.0465,0.0067,0.0007,0.0012,0.0,0.1061,0.0079,0.0199,0.002,0.0,0.0005,0.0,0.0412,0.0053,0.0128,0.0,0.0,0.0003,0.0,0.0273,0.0143,0.0307,0.0038,0.0,0.0,0.0,0.066,0.0179,0.0277,0.0087,0.0006,0.0,0.0,0.0752,0.0044,0.008,0.0028,0.0,0.0,0.0,0.0232,0.0031,0.006,0.003,0.0005,0.0,0.0,0.0202,0.0116,0.0108,0.0067,0.0007,0.0012,0.0,0.0574,0.3093,0.3969,0.1572,0.0553,0.0592,0.0013,1.0
Eltham,0.0035,0.0035,0.0051,0.0,0.0003,0.0,0.0268,0.0004,0.0003,0.0008,0.0,0.0003,0.0,0.0035,0.002,0.001,0.002,0.0,0.0007,0.0,0.0151,0.0004,0.0015,0.0012,0.0,0.0,0.0,0.0088,0.0,0.0032,0.0026,0.0,0.0003,0.0,0.0148,0.0003,0.0024,0.0043,0.0,0.0007,0.0,0.0241,0.0033,0.0109,0.005,0.0,0.0009,0.0,0.0389,0.0049,0.0053,0.0061,0.0005,0.002,0.0,0.043,0.0031,0.012,0.0057,0.0019,0.001,0.0,0.0426,0.0042,0.0191,0.0057,0.0,0.0019,0.0,0.0507,0.0056,0.0218,0.0013,0.0007,0.0012,0.0,0.0433,0.015,0.0401,0.0159,0.0016,0.0013,0.0,0.0962,0.0056,0.0287,0.0035,0.0005,0.0005,0.0,0.0548,0.0057,0.0261,0.0025,0.0004,0.0005,0.0,0.0472,0.0185,0.0681,0.0055,0.0012,0.0006,0.0,0.1095,0.0335,0.1014,0.0232,0.0008,0.0006,0.0,0.174,0.0055,0.0281,0.0073,0.0004,0.0,0.0,0.0501,0.0032,0.0199,0.0037,0.0,0.0,0.0,0.0385,0.0072,0.0228,0.0053,0.0,0.0008,0.0,0.0546,0.211,0.4935,0.2022,0.0399,0.0511,0.0003,1.0
Essendon,0.0048,0.0085,0.0039,0.0018,0.0,0.0,0.0361,0.0,0.0,0.0005,0.0,0.0,0.0,0.0011,0.0,0.0006,0.0,0.0,0.0,0.0,0.0039,0.0006,0.0012,0.0005,0.0,0.0,0.0,0.0044,0.0011,0.0011,0.0,0.0,0.0,0.0,0.0075,0.0035,0.0011,0.002,0.0005,0.0011,0.0,0.0169,0.0023,0.0066,0.0024,0.0,0.0,0.0,0.0264,0.0098,0.0074,0.0053,0.0005,0.0,0.0,0.0403,0.0097,0.0048,0.0014,0.0009,0.0,0.0,0.0344,0.013,0.0092,0.0026,0.0005,0.0,0.0,0.0358,0.0063,0.0071,0.0011,0.0,0.0,0.0,0.0254,0.0155,0.027,0.0062,0.0015,0.0005,0.0006,0.0835,0.0051,0.0088,0.0,0.0,0.0,0.0,0.0278,0.0054,0.014,0.0,0.0,0.0,0.0,0.0394,0.0112,0.0287,0.003,0.0,0.0,0.0,0.0622,0.0371,0.1016,0.0168,0.0014,0.0024,0.0,0.183,0.01,0.0551,0.0079,0.0008,0.0005,0.0,0.0969,0.0119,0.0735,0.0106,0.0015,0.0,0.0,0.1214,0.0077,0.0257,0.0103,0.0,0.0,0.0,0.0666,0.2672,0.4761,0.1781,0.0326,0.0412,0.0041,1.0
Eureka,0.0057,0.0034,0.0011,0.0,0.0,0.0,0.0228,0.001,0.0003,0.0007,0.0,0.0003,0.0,0.0055,0.0026,0.0009,0.0016,0.0,0.0,0.0,0.0132,0.0009,0.0012,0.0004,0.0,0.0003,0.0,0.0098,0.0045,0.0033,0.0006,0.0,0.0013,0.0,0.0253,0.0108,0.0106,0.0039,0.0015,0.0015,0.0,0.0435,0.0148,0.0199,0.0076,0.0052,0.0004,0.0,0.0696,0.0207,0.0386,0.0106,0.0035,0.0052,0.0,0.0994,0.0188,0.0412,0.0072,0.0014,0.0014,0.0,0.1003,0.0253,0.0555,0.0088,0.0027,0.0003,0.0,0.1108,0.0182,0.0439,0.0038,0.0012,0.0005,0.0,0.0864,0.0241,0.0594,0.0071,0.0019,0.0006,0.0,0.11,0.0086,0.0205,0.0026,0.0,0.0003,0.0,0.0469,0.0038,0.0106,0.0013,0.0003,0.0,0.0,0.0259,0.0094,0.0258,0.0027,0.0,0.0005,0.0,0.0537,0.0137,0.0251,0.004,0.0004,0.0,0.0,0.0534,0.0006,0.0037,0.0011,0.0,0.0,0.0,0.0114,0.0014,0.0022,0.0,0.0,0.0,0.0,0.0067,0.0098,0.014,0.0038,0.0007,0.0013,0.0,0.0566,0.2918,0.4542,0.1402,0.0547,0.0536,0.0028,1.0
Euroa,0.0065,0.0026,0.0,0.0,0.0011,0.0,0.0215,0.0014,0.0006,0.0,0.0,0.0008,0.0,0.0074,0.0061,0.0021,0.0008,0.0,0.001,0.0,0.0213,0.003,0.0008,0.0014,0.0,0.0006,0.0,0.0195,0.0158,0.0078,0.0006,0.0017,0.001,0.0,0.05,0.0222,0.0169,0.0047,0.0028,0.0023,0.0,0.0819,0.0206,0.0213,0.007,0.0018,0.0022,0.0,0.0922,0.0253,0.0307,0.0106,0.0017,0.0028,0.0,0.1023,0.029,0.0235,0.0039,0.0014,0.0015,0.0,0.0962,0.0264,0.0377,0.0065,0.0019,0.0021,0.0,0.0943,0.0153,0.0191,0.0056,0.001,0.0007,0.0,0.0595,0.0173,0.0341,0.0074,0.0006,0.0,0.0,0.0757,0.0017,0.0077,0.0004,0.0003,0.0,0.0,0.0202,0.0012,0.0041,0.0007,0.0,0.0,0.0,0.0085,0.0076,0.0129,0.0055,0.0006,0.0,0.0,0.0414,0.0099,0.0171,0.003,0.0,0.0,0.0,0.0377,0.0028,0.0023,0.0008,0.0,0.0,0.0,0.0096,0.0011,0.0017,0.0004,0.0,0.0,0.0,0.0096,0.0168,0.0098,0.0025,0.0017,0.001,0.0,0.0547,0.3512,0.3687,0.1491,0.058,0.0669,0.0025,1.0
Evelyn,0.0062,0.0034,0.0032,0.0,0.0007,0.0,0.0258,0.0015,0.0,0.0,0.0,0.0,0.0,0.0046,0.0017,0.0007,0.0005,0.0,0.0004,0.0,0.0101,0.0018,0.0003,0.0004,0.0005,0.0,0.0,0.0088,0.0024,0.0017,0.0015,0.0003,0.0005,0.0,0.0163,0.0031,0.003,0.006,0.0,0.0009,0.0,0.0298,0.0062,0.0077,0.0044,0.0004,0.0008,0.0004,0.0325,0.0043,0.0145,0.0086,0.0006,0.0012,0.0,0.0484,0.0088,0.0204,0.0079,0.0011,0.0007,0.0,0.0574,0.0112,0.0311,0.0109,0.0006,0.002,0.0,0.0748,0.0106,0.0351,0.0042,0.0003,0.0011,0.0,0.0696,0.0245,0.0587,0.016,0.0022,0.0009,0.0,0.1148,0.0133,0.0298,0.0029,0.0006,0.0003,0.0,0.059,0.0172,0.0305,0.0018,0.0,0.0,0.0003,0.0605,0.02,0.059,0.0108,0.0003,0.0003,0.0,0.1067,0.0238,0.0622,0.0095,0.0004,0.0,0.0,0.1124,0.003,0.0088,0.0038,0.0,0.0,0.0,0.0237,0.0018,0.0036,0.0018,0.0,0.0,0.0,0.0149,0.0113,0.0184,0.0119,0.0005,0.0003,0.0,0.0636,0.257,0.4502,0.1846,0.0399,0.0582,0.0024,1.0
Footscray,0.0043,0.009,0.0039,0.0,0.0015,0.0004,0.037,0.0,0.0,0.0007,0.0,0.0,0.0,0.0024,0.0,0.0005,0.0012,0.0,0.0,0.0,0.0036,0.0005,0.0,0.0,0.0,0.0,0.0,0.0032,0.0016,0.0,0.0007,0.0,0.0004,0.0,0.0093,0.0052,0.0016,0.0008,0.0,0.0004,0.0,0.0185,0.0021,0.0044,0.0027,0.0008,0.0005,0.0004,0.0292,0.0094,0.0107,0.002,0.0009,0.0,0.0004,0.0414,0.0105,0.0172,0.0005,0.0009,0.0004,0.0,0.0455,0.0165,0.0131,0.0024,0.0015,0.0008,0.0,0.05,0.0114,0.0095,0.0005,0.0004,0.0,0.0,0.0394,0.0322,0.0373,0.0058,0.0013,0.0013,0.0005,0.0948,0.0139,0.0147,0.0,0.0,0.0,0.0,0.0515,0.0107,0.0193,0.0016,0.0005,0.0,0.0,0.0469,0.0333,0.042,0.0013,0.0,0.0008,0.0,0.1003,0.0501,0.0988,0.0071,0.0019,0.0011,0.0,0.1777,0.0154,0.0373,0.0025,0.0,0.0,0.0,0.0743,0.007,0.0237,0.0019,0.0012,0.0,0.0,0.0483,0.0071,0.0095,0.0036,0.0,0.0024,0.0,0.0416,0.3308,0.4544,0.1014,0.0442,0.0453,0.005,1.0
Frankston,0.0039,0.0026,0.0005,0.0,0.0014,0.0,0.0183,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0037,0.0014,0.0,0.0,0.0,0.0,0.0,0.0066,0.0011,0.0,0.0,0.0007,0.0,0.0,0.0087,0.0019,0.0008,0.0028,0.0005,0.0,0.0,0.0167,0.0049,0.0026,0.0024,0.0005,0.0009,0.0,0.0305,0.0073,0.0087,0.0032,0.0019,0.0024,0.0,0.0474,0.0073,0.0181,0.0038,0.0007,0.0022,0.0,0.0605,0.0107,0.0225,0.0053,0.0007,0.0023,0.0,0.0697,0.0127,0.0314,0.0037,0.0038,0.0031,0.0,0.0784,0.0129,0.0299,0.0028,0.0015,0.0012,0.0,0.0727,0.0283,0.0471,0.0084,0.0004,0.0004,0.0,0.1116,0.0099,0.0267,0.0016,0.0004,0.0004,0.0,0.0565,0.0081,0.0126,0.0018,0.0,0.0,0.0,0.0363,0.0184,0.0362,0.0058,0.0005,0.0,0.0,0.0785,0.019,0.0473,0.0062,0.0004,0.0007,0.0,0.0947,0.0031,0.0088,0.0032,0.0,0.0,0.0,0.0223,0.0023,0.0085,0.0032,0.0004,0.0,0.0,0.0194,0.0112,0.0125,0.0022,0.0011,0.0004,0.0,0.0557,0.288,0.4252,0.1408,0.0617,0.0681,0.0031,1.0
Geelong,0.0059,0.0052,0.0029,0.0,0.0009,0.0,0.0266,0.0009,0.0,0.0,0.0,0.0,0.0,0.0034,0.002,0.0007,0.0004,0.0,0.0005,0.0,0.0105,0.0016,0.0008,0.0005,0.0,0.0005,0.0,0.0084,0.0042,0.0043,0.0029,0.0004,0.0017,0.0,0.0233,0.0054,0.0073,0.0025,0.0,0.0005,0.0,0.0309,0.0114,0.0158,0.0017,0.0,0.0009,0.0,0.0535,0.0152,0.0281,0.003,0.0031,0.0042,0.0,0.0746,0.0133,0.0275,0.0047,0.0033,0.0024,0.0,0.076,0.0215,0.0385,0.0031,0.002,0.0016,0.0,0.0973,0.0179,0.026,0.0034,0.0004,0.0,0.0,0.0577,0.0259,0.0502,0.008,0.0017,0.0012,0.0,0.1052,0.0063,0.0186,0.0031,0.0,0.0005,0.0,0.0421,0.0047,0.0158,0.0,0.0,0.0,0.0,0.0317,0.0082,0.0395,0.0027,0.0,0.0,0.0,0.0671,0.0139,0.0446,0.0038,0.0005,0.0,0.0,0.0822,0.0021,0.0144,0.0007,0.0,0.0,0.0,0.0305,0.0014,0.0095,0.0008,0.0,0.0,0.0,0.0217,0.0081,0.0158,0.0064,0.0018,0.0007,0.0,0.0513,0.2838,0.4644,0.1316,0.0493,0.0518,0.0038,1.0
Gippsland East,0.0083,0.0019,0.0019,0.0,0.0005,0.0,0.0239,0.0041,0.0023,0.0,0.0,0.0,0.0,0.0068,0.0104,0.001,0.0008,0.0005,0.0,0.0,0.0229,0.0054,0.0028,0.0,0.0006,0.0006,0.0,0.0195,0.0148,0.0127,0.0045,0.0013,0.0024,0.0,0.0573,0.0208,0.0287,0.0102,0.0024,0.0005,0.0,0.0906,0.0226,0.0344,0.0052,0.0031,0.0015,0.0,0.1101,0.0357,0.0471,0.0117,0.0031,0.0024,0.0,0.1256,0.0229,0.0424,0.0042,0.0031,0.0,0.0,0.0997,0.0153,0.0417,0.007,0.0015,0.0006,0.0,0.0907,0.0106,0.0221,0.0018,0.0,0.0,0.0,0.0406,0.0156,0.0255,0.0045,0.0,0.0005,0.0,0.063,0.0021,0.0065,0.0,0.0,0.0,0.0,0.0144,0.0006,0.0044,0.0,0.0,0.0,0.0,0.0067,0.0054,0.0058,0.0013,0.0,0.0,0.0,0.0213,0.0039,0.0083,0.0005,0.0,0.0,0.0,0.0255,0.0005,0.0013,0.0008,0.0,0.0,0.0,0.0055,0.0006,0.0029,0.0005,0.0,0.0,0.0,0.0071,0.0133,0.0143,0.0011,0.0,0.0,0.0,0.0489,0.3406,0.408,0.1388,0.0589,0.0406,0.001,1.0
Gippsland South,0.0113,0.0056,0.0029,0.0,0.0,0.0,0.0318,0.0025,0.0,0.0,0.0,0.0,0.0,0.0043,0.0065,0.0,0.0012,0.0,0.0,0.0,0.0213,0.0065,0.0013,0.0013,0.0,0.0012,0.0,0.0244,0.0126,0.0084,0.0025,0.0016,0.001,0.0,0.0518,0.0224,0.0194,0.0074,0.0025,0.0017,0.0,0.0787,0.0271,0.0318,0.0058,0.0062,0.002,0.0,0.1062,0.0275,0.0409,0.0058,0.0036,0.0017,0.0,0.1075,0.0174,0.0422,0.0107,0.0041,0.0006,0.0,0.1052,0.015,0.0418,0.0064,0.0016,0.0006,0.0,0.0953,0.0081,0.0211,0.0022,0.0004,0.0,0.0,0.0508,0.0119,0.0354,0.0061,0.0,0.0,0.0,0.072,0.0027,0.0087,0.0004,0.0,0.0,0.0,0.0208,0.0026,0.0051,0.001,0.0,0.0,0.0,0.0159,0.0069,0.0077,0.0016,0.0,0.0,0.0,0.0336,0.0081,0.0127,0.001,0.0004,0.0,0.0,0.0343,0.0,0.0054,0.0,0.0,0.0,0.0,0.0084,0.0013,0.0016,0.0004,0.0,0.0,0.0,0.0082,0.0132,0.0161,0.0029,0.002,0.001,0.0,0.0576,0.3168,0.4034,0.1461,0.0618,0.0454,0.0041,1.0
Glen Waverley,0.0113,0.0087,0.014,0.0,0.002,0.0,0.0605,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0041,0.0007,0.0,0.0018,0.0,0.0,0.0,0.007,0.0,0.0013,0.0007,0.0,0.0,0.0,0.0067,0.0018,0.0011,0.0021,0.0,0.0,0.0,0.0111,0.0006,0.0034,0.0025,0.0,0.0004,0.0,0.0126,0.0034,0.0029,0.0039,0.0,0.0,0.0,0.0238,0.0022,0.0035,0.0022,0.0,0.0,0.0,0.0216,0.002,0.0058,0.0053,0.0007,0.0,0.0,0.0242,0.0013,0.0081,0.0054,0.0011,0.0012,0.0,0.0393,0.0014,0.0084,0.0018,0.0,0.0,0.0,0.0202,0.008,0.0317,0.0142,0.0,0.0005,0.0,0.0824,0.0021,0.012,0.0033,0.0,0.0005,0.0,0.0341,0.0029,0.014,0.0038,0.0004,0.0,0.0,0.0419,0.007,0.0283,0.0053,0.0,0.0022,0.0,0.0648,0.0247,0.0968,0.0237,0.0027,0.0009,0.0,0.1816,0.0127,0.0538,0.0073,0.0013,0.0008,0.0,0.1018,0.0085,0.0441,0.0097,0.0019,0.0013,0.0,0.0892,0.006,0.0245,0.0091,0.0008,0.0013,0.0,0.0641,0.1906,0.4582,0.2431,0.0321,0.0538,0.0019,1.0
