district,SH_FHs_CF_no_C_pc,SH_FHs_CF_C_pc,SH_FHs_OnePF_pc,SH_FHs_Oth_fam_pc,SH_FHs_Tot_pc,SH_Lone_P_H_pc,SH_Group_H_pc,SH_Tot_pc,SDRTHT_1_S_FHs_CF_no_C_pc,SDRTHT_1_S_FHs_CF_C_pc,SDRTHT_1_S_FHs_OnePF_pc,SDRTHT_1_S_FHs_Oth_fam_pc,SDRTHT_1_S_FHs_Tot_pc,SDRTHT_1_S_Lone_P_H_pc,SDRTHT_1_S_Group_H_pc,SDRTHT_1_S_Tot_pc,SDRTHT_2more_S_FHs_CF_no_C_pc,SDRTHT_2more_S_FHs_CF_C_pc,SDRTHT_2more_S_FHs_OnePF_pc,SDRTHT_2more_S_FHs_Oth_fam_pc,SDRTHT_2more_S_FHs_Tot_pc,SDRTHT_2more_S_Lone_P_H_pc,SDRTHT_2more_S_Group_H_pc,SDRTHT_2more_S_Tot_pc,SDRTHT_Tot_FHs_CF_no_C_pc,SDRTHT_Tot_FHs_CF_C_pc,SDRTHT_Tot_FHs_OnePF_pc,SDRTHT_Tot_FHs_Oth_fam_pc,SDRTHT_Tot_FHs_Tot_pc,SDRTHT_Tot_Lone_P_H_pc,SDRTHT_Tot_Group_H_pc,SDRTHT_Tot_Tot_pc,FoA_1_or_2_SB_FHs_CF_no_C_pc,FoA_1_or_2_SB_FHs_CF_C_pc,FoA_1_or_2_SB_FHs_OnePF_pc,FoA_1_or_2_SB_FHs_Oth_fam_pc,FoA_1_or_2_SB_FHs_Tot_pc,FoA_1_or_2_SB_Lone_P_H_pc,FoA_1_or_2_SB_Group_H_pc,FoA_1_or_2_SB_Tot_pc,FoA_3SB_FHs_CF_no_C_pc,FoA_3SB_FHs_CF_C_pc,FoA_3SB_FHs_OnePF_pc,FoA_3SB_FHs_Oth_fam_pc,FoA_3SB_FHs_Tot_pc,FoA_3SB_Lone_P_H_pc,FoA_3SB_Group_H_pc,FoA_3SB_Tot_pc,FoA_4_to_8_SB_FHs_CF_no_C_pc,FoA_4_to_8_SB_FHs_CF_C_pc,FoA_4_to_8_SB_FHs_OnePF_pc,FoA_4_to_8_SB_FHs_Oth_fam_pc,FoA_4_to_8_SB_FHs_Tot_pc,FoA_4_to_8_SB_Lone_P_H_pc,FoA_4_to_8_SB_Group_H_pc,FoA_4_to_8_SB_Tot_pc,FoA_9moSB_FHs_CF_no_C_pc,FoA_9moSB_FHs_CF_C_pc,FoA_9moSB_FHs_OnePF_pc,FoA_9moSB_FHs_Oth_fam_pc,FoA_9moSB_FHs_Tot_pc,FoA_9moSB_Lone_P_H_pc,FoA_9moSB_Group_H_pc,FoA_9moSB_Tot_pc,FoA_Att_to_hous_FHs_CF_no_C_pc,FoA_Att_to_hous_FHs_CF_C_pc,FoA_Att_to_hous_FHs_OnePF_pc,FoA_Att_to_hous_FHs_Oth_fam_pc,FoA_Att_to_hous_FHs_Tot_pc,FoA_Att_to_hous_Lone_P_H_pc,FoA_Att_to_hous_Group_H_pc,FoA_Att_to_hous_Tot_pc,FoA_Tot_FHs_CF_no_C_pc,FoA_Tot_FHs_CF_C_pc,FoA_Tot_FHs_OnePF_pc,FoA_Tot_FHs_Oth_fam_pc,FoA_Tot_FHs_Tot_pc,FoA_Tot_Lone_P_H_pc,FoA_Tot_Group_H_pc,FoA_Tot_Tot_pc,OD_C_FHs_CF_no_C_pc,OD_C_FHs_CF_C_pc,OD_C_FHs_OnePF_pc,OD_C_FHs_Oth_fam_pc,OD_C_FHs_Tot_pc,OD_C_Lone_P_H_pc,OD_C_Group_H_pc,OD_C_Tot_pc,OD_CH_FHs_CF_no_C_pc,OD_CH_FHs_CF_C_pc,OD_CH_FHs_OnePF_pc,OD_CH_FHs_Oth_fam_pc,OD_CH_FHs_Tot_pc,OD_CH_Lone_P_H_pc,OD_CH_Group_H_pc,OD_CH_Tot_pc,OD_Imp_home_T_SO_FHs_CF_no_C_pc,OD_Imp_home_T_SO_FHs_CF_C_pc,OD_Imp_home_T_SO_FHs_OnePF_pc,OD_Imp_home_T_SO_FHs_Oth_fam_pc,OD_Imp_home_T_SO_FHs_Tot_pc,OD_Imp_home_T_SO_Lone_P_H_pc,OD_Imp_home_T_SO_Group_H_pc,OD_Imp_home_T_SO_Tot_pc,OD_HorF_at_to_S_O_FHs_CF_no_C_pc,OD_HorF_at_to_S_O_FHs_CF_C_pc,OD_HorF_at_to_S_O_FHs_OnePF_pc,OD_HorF_at_to_S_O_FHs_Oth_fam_pc,OD_HorF_at_to_S_O_FHs_Tot_pc,OD_HorF_at_to_S_O_Lone_P_H_pc,OD_HorF_at_to_S_O_Group_H_pc,OD_HorF_at_to_S_O_Tot_pc,OD_Tot_FHs_CF_no_C_pc,OD_Tot_FHs_CF_C_pc,OD_Tot_FHs_OnePF_pc,OD_Tot_FHs_Oth_fam_pc,OD_Tot_FHs_Tot_pc,OD_Tot_Lone_P_H_pc,OD_Tot_Group_H_pc,OD_Tot_Tot_pc,DS_NS_FHs_CF_no_C_pc,DS_NS_FHs_CF_C_pc,DS_NS_FHs_OnePF_pc,DS_NS_FHs_Oth_fam_pc,DS_NS_FHs_Tot_pc,DS_NS_Lone_P_H_pc,DS_NS_Group_H_pc,DS_NS_Tot_pc,Tot_FHs_CF_no_C_pc,Tot_FHs_CF_C_pc,Tot_FHs_OnePF_pc,Tot_FHs_Oth_fam_pc,Tot_FHs_Tot_pc,Tot_Lone_P_H_pc,Tot_Group_H_pc,Tot_Tot_pc
Morwell,0.2469,0.2318,0.1207,0.0061,0.6102,0.2389,0.0236,0.8747,0.0072,0.0007,0.0029,0.0001,0.0126,0.0398,0.0006,0.0559,0.0008,0.0,0.0009,0.0,0.0019,0.0019,0.0001,0.0049,0.0078,0.0007,0.0042,0.0001,0.0152,0.0425,0.0011,0.0609,0.0071,0.002,0.0048,0.0005,0.0148,0.0412,0.001,0.0593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071,0.002,0.0049,0.0005,0.0148,0.0412,0.001,0.0595,0.0,0.0,0.0,0.0,0.0002,0.0008,0.0001,0.0012,0.0007,0.0001,0.0001,0.0,0.0008,0.0013,0.0,0.0023,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0002,0.0001,0.0,0.0012,0.0022,0.0002,0.0037,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0006,0.2652,0.2364,0.1311,0.0075,0.6453,0.3271,0.0273,1.0
Mulgrave,0.1885,0.2959,0.0976,0.0136,0.5988,0.131,0.0284,0.7588,0.0194,0.0197,0.0074,0.0007,0.0495,0.0295,0.0026,0.0854,0.0132,0.0205,0.0054,0.0004,0.0394,0.0077,0.0026,0.0545,0.0335,0.0404,0.0143,0.0017,0.0904,0.0387,0.0073,0.1408,0.0131,0.0117,0.0054,0.0007,0.0341,0.0358,0.0035,0.0741,0.0031,0.0006,0.0004,0.0,0.0048,0.0042,0.0001,0.0091,0.0049,0.0004,0.0005,0.0,0.0056,0.0069,0.0002,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0007,0.0208,0.0126,0.006,0.0008,0.045,0.048,0.0035,0.0974,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0008,0.0001,0.0,0.0001,0.0,0.0003,0.0021,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0004,0.0001,0.0,0.0001,0.0,0.0005,0.0032,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.2429,0.3521,0.1192,0.0189,0.7333,0.2214,0.0432,1.0
Murray Plains,0.2957,0.2449,0.0955,0.0052,0.6434,0.2336,0.0194,0.901,0.0111,0.0027,0.0046,0.0,0.0206,0.0468,0.002,0.0703,0.0002,0.0,0.0,0.0,0.0002,0.0006,0.0,0.001,0.0115,0.0027,0.0046,0.0,0.0209,0.0472,0.002,0.0713,0.0027,0.0012,0.0008,0.0,0.0044,0.009,0.0004,0.0144,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0012,0.0008,0.0,0.0046,0.0093,0.0004,0.0146,0.0006,0.0,0.0,0.0,0.0007,0.0023,0.0,0.0035,0.0018,0.0001,0.0,0.0,0.0018,0.0035,0.0002,0.0064,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0004,0.0004,0.0,0.0009,0.0031,0.0,0.0002,0.0,0.0038,0.0067,0.0002,0.0124,0.0003,0.0,0.0,0.0,0.0007,0.0002,0.0,0.0011,0.3139,0.2499,0.1053,0.0056,0.6761,0.2977,0.0247,1.0
Narracan,0.2947,0.3059,0.0998,0.0053,0.7067,0.1974,0.0155,0.9216,0.0056,0.0012,0.0033,0.0001,0.013,0.0232,0.0004,0.0364,0.0002,0.0002,0.0002,0.0,0.0005,0.0014,0.0,0.0021,0.006,0.0014,0.0035,0.0001,0.0136,0.0247,0.0004,0.039,0.0039,0.0007,0.0014,0.0,0.0074,0.0162,0.0001,0.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0039,0.0007,0.0014,0.0,0.0074,0.0163,0.0001,0.0252,0.0002,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0003,0.0033,0.0,0.0002,0.0,0.0039,0.0072,0.0001,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0034,0.0,0.0002,0.0,0.0042,0.0074,0.0001,0.0118,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0002,0.3108,0.3094,0.1051,0.0059,0.7339,0.2478,0.0173,1.0
Narre Warren North,0.218,0.3861,0.1091,0.009,0.7237,0.1391,0.0199,0.8879,0.0131,0.0167,0.005,0.0002,0.039,0.0176,0.0004,0.0572,0.0077,0.0145,0.0052,0.0002,0.0298,0.0066,0.0009,0.0377,0.0228,0.0326,0.0096,0.0007,0.068,0.0244,0.0018,0.0944,0.0018,0.0013,0.0014,0.0002,0.0047,0.0046,0.0002,0.0096,0.0001,0.0,0.0,0.0,0.0005,0.0004,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0021,0.0013,0.0015,0.0002,0.0052,0.0049,0.0002,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0003,0.0,0.0006,0.0029,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0003,0.0,0.0006,0.0029,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.2435,0.42,0.1243,0.01,0.7974,0.1728,0.0229,1.0
Narre Warren South,0.1716,0.4905,0.1276,0.0087,0.7994,0.1131,0.0181,0.9352,0.006,0.0162,0.0048,0.0002,0.0282,0.0095,0.0005,0.04,0.0031,0.0089,0.0025,0.0002,0.0156,0.0028,0.0003,0.0185,0.0091,0.0239,0.008,0.0007,0.0441,0.0126,0.001,0.0587,0.0006,0.0011,0.0002,0.0,0.0023,0.0008,0.0002,0.0031,0.0,0.0002,0.0003,0.0,0.0003,0.0007,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0006,0.0013,0.0005,0.0,0.0025,0.0016,0.0002,0.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1851,0.5152,0.1372,0.0096,0.8484,0.1282,0.0203,1.0
Nepean,0.3114,0.2064,0.0917,0.0055,0.6151,0.2518,0.0188,0.8866,0.0172,0.0021,0.0035,0.0,0.0238,0.0336,0.0002,0.0587,0.0086,0.0037,0.0035,0.0,0.0164,0.0063,0.0007,0.0255,0.0259,0.0067,0.0069,0.0,0.0412,0.0409,0.001,0.0846,0.0034,0.0007,0.0011,0.0,0.0058,0.0071,0.0,0.0133,0.0009,0.0,0.0001,0.0,0.0012,0.0008,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0008,0.0013,0.0,0.0073,0.0083,0.0,0.0153,0.0,0.0,0.0,0.0,0.0001,0.001,0.0,0.0012,0.001,0.0,0.0004,0.0,0.0016,0.0054,0.0002,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0011,0.0011,0.0,0.0004,0.0,0.002,0.007,0.0002,0.0097,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0005,0.3445,0.2127,0.1036,0.0066,0.6673,0.3082,0.0216,1.0
Niddrie,0.192,0.3032,0.0855,0.0059,0.5934,0.1398,0.0126,0.7446,0.02,0.0153,0.0087,0.0005,0.0453,0.0429,0.0008,0.0938,0.03,0.0442,0.015,0.0006,0.0921,0.0264,0.0024,0.125,0.0519,0.059,0.0254,0.0013,0.14,0.0705,0.0042,0.2189,0.006,0.004,0.0024,0.0004,0.0144,0.0117,0.0001,0.0271,0.0005,0.0002,0.0,0.0,0.0009,0.002,0.0,0.0027,0.0006,0.0,0.0002,0.0,0.0007,0.0017,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0002,0.0073,0.0046,0.0026,0.0004,0.0159,0.0152,0.0001,0.0329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0006,0.001,0.0,0.0015,0.0,0.0001,0.0001,0.0,0.0006,0.001,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.3681,0.1146,0.0097,0.7501,0.2294,0.0206,1.0
Northcote,0.1164,0.1982,0.0477,0.0047,0.3665,0.0938,0.0369,0.4956,0.0291,0.0237,0.008,0.0009,0.0642,0.0332,0.0094,0.1067,0.0386,0.0288,0.0105,0.0006,0.079,0.0415,0.0114,0.1355,0.0685,0.0547,0.019,0.0014,0.1425,0.0752,0.024,0.2427,0.0237,0.0058,0.0049,0.0006,0.0366,0.0821,0.0061,0.1284,0.0069,0.0011,0.0008,0.0002,0.0111,0.0194,0.0018,0.0323,0.0244,0.0062,0.0036,0.0005,0.0352,0.0428,0.0047,0.0848,0.0017,0.0001,0.0003,0.0001,0.0018,0.0067,0.0005,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0575,0.0141,0.0104,0.0015,0.0854,0.1511,0.0138,0.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0007,0.0003,0.0,0.0031,0.001,0.0004,0.0058,0.0014,0.0007,0.0003,0.0,0.0031,0.001,0.0004,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.2437,0.2662,0.0805,0.0107,0.6001,0.3211,0.0757,1.0
Oakleigh,0.1153,0.1888,0.0501,0.0066,0.3628,0.0877,0.0311,0.483,0.0378,0.0351,0.0111,0.0015,0.0882,0.0497,0.0117,0.1522,0.0266,0.0316,0.0081,0.0013,0.0717,0.0184,0.0177,0.1102,0.0648,0.0672,0.0206,0.0037,0.1611,0.0699,0.0296,0.2633,0.0299,0.0155,0.0055,0.0007,0.0529,0.0672,0.0084,0.1319,0.0102,0.0029,0.0013,0.001,0.0159,0.0142,0.0027,0.0322,0.0225,0.0063,0.004,0.0021,0.0353,0.0335,0.0085,0.0768,0.0028,0.0006,0.0006,0.0004,0.0044,0.0043,0.0027,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0651,0.0258,0.0109,0.0047,0.1094,0.1183,0.0229,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0003,0.0001,0.0002,0.0005,0.0001,0.0,0.0,0.0,0.0003,0.0001,0.0002,0.0005,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0003,0.2483,0.2824,0.0844,0.0184,0.634,0.2783,0.0859,1.0
Ovens Valley,0.3105,0.2352,0.0923,0.0047,0.6445,0.2396,0.021,0.9035,0.0111,0.0024,0.004,0.0001,0.0228,0.0534,0.0011,0.0766,0.001,0.0004,0.0,0.0,0.002,0.0019,0.0001,0.0043,0.0123,0.0029,0.0045,0.0001,0.0241,0.0552,0.001,0.081,0.0004,0.0001,0.0002,0.0,0.0013,0.0015,0.0,0.003,0.0001,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0004,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0002,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0006,0.0002,0.0003,0.0,0.002,0.0016,0.0,0.004,0.0005,0.0,0.0,0.0,0.001,0.0019,0.0,0.0035,0.0006,0.0,0.0,0.0,0.001,0.0022,0.0003,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0002,0.0,0.0006,0.002,0.0002,0.0,0.0,0.0028,0.0042,0.0003,0.0074,0.0001,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0005,0.3265,0.2411,0.0994,0.0054,0.677,0.3016,0.023,1.0
Pakenham,0.2029,0.3779,0.1261,0.0075,0.7139,0.1495,0.0224,0.8863,0.0225,0.0064,0.0055,0.0006,0.0382,0.0374,0.0007,0.078,0.0083,0.0051,0.0049,0.0002,0.0185,0.0081,0.0014,0.0291,0.0309,0.0117,0.0101,0.0008,0.0574,0.0462,0.0019,0.1074,0.0007,0.0004,0.0001,0.0,0.0013,0.0019,0.0,0.0032,0.0,0.0,0.0,0.0,0.0002,0.0003,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0004,0.0001,0.0001,0.0015,0.0024,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002,0.0,0.0,0.0,0.0003,0.0015,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0002,0.0017,0.0,0.0019,0.0,0.0002,0.0,0.0,0.0003,0.0001,0.0,0.0002,0.2357,0.3916,0.138,0.0087,0.7744,0.2001,0.0246,1.0
Pascoe Vale,0.1385,0.2357,0.0608,0.0065,0.4434,0.1143,0.0363,0.5941,0.0239,0.0175,0.0091,0.0006,0.0547,0.0462,0.0054,0.1083,0.0496,0.0407,0.0149,0.0019,0.1122,0.0424,0.0137,0.1707,0.0762,0.0583,0.0249,0.0038,0.1671,0.0896,0.02,0.2783,0.0088,0.004,0.0029,0.0003,0.0194,0.031,0.0033,0.0527,0.0042,0.0011,0.0014,0.0001,0.0069,0.0111,0.0019,0.0208,0.0095,0.0025,0.0024,0.001,0.0154,0.0242,0.0032,0.0431,0.0014,0.0009,0.0,0.0001,0.0029,0.0035,0.0004,0.0067,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0246,0.009,0.0063,0.0017,0.0448,0.0696,0.0088,0.1224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0006,0.0003,0.0,0.0015,0.0003,0.0,0.0,0.0,0.0006,0.0003,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0003,0.2403,0.3046,0.0942,0.0144,0.6554,0.2757,0.0665,1.0
Point Cook,0.174,0.45,0.0972,0.0064,0.7314,0.1179,0.0195,0.8731,0.0093,0.0163,0.0031,0.0,0.0307,0.0118,0.0006,0.0471,0.0103,0.0139,0.0054,0.0,0.0311,0.0083,0.0008,0.0434,0.02,0.0314,0.0093,0.0001,0.0632,0.021,0.0018,0.0896,0.0071,0.0037,0.0023,0.0001,0.013,0.0108,0.0002,0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0006,0.0005,0.0,0.004,0.0068,0.0005,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0044,0.0028,0.0001,0.0171,0.0175,0.0007,0.0368,0.0004,0.0,0.0,0.0,0.0003,0.0006,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0004,0.0006,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.2054,0.487,0.114,0.0074,0.8153,0.1578,0.0258,1.0
Polwarth,0.2986,0.2885,0.0787,0.006,0.6726,0.228,0.0249,0.9276,0.005,0.0009,0.0026,0.0,0.0121,0.0297,0.0006,0.0427,0.004,0.0029,0.0019,0.0,0.0094,0.0054,0.0007,0.0171,0.01,0.004,0.0051,0.0,0.0222,0.0351,0.0017,0.0594,0.0006,0.0,0.0002,0.0,0.0006,0.0014,0.0,0.0027,0.0003,0.0,0.0,0.0,0.0002,0.0006,0.0,0.0012,0.0002,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0002,0.0,0.0014,0.0026,0.0001,0.0046,0.0001,0.0001,0.0,0.0,0.0003,0.0007,0.0,0.0013,0.0,0.0,0.0,0.0,0.0003,0.0009,0.0001,0.0016,0.0002,0.0,0.0,0.0,0.0002,0.0002,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0004,0.0002,0.0,0.001,0.001,0.0002,0.0,0.0,0.0016,0.0024,0.0,0.0045,0.0,0.0002,0.0,0.0,0.0003,0.0004,0.0,0.0011,0.3126,0.2947,0.0855,0.0064,0.7023,0.2697,0.0291,1.0
Prahran,0.0227,0.0238,0.0061,0.0003,0.0534,0.0185,0.0061,0.0808,0.0217,0.013,0.0041,0.0006,0.0419,0.0205,0.0092,0.071,0.0175,0.0106,0.004,0.0003,0.0338,0.0151,0.0056,0.0537,0.0383,0.027,0.0081,0.0011,0.0746,0.0348,0.0152,0.1252,0.0203,0.0062,0.0027,0.0008,0.0322,0.038,0.0083,0.0776,0.0511,0.0104,0.0047,0.0022,0.0728,0.117,0.0217,0.2119,0.0395,0.0069,0.005,0.0016,0.0562,0.0906,0.012,0.1595,0.0991,0.0247,0.0144,0.0051,0.1444,0.1711,0.0229,0.3392,0.0001,0.0,0.0,0.0,0.0001,0.0002,0.0,0.0004,0.2137,0.0512,0.0292,0.01,0.3069,0.4159,0.0667,0.7884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0002,0.0,0.0,0.0014,0.0011,0.0002,0.0034,0.001,0.0002,0.0,0.0,0.0014,0.0011,0.0002,0.0034,0.0001,0.0,0.0,0.0,0.0003,0.0002,0.0,0.0007,0.276,0.1,0.0447,0.0136,0.4371,0.4739,0.0897,1.0
Preston,0.1505,0.2061,0.0729,0.011,0.4413,0.1402,0.0362,0.6166,0.0369,0.0258,0.0158,0.0023,0.0869,0.0849,0.0101,0.184,0.0388,0.0267,0.0112,0.0021,0.0807,0.0336,0.0078,0.125,0.0755,0.0564,0.0286,0.0051,0.1673,0.12,0.0211,0.3093,0.0056,0.0026,0.0024,0.0004,0.0122,0.0178,0.0018,0.0342,0.0025,0.0012,0.0005,0.0001,0.0046,0.0065,0.001,0.0123,0.0037,0.0016,0.0015,0.0004,0.007,0.009,0.0012,0.0175,0.0006,0.0004,0.0001,0.0001,0.0015,0.0016,0.0004,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0058,0.005,0.0013,0.0269,0.0353,0.0048,0.0673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0002,0.0004,0.0,0.0024,0.0019,0.0005,0.0054,0.0006,0.0002,0.0004,0.0,0.0024,0.0019,0.0005,0.0054,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002,0.2398,0.2692,0.1088,0.0191,0.6377,0.3006,0.0638,1.0
